DataSource,Eruption,Na2O_wt ,SiO2_wt ,CaO_wt   ,K2O_wt    ,Al2O3_wt  ,MgO_wt ,FeO_wt,BaO_wt,TiO2_wt ,SrO_wt,Total_wt
Curryetal2021a,NelsonMountainTuff,7.16,60.3,7.15,0.7347,25.25,NA,0.3038,NA,NA,NA,100.9119
Curryetal2021a,NelsonMountainTuff,7.65,61.84,5.71,0.9263,24.53,NA,0.2716,NA,NA,NA,100.9311
Curryetal2021a,NelsonMountainTuff,8.08,62.58,5.07,1.0603,23.7,NA,0.27,NA,NA,NA,100.7706
Curryetal2021a,NelsonMountainTuff,8.28,63,5.08,1.062,23.72,NA,0.2395,NA,NA,NA,101.3876
Curryetal2021a,NelsonMountainTuff,6.29,57.09,8.64,0.4088,26.76,NA,0.2592,NA,NA,NA,99.4514
Curryetal2021a,NelsonMountainTuff,7.99,61.95,5.09,0.8358,23.72,NA,0.2633,NA,NA,NA,99.8492
Curryetal2021a,NelsonMountainTuff,5.99,56.66,9.34,0.3598,27.48,NA,0.2973,NA,NA,NA,100.1271
Curryetal2021a,NelsonMountainTuff,6.21,57.18,8.85,0.4432,25.58,NA,0.3133,NA,NA,NA,98.6921
Curryetal2021a,NelsonMountainTuff,6.22,56.59,9.05,0.4351,25.74,NA,0.3777,NA,NA,NA,98.5267
Curryetal2021a,NelsonMountainTuff,6.15,56.58,9.14,0.4425,25.7,NA,0.3672,NA,NA,NA,98.4993
Curryetal2021a,NelsonMountainTuff,6.4,57.51,8.65,0.4655,25.53,NA,0.3477,NA,NA,NA,99.0051
Curryetal2021a,NelsonMountainTuff,6.39,57.24,8.71,0.4655,25.58,NA,0.349,NA,NA,NA,98.8455
Curryetal2021a,NelsonMountainTuff,6.35,57.51,8.69,0.457,25.53,NA,0.3292,NA,NA,NA,98.9965
Curryetal2021a,NelsonMountainTuff,6.36,57.38,8.68,0.4809,25.3,NA,0.3146,NA,NA,NA,98.6298
Curryetal2021a,NelsonMountainTuff,6.4,57.27,8.69,0.4696,25.45,NA,0.3592,NA,NA,NA,98.7732
Curryetal2021a,NelsonMountainTuff,6.64,58,8.29,0.4568,26.46,NA,0.3723,NA,NA,NA,100.2284
Curryetal2021a,NelsonMountainTuff,6.07,56.48,9.17,0.4378,25.93,NA,0.3477,NA,NA,NA,98.5538
Curryetal2021a,NelsonMountainTuff,6.3,57.15,9,0.4426,25.97,NA,0.3528,NA,NA,NA,99.3374
Curryetal2021a,NelsonMountainTuff,6.34,56.93,8.91,0.4599,25.73,NA,0.3529,NA,NA,NA,98.833
Curryetal2021a,NelsonMountainTuff,6.2,57.26,8.8,0.4403,25.76,NA,0.3403,NA,NA,NA,98.8817
Curryetal2021a,NelsonMountainTuff,6.33,57.27,8.75,0.4596,25.69,NA,0.3302,NA,NA,NA,98.9461
Curryetal2021a,NelsonMountainTuff,6.4,57.41,8.6,0.4651,25.3,NA,0.3685,NA,NA,NA,98.638
Curryetal2021a,NelsonMountainTuff,6.43,57.52,8.45,0.4788,25.35,NA,0.3411,NA,NA,NA,98.6711
Curryetal2021a,NelsonMountainTuff,6.29,57.03,8.91,0.4423,25.89,NA,0.3647,NA,NA,NA,99.0068
Curryetal2021a,NelsonMountainTuff,6.12,56.74,9.02,0.4427,25.75,NA,0.3721,NA,NA,NA,98.5558
Curryetal2021a,NelsonMountainTuff,7.86,62.05,5.13,0.8817,23.9,NA,0.2745,NA,NA,NA,100.0961
Curryetal2021a,NelsonMountainTuff,6.27,57.19,8.88,0.4747,25.25,NA,0.3302,NA,NA,NA,98.4764
Curryetal2021a,NelsonMountainTuff,7.82,61.61,5.51,0.8996,22.33,NA,0.2561,NA,NA,NA,98.5464
Curryetal2021a,NelsonMountainTuff,7.12,60.72,7.22,0.6026,24.79,NA,0.2878,NA,NA,NA,100.8585
Curryetal2021a,NelsonMountainTuff,6.83,60.04,7.81,0.5158,25.3,NA,0.3301,NA,NA,NA,100.9328
Curryetal2021a,NelsonMountainTuff,6.64,59.49,8.18,0.4917,25.83,NA,0.3291,NA,NA,NA,101.0733
Curryetal2021a,NelsonMountainTuff,6.65,59.63,8.16,0.4865,25.62,NA,0.3227,NA,NA,NA,100.9518
Curryetal2021a,NelsonMountainTuff,6.69,59.61,8.18,0.4881,25.64,NA,0.3266,NA,NA,NA,101.034
Curryetal2021a,NelsonMountainTuff,6.63,59.62,8.08,0.504,25.6,NA,0.3095,NA,NA,NA,100.8424
Curryetal2021a,NelsonMountainTuff,6.86,59.69,7.86,0.5263,25.45,NA,0.3392,NA,NA,NA,100.8014
Curryetal2021a,NelsonMountainTuff,6.9,60,7.72,0.5195,25.37,NA,0.3172,NA,NA,NA,100.9282
Curryetal2021a,NelsonMountainTuff,7.16,60.58,7.23,0.5863,24.69,NA,0.2803,NA,NA,NA,100.6139
Curryetal2021a,NelsonMountainTuff,7.54,61.39,6.48,0.6748,23.9,NA,0.2912,NA,NA,NA,100.3465
Curryetal2021a,NelsonMountainTuff,7.72,61.97,6.28,0.7068,24.02,NA,0.2828,NA,NA,NA,101.0766
Curryetal2021a,NelsonMountainTuff,7.74,62.29,6.03,0.763,23.79,NA,0.2707,NA,NA,NA,100.9791
Curryetal2021a,NelsonMountainTuff,7.92,62.9,5.53,0.8236,23.47,NA,0.2491,NA,NA,NA,100.9827
Curryetal2021a,NelsonMountainTuff,7.88,62.42,5.71,0.8148,23.59,NA,0.2465,NA,NA,NA,100.7615
Curryetal2021a,NelsonMountainTuff,7.97,62.73,5.58,0.7978,23.39,NA,0.2773,NA,NA,NA,100.8425
Curryetal2021a,NelsonMountainTuff,7.94,62.97,5.59,0.8256,23.31,NA,0.2391,NA,NA,NA,100.9887
Curryetal2021a,NelsonMountainTuff,7.92,62.96,5.46,0.86,23.29,NA,0.252,NA,NA,NA,100.816
Curryetal2021a,NelsonMountainTuff,8,63.1,5.34,0.8753,23.14,NA,0.2569,NA,NA,NA,100.7998
Curryetal2021a,NelsonMountainTuff,7.89,62.7,5.55,0.8094,23.39,NA,0.2577,NA,NA,NA,100.6841
Curryetal2021a,NelsonMountainTuff,7.95,62.94,5.55,0.8225,23.58,NA,0.2699,NA,NA,NA,101.2209
Curryetal2021a,NelsonMountainTuff,7.95,63.08,5.51,0.8321,23.4,NA,0.2522,NA,NA,NA,101.1373
Curryetal2021a,NelsonMountainTuff,8.01,62.73,5.63,0.8128,23.37,NA,0.2516,NA,NA,NA,100.8948
Curryetal2021a,NelsonMountainTuff,8.02,62.94,5.57,0.8185,23.19,NA,0.236,NA,NA,NA,100.8657
Curryetal2021a,NelsonMountainTuff,7.88,62.85,5.58,0.8205,23.43,NA,0.2533,NA,NA,NA,100.9073
Curryetal2021a,NelsonMountainTuff,7.92,62.71,5.78,0.81,23.69,NA,0.2818,NA,NA,NA,101.287
Curryetal2021a,NelsonMountainTuff,8.1,63.08,5.21,0.8856,23.16,NA,0.2567,NA,NA,NA,100.8163
Curryetal2021a,NelsonMountainTuff,8.22,63.72,4.81,0.9858,22.79,NA,0.2615,NA,NA,NA,100.8818
Curryetal2021a,NelsonMountainTuff,8.2,63.44,4.93,0.9476,22.92,NA,0.2451,NA,NA,NA,100.7757
Curryetal2021a,NelsonMountainTuff,8.13,63.26,5.19,0.8942,23.18,NA,0.2371,NA,NA,NA,101.0021
Curryetal2021a,NelsonMountainTuff,8.15,63.62,4.95,0.9508,23.1,NA,0.2414,NA,NA,NA,101.1232
Curryetal2021a,NelsonMountainTuff,8.15,63.29,5.26,0.8969,23.08,NA,0.2323,NA,NA,NA,101.0108
Curryetal2021a,NelsonMountainTuff,8.19,63.33,5.05,0.92,23.09,NA,0.2514,NA,NA,NA,100.9484
Curryetal2021a,NelsonMountainTuff,8.36,63.9,4.74,1.0082,22.85,NA,0.2643,NA,NA,NA,101.2202
Curryetal2021a,NelsonMountainTuff,8.09,63.2,5.21,0.9043,22.88,NA,0.2477,NA,NA,NA,100.6299
Curryetal2021a,NelsonMountainTuff,7.98,62.93,5.46,0.8371,23.26,NA,0.2308,NA,NA,NA,100.7909
Curryetal2021a,NelsonMountainTuff,7.81,62.42,5.75,0.8,23.55,NA,0.2488,NA,NA,NA,100.6757
Curryetal2021a,NelsonMountainTuff,7.88,62.7,5.68,0.8194,23.6,NA,0.2733,NA,NA,NA,101.0685
Curryetal2021a,NelsonMountainTuff,7.91,62.71,5.64,0.8209,23.5,NA,0.2471,NA,NA,NA,100.9595
Curryetal2021a,NelsonMountainTuff,7.93,62.77,5.59,0.8242,23.47,NA,0.2549,NA,NA,NA,100.9211
Curryetal2021a,NelsonMountainTuff,8.05,62.57,5.64,0.7888,23.47,NA,0.238,NA,NA,NA,100.8613
Curryetal2021a,NelsonMountainTuff,7.94,62.96,5.57,0.8014,23.53,NA,0.2556,NA,NA,NA,101.1606
Curryetal2021a,NelsonMountainTuff,7.94,62.94,5.57,0.8325,23.24,NA,0.2553,NA,NA,NA,100.8801
Curryetal2021a,NelsonMountainTuff,7.99,62.83,5.45,0.8305,23.3,NA,0.2581,NA,NA,NA,100.743
Curryetal2021a,NelsonMountainTuff,8.06,62.9,5.28,0.8733,23.12,NA,0.2488,NA,NA,NA,100.5833
Curryetal2021a,NelsonMountainTuff,8,63.04,5.4,0.8668,23.01,NA,0.253,NA,NA,NA,100.6964
Curryetal2021a,NelsonMountainTuff,8.3,63.95,4.78,0.9675,22.69,NA,0.2437,NA,NA,NA,101.0042
Curryetal2021a,NelsonMountainTuff,8.06,63.03,5.44,0.8627,23.09,NA,0.2433,NA,NA,NA,100.8408
Curryetal2021a,NelsonMountainTuff,8.25,63.37,4.92,0.9525,22.91,NA,0.2406,NA,NA,NA,100.7604
Curryetal2021a,NelsonMountainTuff,8.2,63.52,4.9,0.9595,22.77,NA,0.2385,NA,NA,NA,100.7065
Curryetal2021a,NelsonMountainTuff,8.22,63.7,4.93,0.9587,22.76,NA,0.2307,NA,NA,NA,100.9076
Curryetal2021a,NelsonMountainTuff,8.3,63.71,4.81,0.9717,22.89,NA,0.2388,NA,NA,NA,101.02
Curryetal2021a,NelsonMountainTuff,8.28,63.74,4.71,0.9703,22.56,NA,0.2566,NA,NA,NA,100.6043
Curryetal2021a,NelsonMountainTuff,8.24,63.57,4.92,0.9476,22.87,NA,0.2266,NA,NA,NA,100.8614
Curryetal2021a,NelsonMountainTuff,8.23,63.63,4.87,0.9546,22.88,NA,0.2355,NA,NA,NA,100.8684
Curryetal2021a,NelsonMountainTuff,8.3,63.41,5.09,0.9239,22.9,NA,0.2527,NA,NA,NA,100.9846
Curryetal2021a,NelsonMountainTuff,8.53,64.26,4.38,0.9671,22.26,NA,0.2256,NA,NA,NA,100.6625
Curryetal2021a,NelsonMountainTuff,8.58,64.43,4.3,1.0362,22.28,NA,0.2303,NA,NA,NA,100.9305
Curryetal2021a,NelsonMountainTuff,8.53,64.53,4.28,1.0962,22.2,NA,0.2355,NA,NA,NA,100.9392
Curryetal2021a,NelsonMountainTuff,8.86,64.92,3.89,1.0004,22.05,NA,0.2368,NA,NA,NA,101.0261
Curryetal2021a,NelsonMountainTuff,6.54,58.31,8.02,0.4726,25.95,NA,0.3459,NA,NA,NA,99.6498
Curryetal2021a,NelsonMountainTuff,6.4,57.59,8.74,0.4537,26.97,NA,0.3619,NA,NA,NA,100.5239
Curryetal2021a,NelsonMountainTuff,6.86,58.88,7.4,0.5443,25.75,NA,0.3179,NA,NA,NA,99.7644
Curryetal2021a,NelsonMountainTuff,7.21,59.26,7.27,0.5951,25.41,NA,0.3339,NA,NA,NA,100.0931
Curryetal2021a,NelsonMountainTuff,7.66,60.3,5.95,0.7654,24.43,NA,0.2874,NA,NA,NA,99.3929
Curryetal2021a,NelsonMountainTuff,8.41,63.2,4.65,1.051,23.22,NA,0.2497,NA,NA,NA,100.7807
Curryetal2021a,NelsonMountainTuff,8.47,63.13,4.57,0.9941,23.37,NA,0.2443,NA,NA,NA,100.7787
Curryetal2021a,NelsonMountainTuff,6.41,57.58,8.91,0.3839,27.01,NA,0.3795,NA,NA,NA,100.6791
Curryetal2021a,NelsonMountainTuff,7.49,60.53,7.11,0.5458,25.17,NA,0.2684,NA,NA,NA,101.1228
Curryetal2021a,NelsonMountainTuff,7.47,60.47,7.01,0.6219,25.21,NA,0.2974,NA,NA,NA,101.0823
Curryetal2021a,NelsonMountainTuff,8.19,62.4,5.42,0.85,23.71,NA,0.2548,NA,NA,NA,100.8316
Curryetal2021a,NelsonMountainTuff,7.79,60.75,5.85,0.8123,24.42,NA,0.2768,NA,NA,NA,99.8992
Curryetal2021a,NelsonMountainTuff,8.38,63.33,4.09,1.27,22.7,NA,0.2288,NA,NA,NA,100.0031
Curryetal2021a,NelsonMountainTuff,6.59,58.75,8.07,0.4982,26.29,NA,0.3096,NA,NA,NA,100.5231
Curryetal2021a,NelsonMountainTuff,7.56,60.86,5.91,0.7244,24.6,NA,0.2555,NA,NA,NA,99.9162
Curryetal2021a,NelsonMountainTuff,7.39,60.33,6.5,0.6895,24.92,NA,0.2775,NA,NA,NA,100.1201
Curryetal2021a,NelsonMountainTuff,8.05,62.34,5.08,0.9316,23.63,NA,0.2323,NA,NA,NA,100.2701
Curryetal2021a,NelsonMountainTuff,8.24,63.16,4.54,1.033,23.51,NA,0.2486,NA,NA,NA,100.7367
Curryetal2021a,NelsonMountainTuff,8.22,62.19,4.97,1.0191,23.65,NA,0.2434,NA,NA,NA,100.2924
Curryetal2021a,NelsonMountainTuff,7.94,62.77,4.92,0.9633,23.5,NA,0.2406,NA,NA,NA,100.3375
Curryetal2021a,NelsonMountainTuff,8.29,63.55,4.67,1.0189,23.35,NA,0.2439,NA,NA,NA,101.1267
Curryetal2021a,NelsonMountainTuff,8.13,62.62,4.93,0.9615,23.62,NA,0.2451,NA,NA,NA,100.5101
Curryetal2021a,NelsonMountainTuff,8.43,63.47,4.36,1.1127,23.26,NA,0.2508,NA,NA,NA,100.8835
Curryetal2021a,NelsonMountainTuff,8.42,63.55,4.31,1.1204,23.13,NA,0.2433,NA,NA,NA,100.7736
Curryetal2021a,NelsonMountainTuff,8.07,62.36,5.04,0.8713,24.16,NA,0.3012,NA,NA,NA,100.8024
Curryetal2021a,NelsonMountainTuff,5.87,56.99,9,0.3358,27.45,NA,0.3358,NA,NA,NA,99.9817
Curryetal2021a,NelsonMountainTuff,6.27,58.48,7.93,0.4213,26.33,NA,0.369,NA,NA,NA,99.8083
Curryetal2021a,NelsonMountainTuff,6.74,59.06,7.78,0.476,26.37,NA,0.344,NA,NA,NA,100.7795
Curryetal2021a,NelsonMountainTuff,7.03,59.9,7.09,0.5406,25.75,NA,0.3114,NA,NA,NA,100.6302
Curryetal2021a,NelsonMountainTuff,8.08,62.97,4.72,0.955,23.33,NA,0.2489,NA,NA,NA,100.3039
Curryetal2021a,NelsonMountainTuff,8.45,63.86,4.39,1.0306,23.39,NA,0.2348,NA,NA,NA,101.3553
Curryetal2021a,NelsonMountainTuff,7.37,60.52,6.47,0.6039,24.92,NA,0.3547,NA,NA,NA,100.2475
Curryetal2021a,NelsonMountainTuff,5.86,57.24,8.87,0.4029,27.2,NA,0.3458,NA,NA,NA,99.942
Curryetal2021a,NelsonMountainTuff,7.2,60.12,6.44,0.6481,24.93,NA,0.2717,NA,NA,NA,99.6191
Curryetal2021a,NelsonMountainTuff,8.28,63.38,4.27,1.1086,22.97,NA,0.2671,NA,NA,NA,100.2756
Curryetal2021a,NelsonMountainTuff,7.41,61.27,6.13,0.7027,24.69,NA,0.2664,NA,NA,NA,100.4831
Curryetal2021a,NelsonMountainTuff,7.85,62.02,5.43,0.7951,24.23,NA,0.2756,NA,NA,NA,100.6109
Curryetal2021a,NelsonMountainTuff,7.76,62.31,5.2,0.8486,23.78,NA,0.2434,NA,NA,NA,100.1437
Curryetal2021a,NelsonMountainTuff,8.7,64.25,3.68,1.24,22.47,NA,0.2178,NA,NA,NA,100.5599
Curryetal2021a,NelsonMountainTuff,6.75,57.87,8.29,0.4553,26.28,NA,0.2861,NA,NA,NA,99.9771
Curryetal2021a,NelsonMountainTuff,7.34,59.6,6.86,0.7475,25.08,NA,0.2518,NA,NA,NA,99.9677
Curryetal2021a,NelsonMountainTuff,7.48,59.95,6.75,0.7538,24.74,NA,0.2571,NA,NA,NA,100.0593
Curryetal2021a,NelsonMountainTuff,7.63,59.84,6.85,0.4901,24.86,NA,0.2466,NA,NA,NA,99.9706
Curryetal2021a,NelsonMountainTuff,6.72,57.55,8.31,0.5823,26.16,NA,0.2765,NA,NA,NA,99.6737
Curryetal2021a,NelsonMountainTuff,6.93,58.13,8.12,0.5619,25.95,NA,0.2625,NA,NA,NA,99.9677
Curryetal2021a,NelsonMountainTuff,6.57,57.35,8.63,0.5501,26.5,NA,0.2436,NA,NA,NA,99.9599
Curryetal2021a,NelsonMountainTuff,6.56,57.58,8.71,0.5768,26.6,NA,0.2696,NA,NA,NA,100.3814
Curryetal2021a,NelsonMountainTuff,7.23,59.19,7.47,0.7236,25.26,NA,0.2673,NA,NA,NA,100.2235
Curryetal2021a,NelsonMountainTuff,7.09,58.96,7.48,0.7713,25.35,NA,0.274,NA,NA,NA,100.0105
Curryetal2021a,NelsonMountainTuff,6.93,58.05,8.19,0.5485,25.96,NA,0.2394,NA,NA,NA,99.9914
Curryetal2021a,NelsonMountainTuff,6.77,57.88,8.3,0.5819,26.1,NA,0.2592,NA,NA,NA,99.9962
Curryetal2021a,NelsonMountainTuff,7.22,59.01,7.33,0.7521,25.29,NA,0.2679,NA,NA,NA,99.973
Curryetal2021a,NelsonMountainTuff,6.54,57.29,8.73,0.4932,26.61,NA,0.2479,NA,NA,NA,100.008
Curryetal2021a,NelsonMountainTuff,6.63,57.56,8.65,0.5675,26.21,NA,0.2699,NA,NA,NA,99.9754
Curryetal2021a,NelsonMountainTuff,7.36,59.04,7.21,0.665,25.34,NA,0.264,NA,NA,NA,99.9939
Curryetal2021a,NelsonMountainTuff,7.38,59.03,7.48,0.4761,25.37,NA,0.2773,NA,NA,NA,100.1009
Curryetal2021a,NelsonMountainTuff,8.31,62.44,4.54,0.8523,22.83,NA,0.2262,NA,NA,NA,99.2948
Curryetal2021a,NelsonMountainTuff,8.57,62.94,4.6,0.9545,23.37,NA,0.2376,NA,NA,NA,100.7658
Curryetal2021a,NelsonMountainTuff,8.45,62.58,4.83,0.9608,23.28,NA,0.2244,NA,NA,NA,100.3703
Curryetal2021a,NelsonMountainTuff,8.47,63.19,4.63,0.8142,23.44,NA,0.2285,NA,NA,NA,100.8774
Curryetal2021a,NelsonMountainTuff,8.76,62.99,4.37,0.9223,22.85,NA,0.237,NA,NA,NA,100.2139
Curryetal2021a,NelsonMountainTuff,8.45,62.26,4.98,0.8195,23.44,NA,0.2206,NA,NA,NA,100.2577
Curryetal2021a,NelsonMountainTuff,8.64,63.08,4.54,0.8781,23.17,NA,0.2268,NA,NA,NA,100.6436
Curryetal2021a,NelsonMountainTuff,8.56,62.91,4.64,0.9253,23.18,NA,0.1989,NA,NA,NA,100.5082
Curryetal2021a,NelsonMountainTuff,6.92,58.42,7.9,0.6626,25.71,NA,0.2785,NA,NA,NA,99.9824
Curryetal2021a,NelsonMountainTuff,7.03,58.91,7.79,0.7026,25.69,NA,0.2743,NA,NA,NA,100.4645
Curryetal2021a,NelsonMountainTuff,7.54,60.42,6.45,0.9429,24.61,NA,0.2607,NA,NA,NA,100.327
Curryetal2021a,NelsonMountainTuff,7.03,58.75,7.71,0.6949,25.57,NA,0.2549,NA,NA,NA,100.1189
Curryetal2021a,NelsonMountainTuff,7.58,59.86,6.86,0.6431,24.91,NA,0.3077,NA,NA,NA,100.2195
Curryetal2021a,NelsonMountainTuff,7.9,60.63,6.28,0.6214,24.47,NA,0.3159,NA,NA,NA,100.3088
Curryetal2021a,NelsonMountainTuff,7.04,58.51,7.84,0.4933,25.68,NA,0.282,NA,NA,NA,99.9413
Curryetal2021a,NelsonMountainTuff,7.27,59.21,7.47,0.5323,25.29,NA,0.2861,NA,NA,NA,100.1293
Curryetal2021a,NelsonMountainTuff,7.87,60.39,6.32,0.7156,24.37,NA,0.2959,NA,NA,NA,99.9984
Curryetal2021a,NelsonMountainTuff,7.8,60.26,6.51,0.5784,24.52,NA,0.4144,NA,NA,NA,100.149
Curryetal2021a,NelsonMountainTuff,7.01,58.14,7.58,0.7864,25.45,NA,0.3029,NA,NA,NA,99.3476
Curryetal2021a,NelsonMountainTuff,7.11,58.44,7.34,0.7757,25.29,NA,0.2671,NA,NA,NA,99.3224
Curryetal2021a,NelsonMountainTuff,6.79,57.28,8.24,0.6352,26.38,NA,0.2833,NA,NA,NA,99.6794
Curryetal2021a,NelsonMountainTuff,7.06,58.26,7.46,0.7726,25.44,NA,0.2935,NA,NA,NA,99.4012
Curryetal2021a,NelsonMountainTuff,6.93,57.76,7.79,0.658,25.91,NA,0.2865,NA,NA,NA,99.4613
Curryetal2021a,NelsonMountainTuff,6.71,57.31,8.35,0.6147,26.22,NA,0.2922,NA,NA,NA,99.6461
Curryetal2021a,NelsonMountainTuff,7.11,58.33,7.47,0.6803,25.48,NA,0.283,NA,NA,NA,99.4738
Curryetal2021a,NelsonMountainTuff,7.21,58.69,7.25,0.7829,25.4,NA,0.2596,NA,NA,NA,99.696
Curryetal2021a,NelsonMountainTuff,6.73,57.27,8.33,0.5762,26.3,NA,0.2909,NA,NA,NA,99.6122
Curryetal2021a,NelsonMountainTuff,7.09,58.47,7.53,0.7127,25.3,NA,0.2153,NA,NA,NA,99.4027
Curryetal2021a,NelsonMountainTuff,7.54,59.3,6.85,0.7073,24.98,NA,0.2978,NA,NA,NA,99.7462
Curryetal2021a,NelsonMountainTuff,6.83,57.58,8.05,0.628,25.89,NA,0.2807,NA,NA,NA,99.3162
Curryetal2021a,NelsonMountainTuff,6.93,57.79,8.09,0.6178,25.94,NA,0.2977,NA,NA,NA,99.7314
Curryetal2021a,NelsonMountainTuff,7.21,58.65,7.38,0.6534,25.45,NA,0.3016,NA,NA,NA,99.7012
Curryetal2021a,NelsonMountainTuff,6.9,58.35,7.92,0.7178,25.77,NA,0.279,NA,NA,NA,100.0286
Curryetal2021a,NelsonMountainTuff,7.05,58.71,7.72,0.7024,25.83,NA,0.2724,NA,NA,NA,100.3622
Curryetal2021a,NelsonMountainTuff,6.82,58.28,8.15,0.6939,26.25,NA,0.2641,NA,NA,NA,100.5548
Curryetal2021a,NelsonMountainTuff,6.79,58.49,8.05,0.6793,25.98,NA,0.2934,NA,NA,NA,100.3583
Curryetal2021a,NelsonMountainTuff,7.13,58.99,7.56,0.7612,25.55,NA,0.2612,NA,NA,NA,100.3543
Curryetal2021a,NelsonMountainTuff,7.66,59.55,6.66,0.6513,25.02,NA,0.2815,NA,NA,NA,99.9423
Curryetal2021a,NelsonMountainTuff,7.28,59.52,7.26,0.6221,25.44,NA,0.2808,NA,NA,NA,100.5304
Curryetal2021a,NelsonMountainTuff,7.2,59.33,7.48,0.5961,25.68,NA,0.2675,NA,NA,NA,100.5758
Curryetal2021a,NelsonMountainTuff,7.15,58.69,7.67,0.6207,25.69,NA,0.2622,NA,NA,NA,100.2089
Curryetal2021a,NelsonMountainTuff,7.15,58.85,7.55,0.6462,25.71,NA,0.2757,NA,NA,NA,100.2928
Curryetal2021a,RatCreekTuff,2.94,49.25,15.22,0.1889,31.43,NA,0.575,NA,NA,NA,99.6989
Curryetal2021a,RatCreekTuff,2.29,47.63,16.37,0.1334,32.14,NA,0.5765,NA,NA,NA,99.2704
Curryetal2021a,RatCreekTuff,2.37,48.07,16.11,0.1447,32.24,NA,0.5967,NA,NA,NA,99.6404
Curryetal2021a,RatCreekTuff,2.21,47.67,16.55,0.1295,32.4,NA,0.618,NA,NA,NA,99.6797
Curryetal2021a,RatCreekTuff,2.51,48.27,15.95,0.1483,32.24,NA,0.5963,NA,NA,NA,99.8715
Curryetal2021a,RatCreekTuff,2.6,48.63,15.91,0.16,32.33,NA,0.5792,NA,NA,NA,100.3391
Curryetal2021a,RatCreekTuff,2.24,47.88,16.42,0.123,32.77,NA,0.5852,NA,NA,NA,100.1363
Curryetal2021a,RatCreekTuff,2.28,47.85,16.19,0.1399,32.57,NA,0.5952,NA,NA,NA,99.7274
Curryetal2021a,RatCreekTuff,2.28,47.56,16.3,0.1376,32.28,NA,0.6644,NA,NA,NA,99.4146
Curryetal2021a,RatCreekTuff,2.37,48.08,16.16,0.1396,32.49,NA,0.5897,NA,NA,NA,99.947
Curryetal2021a,RatCreekTuff,6.25,56.71,9.21,0.5247,26.82,NA,0.3594,NA,NA,NA,100.0361
Curryetal2021a,RatCreekTuff,6.25,56.67,9.17,0.5103,26.86,NA,0.3662,NA,NA,NA,100.0231
Curryetal2021a,RatCreekTuff,6.23,56.76,9.14,0.5294,26.85,NA,0.3494,NA,NA,NA,100.046
Curryetal2021a,RatCreekTuff,6.07,56.45,9.5,0.4842,27.12,NA,0.3718,NA,NA,NA,100.1563
Curryetal2021a,RatCreekTuff,5.99,56.19,9.51,0.4769,26.9,NA,0.3655,NA,NA,NA,99.6236
Curryetal2021a,RatCreekTuff,6.08,56.19,9.45,0.4891,26.89,NA,0.3562,NA,NA,NA,99.6095
Curryetal2021a,RatCreekTuff,6.33,57.1,8.92,0.5377,26.59,NA,0.366,NA,NA,NA,100.0216
Curryetal2021a,RatCreekTuff,5.9,56.1,9.74,0.4655,27.29,NA,0.3767,NA,NA,NA,100.0435
Curryetal2021a,RatCreekTuff,5.88,55.87,9.8,0.4631,27.38,NA,0.384,NA,NA,NA,99.967
Curryetal2021a,RatCreekTuff,6.53,57.46,8.61,0.5991,26.32,NA,0.3725,NA,NA,NA,100.1041
Curryetal2021a,RatCreekTuff,6.53,57.64,8.57,0.5748,26.6,NA,0.3524,NA,NA,NA,100.4525
Curryetal2021a,RatCreekTuff,5.83,55.89,9.85,0.4631,27.42,NA,0.3702,NA,NA,NA,100.0005
Curryetal2021a,RatCreekTuff,5.79,55.79,9.93,0.4656,27.42,NA,0.4063,NA,NA,NA,99.9712
Curryetal2021a,RatCreekTuff,6.86,58.32,7.89,0.657,25.9,NA,0.3116,NA,NA,NA,100.1447
Curryetal2021a,RatCreekTuff,5.83,55.4,9.94,0.4563,27.55,NA,0.4059,NA,NA,NA,99.763
Curryetal2021a,RatCreekTuff,7.2,58.54,6.99,0.7883,24.85,NA,0.2986,NA,NA,NA,98.9151
Curryetal2021a,RatCreekTuff,6.92,58.13,7.45,0.7129,25.36,NA,0.3779,NA,NA,NA,99.2328
Curryetal2021a,RatCreekTuff,7.19,58.64,7.17,0.7852,25.13,NA,0.3067,NA,NA,NA,99.4529
Curryetal2021a,RatCreekTuff,6.8,57.92,8.05,0.6529,25.97,NA,0.393,NA,NA,NA,99.9997
Curryetal2021a,RatCreekTuff,7.28,59.13,6.95,0.8271,24.89,NA,0.3239,NA,NA,NA,99.5914
Curryetal2021a,RatCreekTuff,2,46.76,16.82,0.1108,32.9,NA,0.595,NA,NA,NA,99.3156
Curryetal2021a,RatCreekTuff,2.18,47.34,16.59,0.1307,32.72,NA,0.581,NA,NA,NA,99.6588
Curryetal2021a,RatCreekTuff,2.78,48.72,15.41,0.1783,31.37,NA,0.5994,NA,NA,NA,99.1569
Curryetal2021a,RatCreekTuff,2.62,48.6,15.83,0.1567,32.18,NA,0.6067,NA,NA,NA,100.1055
Curryetal2021a,RatCreekTuff,2.69,48.8,15.71,0.1635,32.25,NA,0.6553,NA,NA,NA,100.397
Curryetal2021a,RatCreekTuff,2.64,48.43,15.74,0.1563,32.24,NA,0.6178,NA,NA,NA,100.0025
Curryetal2021a,RatCreekTuff,2.23,47.32,16.39,0.1171,32.76,NA,0.6196,NA,NA,NA,99.5557
Curryetal2021a,RatCreekTuff,2,47.41,16.9,0.1203,33.18,NA,0.595,NA,NA,NA,100.2937
