DataSource,Eruption,Na2O_wt ,SiO2_wt ,CaO_wt   ,K2O_wt    ,Al2O3_wt  ,MgO_wt ,FeO_wt,BaO_wt,TiO2_wt ,SrO_wt,Total_wt
Bachmannetal2014,CarpenterRidgeTuff,7.59,62.81,5.06,1.5875,23.36,NA,0.3057,0.1324,NA,0.1051,100.97
Bachmannetal2014,CarpenterRidgeTuff,7.59,62.56,5.03,1.4389,23.51,NA,0.3409,0.2037,NA,0.1153,100.79
Bachmannetal2014,CarpenterRidgeTuff,6.8,60.2,6.63,1.2025,24.78,NA,0.414,0.4327,NA,0.2144,100.69
Bachmannetal2014,CarpenterRidgeTuff,7.03,61.06,6.23,1.3159,24.46,NA,0.3112,0.4342,NA,0.2305,101.09
Bachmannetal2014,CarpenterRidgeTuff,7.05,60.92,6.16,1.2735,24.24,NA,0.391,0.4424,NA,0.1918,100.69
Bachmannetal2014,CarpenterRidgeTuff,7.08,60.87,6.14,1.2257,24.59,NA,0.3616,0.4602,NA,0.2013,100.94
Bachmannetal2014,CarpenterRidgeTuff,7.04,61.14,6.17,0.8943,24.29,NA,0.2587,0.031,NA,0.1719,100
Bachmannetal2014,CarpenterRidgeTuff,7.08,61.1,6.08,1.2747,24.39,NA,0.3088,0.4276,NA,0.1759,100.85
Bachmannetal2014,CarpenterRidgeTuff,7.18,61.15,6.03,1.2813,24.27,NA,0.3014,0.3993,NA,0.1976,100.83
Bachmannetal2014,CarpenterRidgeTuff,7.43,61.98,5.35,1.5539,23.62,NA,0.3357,0.51,NA,0.1541,100.95
Bachmannetal2014,CarpenterRidgeTuff,7.23,61.54,5.55,1.4841,23.92,NA,0.3959,0.4481,NA,0.1719,100.75
Bachmannetal2014,CarpenterRidgeTuff,7.14,61.25,5.66,1.3463,24.25,NA,0.351,0.3598,NA,0.1577,100.51
Bachmannetal2014,CarpenterRidgeTuff,7.14,61.02,6.1,1.2266,24.37,NA,0.3642,0.3168,NA,0.1725,100.74
Bachmannetal2014,CarpenterRidgeTuff,7.31,61.71,5.49,1.4887,24.01,NA,0.3275,0.3361,NA,0.1673,100.85
Bachmannetal2014,CarpenterRidgeTuff,7.3,61.47,5.73,1.3871,24.04,NA,0.367,0.4549,NA,0.1778,100.92
Bachmannetal2014,CarpenterRidgeTuff,7.24,61.61,5.68,1.4035,24.06,NA,0.3897,0.3278,NA,0.1567,100.89
Bachmannetal2014,CarpenterRidgeTuff,7.2,61.53,5.64,1.3349,24.27,NA,0.3573,0.3902,NA,0.1743,100.9
Bachmannetal2014,CarpenterRidgeTuff,7.43,62.58,5.38,1.0464,23.86,NA,0.2395,0.0698,NA,0.1273,100.74
Bachmannetal2014,CarpenterRidgeTuff,7.23,61.55,5.86,1.3656,24.41,NA,0.3383,0.3279,NA,0.1496,101.24
Bachmannetal2014,CarpenterRidgeTuff,7.17,60.66,6.33,1.2206,24.37,NA,0.3558,0.4067,NA,0.2017,100.73
Bachmannetal2014,CarpenterRidgeTuff,7.05,61.23,6.09,1.2418,24.57,NA,0.3442,0.2475,NA,0.1657,100.97
Bachmannetal2014,CarpenterRidgeTuff,7.51,61.67,5.88,1.3122,24.22,NA,0.3544,0.3219,NA,0.1626,101.47
Bachmannetal2014,CarpenterRidgeTuff,7.62,62.12,5.48,1.4799,23.9,NA,0.3667,0.327,NA,0.1306,101.46
Bachmannetal2014,CarpenterRidgeTuff,7.33,61.56,5.55,1.3393,24.27,NA,0.3417,0.2957,NA,0.1403,100.85
Bachmannetal2014,CarpenterRidgeTuff,7.57,62.22,4.94,1.6811,23.43,NA,0.3481,0.2899,NA,0.1257,100.61
Bachmannetal2014,CarpenterRidgeTuff,7.54,61.94,5.15,1.4494,23.65,NA,0.3663,0.1864,NA,0.1329,100.42
Bachmannetal2014,CarpenterRidgeTuff,7.53,62.66,5.04,1.4914,23.46,NA,0.3001,0.2623,NA,0.112,100.86
Bachmannetal2014,CarpenterRidgeTuff,7.25,60.72,5.92,1.3274,24.12,NA,0.321,0.397,NA,0.1843,100.27
Bachmannetal2014,CarpenterRidgeTuff,7.79,62.83,5.28,1.1107,23.82,NA,0.2528,0.0444,NA,0.1402,101.25
Bachmannetal2014,CarpenterRidgeTuff,7.23,61.13,5.8,1.2808,24.26,NA,0.3578,0.3761,NA,0.1824,100.64
Bachmannetal2014,CarpenterRidgeTuff,7.29,61.77,5.67,1.381,24.25,NA,0.3107,0.391,NA,0.18,101.26
Bachmannetal2014,CarpenterRidgeTuff,7,60.21,6.17,1.2176,24,NA,0.3196,0.3286,NA,0.1959,99.45
Bachmannetal2014,CarpenterRidgeTuff,7.16,61.59,5.86,1.2914,24.13,NA,0.3078,0.3211,NA,0.1557,100.83
Bachmannetal2014,CarpenterRidgeTuff,7.27,61.54,5.77,1.3482,24.26,NA,0.3299,0.3121,NA,0.1771,101.02
Bachmannetal2014,CarpenterRidgeTuff,7.46,61.81,5.53,1.387,23.88,NA,0.2847,0.3426,NA,0.1633,100.88
Bachmannetal2014,CarpenterRidgeTuff,7.43,61.64,5.64,1.4194,23.87,NA,0.323,0.3217,NA,0.1752,100.84
Bachmannetal2014,CarpenterRidgeTuff,7.18,61.5,5.89,1.3216,24.08,NA,0.2567,0.295,NA,0.1603,100.69
Bachmannetal2014,CarpenterRidgeTuff,7.62,62.39,5.02,1.5857,23.27,NA,0.2985,0.2328,NA,0.1553,100.6
Bachmannetal2014,CarpenterRidgeTuff,7.45,62.34,5.41,1.4176,23.77,NA,0.3718,0.1547,NA,0.1398,101.07
Bachmannetal2014,CarpenterRidgeTuff,7.75,63.17,5.01,1.1986,23.62,NA,0.238,0.0862,NA,0.1099,101.18
Bachmannetal2014,CarpenterRidgeTuff,7.62,62.54,4.92,1.6558,23.41,NA,0.294,0.2299,NA,0.1319,100.83
Bachmannetal2014,CarpenterRidgeTuff,7.53,62.62,5.05,1.5315,23.47,NA,0.2829,0.2079,NA,0.1116,100.83
Bachmannetal2014,CarpenterRidgeTuff,7.69,62.32,5.01,1.6281,23.42,NA,0.2962,0.187,NA,0.1063,100.68
Bachmannetal2014,CarpenterRidgeTuff,7.51,62.48,5.33,1.5321,23.77,NA,0.305,0.2094,NA,0.1195,101.28
Bachmannetal2014,CarpenterRidgeTuff,7.49,61.74,5.68,1.3774,23.85,NA,0.3285,0.2407,NA,0.1328,100.85
Bachmannetal2014,CarpenterRidgeTuff,7.29,61.9,5.78,1.3675,24.1,NA,0.3231,0.2428,NA,0.1245,101.15
Bachmannetal2014,CarpenterRidgeTuff,7.39,61.38,5.69,1.2654,24.05,NA,0.3393,0.195,NA,0.1338,100.46
Bachmannetal2014,CarpenterRidgeTuff,7.4,62.37,5.42,1.4457,23.83,NA,0.2922,0.1622,NA,0.1108,101.05
Bachmannetal2014,CarpenterRidgeTuff,7.56,61.78,5.47,1.4108,23.84,NA,0.3319,0.1696,NA,0.14,100.71
Bachmannetal2014,CarpenterRidgeTuff,7.31,61.79,5.61,1.3274,23.92,NA,0.3202,0.1756,NA,0.1248,100.59
Bachmannetal2014,CarpenterRidgeTuff,7.74,63.06,4.85,1.2295,23.23,NA,0.1976,0.0333,NA,0.1208,100.45
Bachmannetal2014,CarpenterRidgeTuff,7.36,61.26,6.15,1.3057,24.32,NA,0.3098,0.2234,NA,0.1461,101.08
Bachmannetal2014,CarpenterRidgeTuff,7.51,62.16,5.35,1.4872,23.6,NA,0.3088,0.1776,NA,0.1205,100.73
Bachmannetal2014,CarpenterRidgeTuff,7.66,62.6,5.02,1.5513,23.48,NA,0.3516,0.2104,NA,0.13,101.02
Bachmannetal2014,CarpenterRidgeTuff,7.71,62.36,5.42,1.4426,23.86,NA,0.3417,0.2573,NA,0.1149,101.52
Bachmannetal2014,CarpenterRidgeTuff,7.47,62.36,5.38,1.4798,23.92,NA,0.3314,0.2719,NA,0.1362,101.37
Bachmannetal2014,CarpenterRidgeTuff,7.47,62.47,5.48,1.4247,23.73,NA,0.2819,0.1876,NA,0.1093,101.17
Bachmannetal2014,CarpenterRidgeTuff,7.98,63.72,4.42,1.7361,23.05,NA,0.2363,0.0548,NA,0.0797,101.3
Bachmannetal2014,CarpenterRidgeTuff,8.01,63.7,4.36,1.6249,22.82,NA,0.2525,0.0488,NA,0.0997,100.91
Bachmannetal2014,CarpenterRidgeTuff,7.75,63.51,4.57,1.5801,23.16,NA,0.251,0.0757,NA,0.061,100.96
Bachmannetal2014,CarpenterRidgeTuff,7.89,63.6,4.6,1.5919,22.96,NA,0.2997,0.0876,NA,0.0814,101.11
Bachmannetal2014,CarpenterRidgeTuff,7.83,63.96,4.82,1.2463,23.11,NA,0.1935,0.0142,NA,0.1048,101.29
Bachmannetal2014,CarpenterRidgeTuff,7.64,62.81,4.78,1.5393,23.19,NA,0.2514,0.0746,NA,0.0822,100.38
Bachmannetal2014,CarpenterRidgeTuff,7.71,63.27,4.66,1.6172,23.18,NA,0.2543,0.1388,NA,0.097,100.93
Bachmannetal2014,CarpenterRidgeTuff,7.8,63.37,4.69,1.6226,23.31,NA,0.2425,0.1791,NA,0.0779,101.3
Bachmannetal2014,CarpenterRidgeTuff,7.85,63.08,4.72,1.5168,23.23,NA,0.2824,0.1015,NA,0.0982,100.89
Bachmannetal2014,CarpenterRidgeTuff,7.54,65.09,4.34,1.6893,22.63,NA,0.2816,0.1185,NA,0.0887,101.79
Bachmannetal2014,CarpenterRidgeTuff,7.86,62.86,4.92,1.497,23.33,NA,0.2657,0.0951,NA,0.1033,100.94
Bachmannetal2014,CarpenterRidgeTuff,7.66,63.02,4.91,1.4747,23.26,NA,0.2481,0.1368,NA,0.0676,100.79
Bachmannetal2014,CarpenterRidgeTuff,7.74,62.85,4.78,1.5492,23.07,NA,0.2893,0.1667,NA,0.0845,100.53
Bachmannetal2014,CarpenterRidgeTuff,7.71,62.93,4.84,1.5522,23.25,NA,0.2922,0.186,NA,0.0836,100.86
Bachmannetal2014,CarpenterRidgeTuff,7.75,63.13,4.67,1.6079,23.13,NA,0.2536,0.0725,NA,0.0906,100.72
Bachmannetal2014,CarpenterRidgeTuff,7.65,62.94,5.28,1.1417,23.77,NA,0.1714,0.0396,NA,0.1209,101.11
Bachmannetal2014,CarpenterRidgeTuff,7.7,63,4.81,1.5766,22.96,NA,0.2584,0.1324,NA,0.0805,100.52
Bachmannetal2014,CarpenterRidgeTuff,7.67,62.98,4.85,1.5837,23.11,NA,0.223,0.1398,NA,0.0966,100.66
Bachmannetal2014,CarpenterRidgeTuff,7.84,63.83,4.36,1.7897,22.95,NA,0.2363,0.1532,NA,0.0814,101.24
Bachmannetal2014,CarpenterRidgeTuff,7.78,62.77,4.96,1.5521,23.25,NA,0.2587,0.1045,NA,0.1009,100.78
Bachmannetal2014,CarpenterRidgeTuff,7.53,62.15,4.95,1.5382,23.34,NA,0.3428,0.1254,NA,0.1096,100.1
Bachmannetal2014,CarpenterRidgeTuff,7.69,62.77,4.81,1.5517,23.26,NA,0.2971,0.1209,NA,0.0982,100.62
Bachmannetal2014,CarpenterRidgeTuff,7.69,62.45,5.05,1.5851,23.61,NA,0.2709,0.1737,NA,0.0993,100.95
Bachmannetal2014,CarpenterRidgeTuff,7.55,62.55,5.27,1.467,23.67,NA,0.2962,0.1662,NA,0.1145,101.1
Bachmannetal2014,CarpenterRidgeTuff,7.5,62.13,5.34,1.4496,23.63,NA,0.3305,0.195,NA,0.1037,100.7
Bachmannetal2014,CarpenterRidgeTuff,7.44,62.03,5.32,1.5055,23.79,NA,0.3201,0.2397,NA,0.1349,100.79
Bachmannetal2014,CarpenterRidgeTuff,7.74,63.36,5,1.1628,23.35,NA,0.2109,0.0363,NA,0.0937,100.96
Bachmannetal2014,CarpenterRidgeTuff,7.29,61.76,5.79,1.3716,24.18,NA,0.3261,0.1876,NA,0.1221,101.04
Bachmannetal2014,CarpenterRidgeTuff,7.36,62.1,5.57,1.3721,24.12,NA,0.3157,0.2472,NA,0.15,101.25
Bachmannetal2014,CarpenterRidgeTuff,7.54,62.01,5.39,1.4257,23.83,NA,0.2834,0.1533,NA,0.1183,100.76
Bachmannetal2014,CarpenterRidgeTuff,7.51,62.19,5.56,1.3506,23.85,NA,0.3088,0.1732,NA,0.1304,101.09
Bachmannetal2014,CarpenterRidgeTuff,7.53,62.91,5.16,1.3202,23.39,NA,0.3203,0.1547,NA,0.0946,100.87
Bachmannetal2014,CarpenterRidgeTuff,7.23,62.04,5.77,1.2797,23.9,NA,0.3413,0.1523,NA,0.1374,100.86
Bachmannetal2014,CarpenterRidgeTuff,7.4,62.07,5.54,1.4641,23.89,NA,0.355,0.1931,NA,0.1173,101.04
Bachmannetal2014,CarpenterRidgeTuff,7.29,61.58,5.59,1.3648,23.9,NA,0.2768,0.1378,NA,0.1272,100.28
Bachmannetal2014,CarpenterRidgeTuff,7.58,62.58,5.2,1.2912,23.62,NA,0.3183,0.2093,NA,0.1044,100.94
Bachmannetal2014,CarpenterRidgeTuff,7.62,61.8,5.57,1.1985,23.76,NA,0.354,0.2382,NA,0.1539,100.72
Bachmannetal2014,CarpenterRidgeTuff,7.6,63.37,4.92,1.1628,23.12,NA,0.2039,0.0068,NA,0.1115,100.49
Bachmannetal2014,CarpenterRidgeTuff,7.44,61.28,6.17,1.0692,24.62,NA,0.3392,0.2532,NA,0.128,101.32
Bachmannetal2014,CarpenterRidgeTuff,7.05,60.88,5.74,1.2942,24,NA,0.2435,0.1772,NA,0.1516,99.56
Bachmannetal2014,CarpenterRidgeTuff,7.28,62.05,5.71,1.3995,24.06,NA,0.3525,0.2949,NA,0.1331,101.32
Bachmannetal2014,CarpenterRidgeTuff,7.35,62.38,5.12,1.6179,23.31,NA,0.3157,0.3247,NA,0.1289,100.57
Bachmannetal2014,CarpenterRidgeTuff,7.35,61.83,5.69,1.3796,23.89,NA,0.3186,0.2666,NA,0.147,100.88
Bachmannetal2014,CarpenterRidgeTuff,7.63,62.91,4.91,1.6375,23.29,NA,0.3379,0.1845,NA,0.13,101.06
Bachmannetal2014,CarpenterRidgeTuff,7.41,61.87,5.66,1.3558,24.02,NA,0.3481,0.2487,NA,0.1371,101.08
Bachmannetal2014,CarpenterRidgeTuff,7.5,62.64,5.14,1.5127,23.32,NA,0.3246,0.2174,NA,0.1284,100.81
Bachmannetal2014,CarpenterRidgeTuff,7.43,61.93,5.45,1.4098,23.74,NA,0.381,0.2164,NA,0.1331,100.7
Bachmannetal2014,CarpenterRidgeTuff,7.62,63.22,4.74,1.7494,23.1,NA,0.2955,0.2627,NA,0.1208,101.11
Bachmannetal2014,CarpenterRidgeTuff,7.57,62.01,5.92,0.9903,23.91,NA,0.2015,0.0493,NA,0.1429,100.8
Bachmannetal2014,CarpenterRidgeTuff,7.93,63.25,4.8,1.2279,23.24,NA,0.2579,0.0303,NA,0.0861,100.82
Bachmannetal2014,CarpenterRidgeTuff,7.64,62.96,4.77,1.7776,23.04,NA,0.333,0.2317,NA,0.1149,100.87
Bachmannetal2014,CarpenterRidgeTuff,7.51,62.84,4.55,1.8661,22.87,NA,0.2902,0.3002,NA,0.1044,100.34
Bachmannetal2014,CarpenterRidgeTuff,7.89,62.87,4.46,1.6955,22.97,NA,0.301,0.2501,NA,0.1112,100.56
Bachmannetal2014,CarpenterRidgeTuff,5.94,57.18,9.4,0.4779,27.64,NA,0.2327,0.0483,NA,0.1984,101.12
Bachmannetal2014,CarpenterRidgeTuff,5.34,56.15,10.42,0.4112,28.14,NA,0.2298,0.0946,NA,0.1778,100.97
Bachmannetal2014,CarpenterRidgeTuff,4.12,53,12.41,0.277,30.08,NA,0.2547,0.0678,NA,0.191,100.39
Bachmannetal2014,CarpenterRidgeTuff,4.82,54.92,11.22,0.3022,29.13,NA,0.2415,0.0752,NA,0.1722,100.89
Bachmannetal2014,CarpenterRidgeTuff,5.89,57.32,9.51,0.4833,27.62,NA,0.2165,0.1303,NA,0.1771,101.34
Bachmannetal2014,CarpenterRidgeTuff,7.13,61.29,6.33,0.9539,24.64,NA,0.2482,0.0772,NA,0.1532,100.82
Bachmannetal2014,CarpenterRidgeTuff,7.45,61.92,5.87,1.0412,24.14,NA,0.2457,0.0493,NA,0.1537,100.87
Bachmannetal2014,CarpenterRidgeTuff,7.48,62.24,5.66,1.162,23.9,NA,0.2574,0.0954,NA,0.1443,100.95
Bachmannetal2014,CarpenterRidgeTuff,7.53,62.17,5.94,0.943,24.16,NA,0.2369,0.0478,NA,0.1539,101.17
Bachmannetal2014,CarpenterRidgeTuff,7.41,61.38,6.4,0.953,24.51,NA,0.231,0.1089,NA,0.1474,101.14
Bachmannetal2014,CarpenterRidgeTuff,7.69,62.56,5.51,1.1417,24,NA,0.2472,0.0746,NA,0.1452,101.38
Bachmannetal2014,CarpenterRidgeTuff,7.45,61.67,6.25,0.8929,24.39,NA,0.2575,0.0642,NA,0.1518,101.12
Bachmannetal2014,CarpenterRidgeTuff,7.31,61.82,5.58,1.0977,23.54,NA,0.2458,0.0285,NA,0.1278,99.75
Bachmannetal2014,CarpenterRidgeTuff,7.64,62.42,5.62,1.206,23.89,NA,0.2619,0.0746,NA,0.1512,101.26
Bachmannetal2014,CarpenterRidgeTuff,7.35,61.83,5.89,1.05,24.29,NA,0.1781,0.0657,NA,0.1684,100.82
Bachmannetal2014,CarpenterRidgeTuff,7.33,61.54,5.97,0.9818,24.45,NA,0.2251,0.1297,NA,0.1838,100.82
Bachmannetal2014,CarpenterRidgeTuff,7.27,62.43,5.81,1.1083,24.1,NA,0.2325,0.1088,NA,0.1783,101.23
Bachmannetal2014,CarpenterRidgeTuff,7.66,63.06,4.94,1.1992,23.28,NA,0.2549,0.1672,NA,0.1814,100.74
Bachmannetal2014,CarpenterRidgeTuff,7.7,63.17,5.18,1.2698,23.56,NA,0.2711,0.1256,NA,0.1405,101.41
Bachmannetal2014,CarpenterRidgeTuff,7.73,62.78,5.34,1.1756,23.66,NA,0.2552,0.0382,NA,0.1348,101.11
Bachmannetal2014,CarpenterRidgeTuff,7.51,63.02,4.97,1.2115,23.36,NA,0.1778,0.0504,NA,0.0976,100.4
Bachmannetal2014,CarpenterRidgeTuff,6.53,59.05,7.7,0.7866,25.88,NA,0.2379,0.0743,NA,0.2176,100.48
Bachmannetal2014,CarpenterRidgeTuff,6.31,58.36,8.39,0.6181,26.24,NA,0.2471,0.0747,NA,0.227,100.47
Bachmannetal2014,CarpenterRidgeTuff,6.21,58.15,8.56,0.6164,26.52,NA,0.2628,0.0445,NA,0.2134,100.59
Bachmannetal2014,CarpenterRidgeTuff,6.04,57.78,8.71,0.5583,26.67,NA,0.3186,0.0922,NA,0.2061,100.37
Bachmannetal2014,CarpenterRidgeTuff,6.01,57.68,9.15,0.5188,27.12,NA,0.2911,0.0762,NA,0.2152,101.06
Bachmannetal2014,CarpenterRidgeTuff,5.96,57.76,8.94,0.5071,27.19,NA,0.2867,0.0881,NA,0.2081,100.95
Bachmannetal2014,CarpenterRidgeTuff,6.2,58.29,8.69,0.5471,26.9,NA,0.2779,0.0702,NA,0.2355,101.2
Bachmannetal2014,CarpenterRidgeTuff,7.63,62.61,5.06,1.1381,23.61,NA,0.2296,0.0418,NA,0.1266,100.44
Bachmannetal2014,CarpenterRidgeTuff,5.98,58.11,8.89,0.5929,26.7,NA,0.2647,0.0762,NA,0.2085,100.81
Bachmannetal2014,CarpenterRidgeTuff,5.76,60.88,7.91,1.1839,24.87,NA,0.225,0.1641,NA,0.2271,101.24
Bachmannetal2014,CarpenterRidgeTuff,6.39,58.69,8.26,0.6439,26.2,NA,0.2844,0.0516,NA,0.1946,100.72
Bachmannetal2014,CarpenterRidgeTuff,7.03,60.81,6.95,0.804,25.08,NA,0.235,0.0445,NA,0.1868,101.13
Bachmannetal2014,CarpenterRidgeTuff,7.51,61.37,6.09,0.9073,24.51,NA,0.2189,0.0727,NA,0.1659,100.85
Bachmannetal2014,CarpenterRidgeTuff,7.68,63.16,4.99,1.5208,23.38,NA,0.194,0.0653,NA,0.0906,101.08
Bachmannetal2014,CarpenterRidgeTuff,8.21,63.85,4.28,1.3816,22.87,NA,0.2322,0.0341,NA,0.1181,100.98
Bachmannetal2014,CarpenterRidgeTuff,7.92,63.85,4.49,1.5031,23.04,NA,0.2439,0.0712,NA,0.0901,101.21
Bachmannetal2014,CarpenterRidgeTuff,3.4,51,14.25,0.1655,31.71,NA,0.2539,0.0312,NA,0.178,101.02
Bachmannetal2014,CarpenterRidgeTuff,7.65,62.12,5.23,1.0899,23.75,NA,0.2955,0,NA,0.1303,100.27
Bachmannetal2014,CarpenterRidgeTuff,3.29,50.89,14.3,0.1632,31.64,NA,0.2568,0.0581,NA,0.1737,100.78
Bachmannetal2014,CarpenterRidgeTuff,3.41,51.33,13.91,0.2339,31.31,NA,0.2495,0.0596,NA,0.1896,100.7
Bachmannetal2014,CarpenterRidgeTuff,3.21,50.65,14.52,0.1474,32,NA,0.2817,0.0656,NA,0.1852,101.07
Bachmannetal2014,CarpenterRidgeTuff,3,50.34,14.93,0.1512,32.24,NA,0.2568,0.0342,NA,0.1877,101.15
Bachmannetal2014,CarpenterRidgeTuff,3.75,52.51,13.53,0.1878,31.02,NA,0.2861,0.0909,NA,0.1879,101.56
Bachmannetal2014,CarpenterRidgeTuff,4.24,53.24,12.34,0.2485,29.81,NA,0.2535,0.0279,NA,0.1992,100.36
Bachmannetal2014,CarpenterRidgeTuff,5.89,57.07,9.54,0.4303,27.55,NA,0.2521,0.0933,NA,0.1887,101.03
Bachmannetal2014,CarpenterRidgeTuff,7.01,60.47,7.01,1.1156,25.21,NA,0.1921,0.1422,NA,0.1781,101.32
Bachmannetal2014,CarpenterRidgeTuff,7.48,61.59,6.18,0.9133,24.69,NA,0.2317,0.1021,NA,0.1652,101.34
Bachmannetal2014,CarpenterRidgeTuff,7.43,61.79,5.78,1.013,24.24,NA,0.2482,0.1188,NA,0.1631,100.78
Bachmannetal2014,CarpenterRidgeTuff,7.77,62.81,5.13,1.1327,23.68,NA,0.2336,0.034,NA,0.1448,100.93
Bachmannetal2014,CarpenterRidgeTuff,7.52,61.93,5.88,0.9627,24.28,NA,0.2438,0.0787,NA,0.1501,101.05
Bachmannetal2014,CarpenterRidgeTuff,7.78,62.59,5.18,1.0973,23.7,NA,0.1969,0.098,NA,0.1507,100.79
Bachmannetal2014,CarpenterRidgeTuff,7.89,62.74,5.33,1.1015,23.67,NA,0.22,0.0545,NA,0.1026,101.1
Bachmannetal2014,CarpenterRidgeTuff,7.81,62.94,5.16,1.1805,23.72,NA,0.26,0.0385,NA,0.1276,101.22
Bachmannetal2014,CarpenterRidgeTuff,7.83,62.91,5.2,1.1453,23.82,NA,0.26,0.043,NA,0.1166,101.33
Bachmannetal2014,CarpenterRidgeTuff,8.04,63.86,4.64,1.2983,23.05,NA,0.2674,0.0682,NA,0.1365,101.35
Bachmannetal2014,CarpenterRidgeTuff,7.9,62.86,5.3,1.1347,23.86,NA,0.1866,0.0534,NA,0.1076,101.41
Bachmannetal2014,CarpenterRidgeTuff,7.94,63.04,5.24,1.1527,23.69,NA,0.2163,0.0761,NA,0.1175,101.46
Bachmannetal2014,CarpenterRidgeTuff,7.87,62.78,5.16,1.1915,23.61,NA,0.2505,0.0364,NA,0.0831,100.98
Bachmannetal2014,CarpenterRidgeTuff,6.97,60.18,6.75,0.9813,25.07,NA,0.3626,0.4104,NA,0.2064,100.95
Bachmannetal2014,CarpenterRidgeTuff,7.69,63.2,5.03,1.2395,23.43,NA,0.2454,0.0608,NA,0.1219,101.01
Bachmannetal2014,CarpenterRidgeTuff,6.76,60.19,6.72,1.101,24.92,NA,0.3607,0.4528,NA,0.195,100.7
Bachmannetal2014,CarpenterRidgeTuff,6.73,59.78,6.88,0.9985,25.22,NA,0.3714,0.4238,NA,0.2394,100.65
Bachmannetal2014,CarpenterRidgeTuff,6.79,60.31,6.82,1.0763,25.04,NA,0.3827,0.4157,NA,0.2085,101.03
Bachmannetal2014,CarpenterRidgeTuff,6.92,60.44,6.45,1.1853,24.71,NA,0.3523,0.5278,NA,0.2099,100.8
Bachmannetal2014,CarpenterRidgeTuff,7.46,62.24,5.47,1.413,23.92,NA,0.3348,0.3865,NA,0.1638,101.39
Bachmannetal2014,CarpenterRidgeTuff,7.21,61.62,5.87,1.2757,24.37,NA,0.351,0.3717,NA,0.1729,101.24
Bachmannetal2014,CarpenterRidgeTuff,7.48,61.91,5.52,1.364,23.97,NA,0.3433,0.2611,NA,0.1237,100.97
Bachmannetal2014,CarpenterRidgeTuff,7.49,62.07,4.98,1.5286,23.52,NA,0.3491,0.316,NA,0.138,100.4
Bachmannetal2014,CarpenterRidgeTuff,7.35,62.55,5.15,1.5301,23.59,NA,0.3022,0.279,NA,0.1393,100.88
Bachmannetal2014,CarpenterRidgeTuff,7.69,62.71,4.82,1.5833,23.56,NA,0.3462,0.3382,NA,0.1267,101.19
Bachmannetal2014,CarpenterRidgeTuff,7.67,62.54,5.36,1.1424,23.62,NA,0.2424,0.0802,NA,0.1409,100.8
Bachmannetal2014,CarpenterRidgeTuff,7.69,63.24,4.6,1.6865,22.98,NA,0.3052,0.2937,NA,0.1058,100.9
Bachmannetal2014,CarpenterRidgeTuff,7.71,63.1,4.38,1.8586,23,NA,0.3409,0.2894,NA,0.1177,100.8
Bachmannetal2014,CarpenterRidgeTuff,7.79,63.77,4.14,1.963,22.67,NA,0.2667,0.1285,NA,0.0616,100.8
Bachmannetal2014,CarpenterRidgeTuff,7.97,64.96,3.89,1.9391,22.47,NA,0.2419,0.0899,NA,0.0592,101.62
Bachmannetal2014,CarpenterRidgeTuff,7.96,62.84,4.68,1.5734,23.45,NA,0.2916,0.124,NA,0.0957,101.02
Bachmannetal2014,CarpenterRidgeTuff,7.71,63.05,4.87,1.4867,23.27,NA,0.3004,0.1967,NA,0.0925,100.96
Bachmannetal2014,CarpenterRidgeTuff,7.64,63.05,4.64,1.7762,22.98,NA,0.2754,0.302,NA,0.1272,100.81
Bachmannetal2014,CarpenterRidgeTuff,7.18,60.89,6.02,0.9705,24.19,NA,0.3067,0.1869,NA,0.1369,99.9
Bachmannetal2014,CarpenterRidgeTuff,7.12,61.06,5.68,1.2424,23.97,NA,0.3276,0.1964,NA,0.1484,99.75
Bachmannetal2014,CarpenterRidgeTuff,7.11,61.87,5.35,1.4944,23.52,NA,0.3688,0.2306,NA,0.0989,100.04
Bachmannetal2014,CarpenterRidgeTuff,7.84,62.75,4.88,1.4536,23.27,NA,0.2706,0.0578,NA,0.1142,100.64
Bachmannetal2014,CarpenterRidgeTuff,7.65,62.13,5.42,1.3311,23.85,NA,0.2778,0.2238,NA,0.1063,100.99
Bachmannetal2014,CarpenterRidgeTuff,7.7,61.92,5.27,1.3316,23.68,NA,0.3102,0.1681,NA,0.1204,100.51
Bachmannetal2014,CarpenterRidgeTuff,7.79,61.82,5.29,1.3776,23.53,NA,0.2231,0.1851,NA,0.0944,100.32
Bachmannetal2014,CarpenterRidgeTuff,7.77,61.91,5.49,1.3386,23.63,NA,0.2754,0.1739,NA,0.0974,100.7
Bachmannetal2014,CarpenterRidgeTuff,7.89,62.24,5.22,1.3949,23.29,NA,0.2503,0.2474,NA,0.1246,100.67
Bachmannetal2014,CarpenterRidgeTuff,7.91,62.99,4.72,1.6962,23.15,NA,0.2607,0.1865,NA,0.0657,101
Bachmannetal2014,CarpenterRidgeTuff,8.38,63.18,4.58,1.2643,22.8,NA,0.2544,0.1288,NA,0.0947,100.7
Bachmannetal2014,CarpenterRidgeTuff,7.8,61.45,4.91,1.5198,22.98,NA,0.2371,0.1497,NA,0.099,99.16
Bachmannetal2014,CarpenterRidgeTuff,8.04,62.8,4.82,1.5014,23.03,NA,0.2548,0.1206,NA,0.0701,100.65
