DataSource,Eruption,Ti_ppm,Sr_ppm,Y_ppm,Zr_ppm,Nb_ppm,La_ppm,Ce_ppm,Pr_ppm,Nd_ppm,Sm_ppm,Eu_ppm,Gd_ppm,Tb_ppm,Dy_ppm,Ho_ppm,Er_ppm,Tm_ppm,Yb_ppm,Lu_ppm,Hf_ppm,Ta_ppm,Th_ppm,U_ppm
Curryetal2021b,SnowshoeMountainTuff,18.0058127,0.267614096,570.9706398,418029.448,1.124144837,0.014396912,14.56003478,0.113170125,2.052289173,3.380522605,0.821204495,15.09447192,4.472890776,51.4841634,18.24893793,86.43471366,18.12424892,169.0110688,35.38526603,8412.969213,0.578503803,65.38100743,85.02022895
Curryetal2021b,SnowshoeMountainTuff,14.79871238,0.355284905,815.5907253,417087.2421,0.918509734,0.01433965,17.38942492,0.24624206,4.294782005,6.52185031,1.392535113,24.47724481,6.843875014,76.54825989,26.3708763,121.7816805,24.56535216,222.7356433,45.23427764,8923.428641,0.57309446,90.49608962,103.7361772
Curryetal2021b,SnowshoeMountainTuff,13.83506695,0.298669581,551.3485798,417042.8281,1.515077632,NA,17.70826868,0.046465117,0.990408349,2.31183557,0.565698831,12.00173774,3.703827821,46.40961857,17.32533155,85.13294605,18.33724481,176.3844587,37.75534914,9168.494239,0.569703203,86.99261553,130.7705475
Curryetal2021b,SnowshoeMountainTuff,9.138021855,0.33435309,572.1379737,409076.1447,2.1622548,0.077727494,17.12257261,0.065123264,1.114878403,2.223538704,0.496255344,11.28545916,3.761532905,46.81044327,17.8550786,91.60883311,20.52606041,198.1142744,43.47721072,9128.886334,0.791452561,78.22005413,133.0861624
Curryetal2021b,SnowshoeMountainTuff,12.13229037,0.316947512,633.1933499,463002.0443,1.387601975,NA,15.76520646,0.06602348,1.149125524,2.731431747,0.709155861,13.78049161,4.489111289,53.51503514,20.04240224,97.62883478,20.84942122,197.7702004,41.98349066,10014.84187,0.57533486,65.74740879,95.23975971
Curryetal2021b,SnowshoeMountainTuff,13.89380361,0.329586294,703.993604,430266.9872,1.263275319,0.013171702,13.77856286,0.124064585,2.06635021,3.320494554,0.907085991,17.05719939,5.08833591,60.49598199,22.25956843,107.483751,22.70492089,210.1566289,44.474541,9070.112568,0.547623802,71.89302264,100.1974855
Curryetal2021b,SnowshoeMountainTuff,8.703671959,0.334871506,581.5415163,428276.2396,2.439399736,0.031715115,22.66472127,0.058825823,0.954196957,1.940141623,0.500135036,11.37317616,3.752796606,47.73330147,18.34637573,93.95041166,20.68727724,199.3179647,43.44106706,10138.99691,0.879172488,111.1116678,173.0634368
Curryetal2021b,SnowshoeMountainTuff,14.32713725,0.299902952,540.5914536,448921.2145,1.225410064,0.163166772,13.36987293,0.277401123,2.760309643,3.696447749,0.863295502,14.50639008,4.122462114,47.27904476,16.41230976,77.82733603,16.28048343,152.2479235,32.2501719,9618.021901,0.525707321,42.33984904,72.48347467
Curryetal2021b,SnowshoeMountainTuff,15.65159776,0.269199661,522.4588465,429880.7449,1.350090647,NA,13.83384829,0.050861211,1.0763218,2.344032025,0.575769757,12.01205108,3.743696423,44.40990036,16.57543383,80.79628189,17.36255252,164.1501481,35.4552919,8792.624214,0.582023062,61.02530642,92.2153123
Curryetal2021b,SnowshoeMountainTuff,12.87495955,0.317574259,527.2314377,432655.0198,1.356554713,NA,15.15088017,0.042686646,0.82023157,2.16406897,0.455930145,11.42303333,3.684241915,44.14283994,16.80262052,81.77586447,17.51691875,165.1818183,35.46107547,9563.698933,0.579615586,59.16133964,86.24561321
Curryetal2021b,SnowshoeMountainTuff,6.304044922,0.380113358,750.623021,458583.0898,3.285428265,0.013751234,33.82998384,0.054204002,1.154827576,2.337872977,0.713889443,14.25655305,4.831138532,60.91227169,24.01457737,123.0444267,27.27320196,259.4859397,56.0259475,11063.11506,1.142641827,154.9173443,241.9205436
Curryetal2021b,SnowshoeMountainTuff,11.70578617,0.350858151,529.2531283,408531.0996,1.71167406,0.042434472,17.40331587,0.069454089,0.914398727,1.853827437,0.569591632,11.21729543,3.527309815,44.24865674,16.68381213,86.55513599,18.39099769,176.500841,38.33260126,9091.581816,0.740159904,87.15151377,126.7712053
Curryetal2021b,SnowshoeMountainTuff,11.88577509,0.26861927,508.7313177,396796.0463,1.261033193,NA,17.14672868,0.066310312,1.101167256,2.14346881,0.602731047,11.49557712,3.539035679,43.31551326,16.18405977,79.45683878,16.70577978,162.7479287,34.49040743,8687.538101,0.526603412,80.07717271,116.0435503
Curryetal2021b,SnowshoeMountainTuff,8.530628599,0.535582428,538.5837368,479459.1463,1.89136838,0.349731401,23.57660349,0.176073255,1.244332597,1.741923109,0.457989043,10.56904548,3.424721621,44.5760384,17.21397806,84.50451,19.4413722,188.197419,40.41161499,11719.63845,0.789432854,85.78710192,156.0010125
Curryetal2021b,SnowshoeMountainTuff,16.09690829,0.342212593,778.5842238,457513.2699,1.431199269,0.012746994,16.95252081,0.186551637,2.52903093,4.203237726,1.073477845,18.64747112,5.502013607,66.86209499,24.34746211,117.404415,24.94301975,229.8037569,49.55917484,9505.743593,0.63995622,85.80964594,116.4911464
Curryetal2021b,SnowshoeMountainTuff,6.102980468,0.332554046,1388.702382,390275.121,1.646932156,NA,23.54932816,0.313224593,4.344086625,7.982223296,2.382229818,36.4602024,11.22793455,126.0741911,45.86351577,223.5362251,45.10531317,411.6913207,87.1656818,8331.088421,0.926805503,203.0171832,218.3676615
Curryetal2021b,SnowshoeMountainTuff,10.24814951,0.527329233,934.3090073,486774.7395,1.844976739,0.543290092,22.40349632,0.304185853,3.219140616,4.741145288,1.133427792,20.59156496,6.568532209,80.40700917,29.84697181,148.381358,31.53305948,289.1057357,61.85564758,11036.74416,0.843827156,122.8133547,175.2296826
Curryetal2021b,SnowshoeMountainTuff,13.59748484,0.403629158,1353.807378,479730.3644,2.641313745,0.021597732,24.00651591,0.223885148,3.296044727,6.433095751,1.6002239,30.89252707,9.683735513,113.0625725,41.39885465,202.1382041,43.41004509,401.5352156,84.51879469,9877.648279,0.947098799,169.0505463,211.0443788
Curryetal2021b,SnowshoeMountainTuff,13.08160835,0.315345406,604.3829309,456335.1991,1.852862569,0.086315234,19.56394464,0.088562195,1.234005788,2.175708608,0.732983799,13.01091045,4.222791033,51.58872555,19.5530328,99.11091201,20.99166018,202.9954902,43.63116268,10004.69738,0.774712286,94.18057954,136.2477628
Curryetal2021b,SnowshoeMountainTuff,7.754396766,0.332344672,919.8105348,435385.6313,2.961026338,0.010038752,27.41612954,0.098380689,1.814682977,3.945480331,1.104168868,19.30737047,6.283770406,77.41860081,29.87237856,149.8032215,32.44922196,311.1684632,67.56267947,9890.817511,1.081324264,150.5876974,222.8408051
Curryetal2021b,SnowshoeMountainTuff,6.090728306,0.351233229,640.018099,430904.4478,2.537367211,0.051593527,23.70861209,0.050742853,0.765757182,2.188975686,0.62137898,11.79710018,4.054665765,51.22343696,20.2959258,104.5727383,23.1030743,228.6268136,50.53646194,10175.25391,1.069851986,106.375652,175.5991627
Curryetal2021b,SnowshoeMountainTuff,14.62414951,0.332882699,582.0243214,448818.4302,1.523130353,NA,18.53710287,0.084824329,1.238588497,2.591931169,0.78412765,13.46531666,4.312771498,51.21151664,18.52914101,90.61015366,19.35700513,183.1224738,39.51568087,9456.209762,0.644482368,91.50085521,134.1305724
Curryetal2021b,SnowshoeMountainTuff,9.905866279,0.406290699,1375.303119,485851.2713,4.931694267,0.018404893,55.83410771,0.149528944,2.765554176,5.320289057,1.773660505,29.40158624,9.11223578,111.1985859,42.83090888,205.2154763,43.31402706,397.924876,83.37884785,10976.73068,1.487877844,518.0045727,461.101209
Curryetal2021b,SnowshoeMountainTuff,4.768204783,0.360894592,629.9418301,405602.5048,2.681595778,0.103096737,22.65591479,0.078394897,0.873790296,1.689628116,0.560158715,11.27902216,3.917506886,50.04318,19.6225721,103.9953678,23.05384022,228.7558155,51.29183059,9933.390081,1.145748907,85.66859066,165.7313785
Curryetal2021b,SnowshoeMountainTuff,8.317311176,0.351208358,1101.654937,407152.8315,1.545450237,0.085318407,20.77822738,0.206377136,3.746869958,6.675805809,1.585378977,31.52780265,8.901945279,100.7742909,36.36611944,169.8636564,34.93693227,312.8807238,65.393336,9092.846445,0.610230564,153.4999666,174.0818585
Curryetal2021b,SnowshoeMountainTuff,11.04713433,0.348211548,521.1129341,465765.5694,1.901088565,NA,18.52154621,0.041304315,0.893623118,1.751615144,0.54069851,10.03838328,3.38006345,43.07358593,16.53237824,83.37191696,18.05366169,173.0938403,37.68221872,10535.70743,0.670286352,79.62935886,128.0829598
Curryetal2021b,SnowshoeMountainTuff,12.52401372,0.382391376,1189.368615,497064.0122,3.19912294,0.064790463,27.1203384,0.165859174,2.477784843,5.199238181,1.153856041,24.98986386,7.838989007,97.73738479,36.81987518,185.5378887,40.10858929,384.7189904,83.04479635,10893.18012,1.182548237,170.3955489,240.7800363
Curryetal2021b,SnowshoeMountainTuff,9.366227307,0.281040662,630.8857942,423675.6814,2.208778495,NA,19.81839352,0.062586548,1.046077263,2.605375444,0.621760106,12.90393481,4.292629046,52.27365835,19.9310803,102.0286672,22.45290331,213.8959196,46.90830448,9570.47676,0.851681905,90.5480224,148.3431879
Curryetal2021b,SnowshoeMountainTuff,15.18062898,0.302232983,555.3294421,440306.9228,1.050085661,0.009183865,11.98095967,0.101955908,1.666337964,2.735931569,0.899731741,13.360583,4.05107879,48.15843943,18.03298788,86.38792037,18.0768433,171.5152355,37.5969243,9137.679276,0.521975385,52.72999554,78.9626692
Curryetal2021b,SnowshoeMountainTuff,13.74187067,0.423343062,558.3954991,468700.5671,1.382545769,0.061067094,15.12050142,0.090029939,1.202562932,2.119456047,0.59456923,11.40515822,3.788623716,46.03882893,17.64311805,89.21915375,19.26438631,186.0001018,41.48748895,9906.424855,0.693124896,60.69946599,101.3114002
Curryetal2021b,SnowshoeMountainTuff,14.76715621,0.274801899,469.1146424,430873.0775,1.507639531,0.007134511,15.74562621,0.048236522,0.845931006,1.964572774,0.543867376,10.72805318,3.499974967,40.23398454,14.81122521,72.28232285,15.19964462,143.2509848,30.49277527,9125.197333,0.622776266,62.11629548,88.02105458
Curryetal2021b,SnowshoeMountainTuff,6.908659623,0.35251139,1439.755788,442330.3533,3.166377084,0.020989253,35.04034928,0.214044093,3.467382392,6.889395776,2.342314065,33.78826369,10.41159271,123.4896495,46.49099474,221.2427848,44.45690466,405.3775853,85.36832541,8973.550349,0.982500992,93.76540272,138.7822238
Curryetal2021b,SnowshoeMountainTuff,13.15300294,0.294156472,815.989862,452764.628,1.826590563,0.015651921,18.2004832,0.129629803,1.956771183,3.9634088,0.911849247,18.36983733,5.896917131,69.46050173,25.82869742,131.2865735,27.5431669,261.302871,57.02045534,9952.502883,0.791765748,97.10329562,144.5887997
Curryetal2021b,SnowshoeMountainTuff,9.829790154,0.404368389,513.0052869,377780.3896,1.633248139,0.197878325,17.19564158,0.132241271,1.377903845,2.326566092,0.577789891,11.36617043,3.669408842,44.87752003,16.64578836,79.26628516,17.21599165,166.7803737,35.4219202,8279.355481,0.810699994,78.10088878,111.6850137
Curryetal2021b,SnowshoeMountainTuff,6.855783532,0.634748702,1062.809018,442960.2351,4.666904016,0.294549508,44.28202321,0.175909611,1.959064991,3.693965142,0.977349137,21.21195076,7.066411999,86.86272248,33.84665923,168.8236743,36.45735953,346.7983625,74.22840512,10297.80123,1.507182013,312.673129,364.9208245
Curryetal2021b,SnowshoeMountainTuff,12.53286467,0.298844583,560.700445,433683.9175,1.576246211,NA,16.44922278,0.071120816,1.173924776,2.540026628,0.638442042,13.32465076,4.143780375,48.6238448,18.24214063,87.05233041,18.60592118,177.3195433,38.42870488,9349.93943,0.750688827,74.54320603,112.7311664
Curryetal2021b,SnowshoeMountainTuff,10.9531274,0.319020385,455.3605236,432441.3412,1.681208266,NA,16.97311833,0.048335727,0.840610686,1.639207107,0.440211633,9.509076025,3.112086423,38.40297894,14.45046905,72.40228849,15.62512256,150.4502119,32.48820548,9809.68296,0.572513213,67.9382871,111.9756348
Curryetal2021b,SnowshoeMountainTuff,13.36830217,0.472634183,896.8464238,487020.0717,1.148476787,NA,17.58426734,0.118882192,2.250225541,4.785034258,1.259479866,22.01791384,6.823031396,79.55960286,28.99198641,136.9125596,28.35856772,258.4111171,53.52060985,10535.25436,0.409111354,98.45018392,123.2086426
Curryetal2021b,NelsonMountainTuff,8.961245415,0.531666256,2591.743201,490243.0528,4.983227395,0.091118773,70.0076791,0.568378471,9.588374441,16.49381425,6.274737275,78.60222205,22.89724222,249.5550187,88.5229226,401.788362,79.04933151,704.0458877,140.2116172,10585.03145,1.223384295,275.1320076,336.9263329
Curryetal2021b,NelsonMountainTuff,12.58672773,0.419329495,1621.645613,446494.8459,5.077941966,0.049476857,42.96143559,0.189830995,2.851632774,5.774736144,2.192063692,31.18466822,10.30703834,131.4196719,51.69529206,257.3948729,53.96689721,497.3022167,105.9132734,8052.192484,1.333236376,141.3309318,233.4012046
Curryetal2021b,NelsonMountainTuff,7.698106154,0.430739626,1006.208018,445156.2097,4.009731119,0.072964169,39.05156686,0.106889915,1.588318266,3.785935678,1.332016823,19.31879232,6.325462188,80.94717637,31.69898123,159.7397012,34.22971812,330.0500053,70.02213015,9012.053326,1.185882859,146.515705,240.4892672
Curryetal2021b,NelsonMountainTuff,9.812815649,0.631094794,2292.576401,405744.1784,17.61498851,0.27194767,87.27406894,0.205063417,2.668773081,6.8256982,0.744402338,41.59007215,14.69745052,189.2063146,71.226171,346.8403444,71.95141286,647.2470227,132.5862051,9542.292648,3.253486867,366.913564,610.8734593
Curryetal2021b,NelsonMountainTuff,NA,0.356570049,967.5417537,453909.6366,5.122509009,NA,52.65651596,0.060868407,1.435152926,3.176407428,1.142689911,17.14621521,5.942063885,76.07129297,30.48901312,152.5553618,34.3693633,316.5933363,67.45641585,10493.94312,1.340271635,185.3846204,327.6395968
Curryetal2021b,NelsonMountainTuff,2.36783258,0.514403838,2481.709396,399564.4253,14.69940413,NA,78.78427765,0.134073891,2.577721308,7.755749408,0.706800349,47.80862169,16.64768866,210.9192616,79.91085678,383.9980545,77.50822585,685.4931276,137.4299643,9297.495805,2.549117563,334.4499762,507.0367187
Curryetal2021b,NelsonMountainTuff,5.627115714,0.562963877,2013.478193,447910.4396,8.896198755,0.199830746,78.79909567,0.251693858,3.421309413,6.161116433,1.211299411,32.48716822,11.32862899,147.6797611,57.86177571,296.7144392,62.81920361,578.827327,119.9832377,9665.32742,1.578258323,216.3244193,256.6781085
Curryetal2021b,NelsonMountainTuff,10.05592141,0.288773309,866.6893697,411670.7591,2.687764058,NA,59.67547615,0.148641735,2.611537118,4.958347284,1.606080171,23.26094203,6.927626529,81.59299402,28.83434641,133.8416697,26.56688985,235.0961129,47.61858253,7389.406371,0.821932478,125.4156158,99.3772645
Curryetal2021b,NelsonMountainTuff,6.775380512,0.45416057,1666.735238,423275.5396,10.30874097,0.008796809,99.05293173,0.154534097,2.747447293,5.17001683,1.467639495,30.49450477,10.52844181,133.016997,52.57055096,260.0089892,54.18312089,486.6359233,99.90558743,8220.023754,1.839474064,178.1874632,190.7985375
Curryetal2021b,NelsonMountainTuff,2.663060379,0.380629323,458.553328,462517.5369,3.303960111,0.282082136,30.4986169,0.079160141,0.615585728,1.044498455,0.424342539,5.813476721,2.033092283,28.62937863,12.82190348,75.98674977,19.97594074,227.8534508,59.88128719,11683.38933,0.932352981,233.3426204,465.2548067
Curryetal2021b,NelsonMountainTuff,10.6925834,0.478814131,1685.367646,458488.2103,6.674258476,0.015336143,53.37857214,0.14514698,2.442800289,4.762452458,1.652927333,27.77983426,9.592962466,128.5099441,51.26667841,261.6582978,57.87289485,564.0120858,123.4900177,8850.54352,1.503962892,296.4514143,384.7737923
Curryetal2021b,NelsonMountainTuff,NA,0.374239578,1088.406968,421221.9815,6.26693454,NA,57.37698746,0.076820313,1.466307462,3.351165583,1.003500986,19.80207498,6.535364653,85.11581509,32.86820505,169.4085115,36.63343812,350.37066,75.08471986,9314.053259,1.580516672,282.2991945,366.9320915
Curryetal2021b,NelsonMountainTuff,10.56868733,0.55531727,1228.595252,477231.9283,1.953698583,0.334452757,25.9274628,0.201868478,2.735137699,5.819961357,1.405055801,29.23587255,9.04343639,110.1479989,39.96925508,194.661672,40.5816634,376.2474793,78.42870666,11013.18361,0.667979274,168.9145554,198.2821672
Curryetal2021b,NelsonMountainTuff,4.798469017,0.350156728,800.1953907,419261.1133,4.755041345,0.013402142,33.24223615,0.043220248,0.83450661,2.073127711,0.662195202,12.95260186,4.781657226,61.56123318,24.97787527,131.3533742,29.70771408,291.2387961,63.85890313,10678.31471,1.379929976,155.3194764,309.1756514
Curryetal2021b,NelsonMountainTuff,21.34873367,0.374362143,1533.000799,435596.0489,1.544183459,0.039509241,18.40992463,0.365945343,5.40754877,9.767075726,4.579597297,44.73246446,12.43778064,141.4718819,49.99641928,226.9835956,45.16767714,405.5659184,84.97662292,7077.249956,0.413344341,80.53324418,81.92571154
Curryetal2021b,NelsonMountainTuff,7.688003759,0.60236482,1491.435099,407343.2585,3.009388553,0.596101546,36.67086599,0.483462143,5.066564372,7.399688819,2.560044515,33.08864534,10.43634423,125.5380025,47.20070385,236.7126162,50.39136897,480.0348909,103.0626803,7994.156551,0.85172433,189.3803069,246.2292101
Curryetal2021b,NelsonMountainTuff,8.010179828,0.317005566,516.8244881,404075.2043,1.835290605,0.014717249,18.52742583,0.042924717,0.733089575,1.813259853,0.473947855,9.799532581,3.301831712,40.82833099,15.80658968,80.58227132,17.78931258,173.3804433,37.58451489,9307.723076,0.716226059,79.06918212,119.0547743
Curryetal2021b,NelsonMountainTuff,7.307439775,0.337947459,553.2811458,355559.9909,2.352058427,NA,16.16597462,0.06045797,0.902730664,2.285489137,0.648740349,11.87848559,3.901502012,46.99299133,17.47782821,90.12090632,18.93376135,180.9975963,39.37551175,8095.962651,0.617642349,75.38583163,109.896894
Curryetal2021b,NelsonMountainTuff,6.44871821,0.311798937,637.0076547,406017.766,2.599253312,NA,25.05398039,0.052480658,0.926105126,2.086913822,0.691219955,12.09179477,4.04136242,51.1004726,19.76514604,101.3618871,22.35294579,216.7250567,46.39183116,9727.192946,0.977708914,120.1864088,192.5665287
Curryetal2021b,NelsonMountainTuff,4.331973707,0.38417345,725.7206488,399804.7158,3.871982098,0.010176708,33.08255846,0.043774053,0.930181061,2.442518662,0.606921067,12.54888952,4.280682825,57.38747758,22.61133705,117.7940397,25.79268881,254.1130926,54.55720426,10485.76176,1.49174004,137.6744424,258.0011623
Curryetal2021b,NelsonMountainTuff,3.970503628,0.446078238,1317.337796,457025.8712,9.8948806,0.009092778,72.0631626,0.084108528,1.647081415,3.637906142,0.99522064,20.61119912,7.266181228,97.0380475,40.30985922,214.4966563,47.23467503,464.6323252,101.2854606,10620.1133,2.176444146,271.7871266,420.683935
Curryetal2021b,NelsonMountainTuff,11.51661241,0.408632733,1674.66917,384159.7108,2.05191382,0.051460024,26.91196243,0.43320145,6.761212374,11.09082405,4.316269784,51.97054907,15.12284873,169.3853337,58.15277693,262.4912339,50.90726475,450.0121093,90.84297431,7040.546466,0.607160767,111.3318147,119.1817783
Curryetal2021b,NelsonMountainTuff,6.325232484,0.341129371,1300.905945,438255.0146,6.88741899,0.017320833,51.77979125,0.106379579,1.90912164,4.312277439,1.296511527,22.9833972,7.84178315,99.97775629,39.9356744,207.2104729,45.02107844,438.6358251,94.11030675,9545.272352,1.717939083,206.7465098,327.3909425
Curryetal2021b,NelsonMountainTuff,5.321033912,0.49847115,1289.257626,416825.0828,8.726870564,0.504475416,66.17157756,0.472625064,2.102125678,3.604890043,1.208924799,20.30063038,7.372171714,95.64858546,39.63754057,209.3884933,47.17625623,470.2123043,104.4893482,9634.839987,2.213198544,202.5201956,385.5234657
Curryetal2021b,NelsonMountainTuff,7.838328383,0.374350112,751.1106329,472868.6752,3.14502638,0.034374396,28.42120565,0.042590793,0.873606008,2.563767728,0.770236119,13.97798234,4.424139382,59.19829735,23.05797967,121.2426314,26.23479772,261.9771956,56.42083984,9838.048286,0.970993026,77.61335496,162.8340367
Curryetal2021b,NelsonMountainTuff,8.167526615,0.637723105,1779.691989,465960.2354,7.293532056,NA,29.40254162,0.110508503,2.250816919,4.93451626,0.933765715,28.15112063,9.658491521,132.8994928,53.61897972,293.2047967,67.28906337,674.9267354,148.8580672,11916.95493,3.088316955,174.8093257,439.9260241
Curryetal2021b,NelsonMountainTuff,6.383535393,0.32548197,946.0769542,398314.8984,1.780845396,0.017152024,19.68028278,0.153476661,2.417278057,4.347798261,1.575620735,22.28980553,7.167477657,82.05783311,31.21562166,152.5734761,32.3862679,304.4809598,65.95371497,7906.562226,0.515249789,76.48819773,123.0866159
Curryetal2021b,NelsonMountainTuff,5.049681563,0.620586857,3476.539583,428864.3448,38.32796394,0.00664749,202.416059,0.207293806,4.049285047,12.39966696,1.212520037,80.19686876,26.61422324,317.4201321,112.0948005,510.7074288,98.71403733,847.0648193,162.9384406,9946.1587,6.476744798,1467.569946,1255.53826
Curryetal2021b,NelsonMountainTuff,4.703095826,0.5228613,1170.049229,402282.8839,7.771951859,0.681002642,51.19793089,0.387855643,2.566897618,3.007447694,0.998030766,18.53230447,6.449305799,85.88475568,35.80544964,189.954384,42.81481794,425.9440958,92.54820297,8852.572273,1.869091822,132.9256816,270.8664869
Curryetal2021b,NelsonMountainTuff,5.386600484,0.312515664,750.8967539,405105.0041,3.958255081,NA,37.4089499,0.061836146,0.967746893,2.374902035,0.812273246,13.30963406,4.498491791,57.55735469,23.31431477,120.3677267,26.61939092,261.3512794,58.11713419,9271.741584,1.220341102,175.2796201,258.7489816
Curryetal2021b,NelsonMountainTuff,6.982096408,0.321529066,1027.788011,410924.4134,4.729751504,NA,40.24130465,0.087836956,1.664653658,3.651449172,0.997767264,19.72052325,6.716031841,84.20792202,33.21583632,170.1602872,36.74564775,351.9541174,76.51131161,9297.125579,1.241440947,251.6834392,300.7568837
Curryetal2021b,NelsonMountainTuff,5.701700708,0.549680245,1215.182956,436031.4829,4.879972471,0.354954267,39.74197233,0.18359068,1.745236645,3.410368651,1.137849743,19.63084632,6.989273827,92.83248856,37.68634791,195.2577807,42.44467988,415.4880819,91.29729518,9145.852715,1.244061453,132.7539534,254.2891612
Curryetal2021b,NelsonMountainTuff,5.659688196,0.399058707,925.2408034,399628.4874,4.786327762,0.061320404,35.12588621,0.089023127,1.288590958,3.041406003,0.75381703,16.05409021,5.431510043,71.4274694,28.16763917,149.7168784,33.95136939,332.064035,72.01414238,9405.364248,1.72476227,157.8509984,268.5576811
Curryetal2021b,NelsonMountainTuff,5.578930732,0.37634979,913.1774704,414379.4542,4.98294513,0.015866362,41.82630412,0.075750084,1.404873857,3.027618621,0.991650418,16.35022061,5.669273776,72.05511235,28.09786162,145.3234398,31.08837754,298.6310719,62.37700893,8992.824534,1.408426904,156.1637576,252.4959201
Curryetal2021b,NelsonMountainTuff,3.70341048,0.55360717,2454.314147,413373.3316,20.3382977,0.029854663,92.42380397,0.145970876,2.385253521,7.246350282,0.713016936,45.47116918,16.30341553,204.7961087,76.85069898,372.6781516,75.64362127,679.8115195,134.8818003,9570.262811,3.590539507,471.2378368,653.191344
Curryetal2021b,NelsonMountainTuff,5.953468719,0.349236933,1164.508934,415973.3596,2.743775353,0.045263526,29.43519897,0.181558287,2.982193967,5.310540518,1.817862728,26.15359517,8.109740161,97.42925858,36.81004956,183.6301304,39.35315416,373.8269716,80.31661088,8513.880143,0.842152855,116.9388392,179.0108447
Curryetal2021b,NelsonMountainTuff,3.101882266,0.313607869,532.867611,430230.827,2.514186078,NA,23.63456168,0.02516679,0.503233351,1.155049386,0.534153679,7.299553335,2.734581668,37.13507569,15.68309548,87.38894856,21.22504171,224.3855641,55.37697602,10507.25453,0.851345111,173.5996551,386.4929948
Curryetal2021b,NelsonMountainTuff,4.136443074,0.470427228,1171.770803,436784.7329,8.096674607,0.020493406,61.45991678,0.094437447,1.491697965,3.172332025,0.970929163,18.2310317,6.567497917,85.3237101,35.7324999,186.6737658,42.74928999,417.9074901,92.62327584,10306.51335,1.83407958,193.0807948,335.464273
Curryetal2021b,NelsonMountainTuff,11.78592915,0.408024803,1551.273608,457478.812,5.497266417,0.316203665,55.2931926,0.27768373,3.389660379,6.134201633,2.248523493,31.13559564,10.17887518,127.6276898,49.40544503,243.0785234,51.32315976,471.5354816,100.1092091,8568.292725,1.244248583,159.9589222,225.0846807
Curryetal2021b,NelsonMountainTuff,5.783288401,0.379708013,964.2253984,425007.7889,5.001385079,0.115851829,42.43126702,0.104672862,1.452612282,2.880688614,1.009361109,17.84301314,5.99964512,77.69294192,30.62521632,154.6097398,34.30479304,323.5529679,69.73523638,9351.344679,1.354750502,132.7632525,234.3313899
Curryetal2021b,NelsonMountainTuff,6.27354632,0.335401245,1113.057486,399969.1161,7.454956729,NA,55.78755193,0.076734773,1.513644527,3.386411788,1.17611045,21.32522277,6.942076254,89.37467952,35.18281714,180.2084491,38.73157196,376.2497032,79.89639473,9507.769908,1.880660295,283.8859358,329.8923437
Curryetal2021b,NelsonMountainTuff,5.570692689,0.415467094,771.4283878,407520.022,4.08499568,NA,34.56256813,0.058357469,0.969749066,2.285761754,0.726262998,13.08959075,4.473407344,60.83231185,23.75145751,123.7181872,27.30618833,268.6007979,56.95856993,9241.235933,1.320870718,110.2127233,201.5869462
Curryetal2021b,NelsonMountainTuff,1.766099689,0.683467972,3575.26916,395078.3235,35.36967066,1.167628148,120.5745805,0.765653637,4.653031647,8.656423305,0.433566928,57.89493578,21.46073797,276.4892565,107.8289568,540.7202521,111.4273365,1004.725675,199.2284977,10922.70864,5.588428072,788.5968556,1189.015821
Curryetal2021b,NelsonMountainTuff,2.806578269,0.631340345,2578.49724,417390.6479,37.91352694,0.73386507,131.2375198,0.459163582,3.422573923,7.089742109,0.461114829,46.90964703,16.69010319,211.6460172,79.86783406,380.6808006,77.04886623,692.5213225,134.6725416,11028.07814,7.120949513,702.5009293,999.1598722
Curryetal2021b,NelsonMountainTuff,5.943413527,0.485056953,1386.035895,373780.8077,2.787394022,0.630119122,44.27651088,0.452469258,4.396905295,7.296504784,2.291841225,34.67012513,10.61392838,125.8070893,46.49042232,217.8182631,44.19438064,397.2017978,82.51959484,7895.216004,0.924104468,128.1817268,175.9138997
Curryetal2021b,NelsonMountainTuff,7.349201564,0.339733016,888.3757364,419257.4548,3.950128223,0.006424928,36.98228647,0.0829466,1.547790389,3.281769045,0.930325982,17.96566812,5.831859547,73.93049558,28.49947611,140.5114641,31.16657778,289.5608277,63.725448,9845.268766,1.226152484,217.7760974,288.2852315
Curryetal2021b,NelsonMountainTuff,3.892073415,0.669012776,2623.81618,423350.3908,13.64550452,0.226593459,92.62322141,0.267833104,3.630395871,8.908992854,0.964027868,51.93200458,17.75121147,224.9431431,84.62213373,409.3705233,82.98264595,753.3023651,151.0677835,9647.450087,2.63952857,315.1421003,451.8784561
Curryetal2021b,NelsonMountainTuff,12.58198196,0.329294947,1223.655569,444009.9959,3.308579907,0.006581375,35.59490527,0.149402212,2.289144247,4.674302359,1.863529768,24.2925385,7.884842493,100.8702277,39.02278127,189.6248335,39.81504066,366.6730774,78.48657651,8044.306114,0.966287417,115.4827553,166.5167884
Curryetal2021b,NelsonMountainTuff,3.503350196,0.366320722,873.9614208,430289.2174,5.459229489,0.107263401,44.31513868,0.083890235,1.524987091,2.826631545,0.879567138,14.28610753,4.846706319,64.40947116,26.15338258,139.992775,32.82047713,334.9705294,78.55562541,10415.77818,1.8822714,195.3522609,391.9650833
