DataSource,Eruption,SiO2_wt,Al2O3_wt,FeO_wt,MgO_wt,MnO_wt,TiO2_wt,K2O_wt,Na2O_wt,CaO_wt,BaO_wt,F,Cl,H2O,Total
Curryetal2021a,SnowshoeMountainTuff,48.39,5.84,13.16,14.95,0.8497,1.1337,0.6299,1.3465,11.6,NA,NA,NM,NA,97.9015
Curryetal2021a,SnowshoeMountainTuff,48.87,5.41,12.89,15.11,0.8279,1.0447,0.5884,1.2932,11.62,NA,NA,NM,NA,97.6542
Curryetal2021a,SnowshoeMountainTuff,47.61,6.27,13.17,14.58,0.7515,1.2522,0.6867,1.38,11.69,NA,NA,NM,NA,97.3904
Curryetal2021a,SnowshoeMountainTuff,48.2,6.04,13.18,14.82,0.7172,1.1699,0.6493,1.3302,11.67,NA,NA,NM,NA,97.7935
Curryetal2021a,SnowshoeMountainTuff,48.1,6.01,13.05,14.78,0.7492,1.1602,0.6554,1.3069,11.69,NA,NA,NM,NA,97.5017
Curryetal2021a,SnowshoeMountainTuff,48.01,6.08,13.16,14.65,0.7558,1.1766,0.669,1.35,11.65,NA,NA,NM,NA,97.5106
Curryetal2021a,SnowshoeMountainTuff,49.01,5.32,12.64,15.33,0.8047,0.9851,0.5689,1.1958,11.76,NA,NA,NM,NA,97.6497
Curryetal2021a,SnowshoeMountainTuff,48.48,5.87,13.18,14.86,0.8152,1.1329,0.6295,1.2928,11.72,NA,NA,NM,NA,97.9804
Curryetal2021a,NelsonMountainTuff,42.84,10.74,11.7,14.52,0.2677,3.1,1.0091,2.32,11.24,NA,NA,NM,NA,97.7683
Curryetal2021a,NelsonMountainTuff,42.78,10.62,11.66,14.44,0.272,3.04,1.0099,2.28,11.17,NA,NA,NM,NA,97.3379
Curryetal2021a,NelsonMountainTuff,42.61,10.78,11.36,14.55,0.2625,3.38,1.0005,2.31,11.15,NA,NA,NM,NA,97.4954
Curryetal2021a,NelsonMountainTuff,41.69,11.38,11.54,14.18,0.2155,3.67,1.1001,2.31,11.29,NA,NA,NM,NA,97.4324
Curryetal2021a,NelsonMountainTuff,41.61,11.43,11.29,14.16,0.215,3.63,1.125,2.28,11.19,NA,NA,NM,NA,97.0131
Curryetal2021a,NelsonMountainTuff,41.64,11.24,11.5,14.17,0.2203,3.6,1.1382,2.32,11.22,NA,NA,NM,NA,97.1586
Curryetal2021a,NelsonMountainTuff,41.46,11.84,11.59,14.11,0.1876,3.36,1.0431,2.35,11.38,NA,NA,NM,NA,97.3376
Curryetal2021a,NelsonMountainTuff,41.66,11.92,11.65,14.24,0.2126,3.35,1.0042,2.34,11.49,NA,NA,NM,NA,97.9295
Curryetal2021a,NelsonMountainTuff,41.65,11.98,11.46,14.18,0.1742,3.38,1.0316,2.36,11.48,NA,NA,NM,NA,97.7287
Curryetal2021a,NelsonMountainTuff,41.28,11.85,11.45,14.35,0.2026,3.32,1.0331,2.35,11.43,NA,NA,NM,NA,97.3115
Curryetal2021a,NelsonMountainTuff,41.58,11.99,11.41,14.23,0.1901,3.55,1.0389,2.39,11.51,NA,NA,NM,NA,97.9486
Curryetal2021a,NelsonMountainTuff,41.95,11.78,11.5,14.19,0.1889,3.57,1.0807,2.37,11.46,NA,NA,NM,NA,98.0896
Curryetal2021a,NelsonMountainTuff,46.2,7.58,13.18,14.52,0.5773,1.7,0.8662,1.61,11.8,NA,NA,NM,NA,98.0335
Curryetal2021a,NelsonMountainTuff,45.37,8.17,13.6,14.05,0.5594,1.95,0.8667,1.67,11.66,NA,NA,NM,NA,97.9167
Curryetal2021a,NelsonMountainTuff,45.34,8.03,13.61,13.91,0.5651,1.98,0.8841,1.68,11.67,NA,NA,NM,NA,97.6789
Curryetal2021a,NelsonMountainTuff,46.74,7.07,13,14.56,0.5393,1.7,0.7798,1.52,11.66,NA,NA,NM,NA,97.6629
Curryetal2021a,NelsonMountainTuff,46.7,7.08,13.45,14.4,0.5866,1.5673,0.7919,1.47,11.69,NA,NA,NM,NA,97.754
Curryetal2021a,NelsonMountainTuff,46.81,6.9,13.42,14.36,0.5698,1.4668,0.814,1.43,11.77,NA,NA,NM,NA,97.6152
Curryetal2021a,NelsonMountainTuff,46.64,6.82,13.5,14.33,0.567,1.4885,0.816,1.4,11.76,NA,NA,NM,NA,97.3215
Curryetal2021a,NelsonMountainTuff,46.58,6.81,13.53,14.31,0.5779,1.4541,0.8075,1.39,11.65,NA,NA,NM,NA,97.1375
Curryetal2021a,NelsonMountainTuff,46.57,6.71,13.6,14.38,0.5729,1.4552,0.7734,1.47,11.65,NA,NA,NM,NA,97.2054
Curryetal2021a,NelsonMountainTuff,46.39,7.04,13.56,14.2,0.5592,1.491,0.8432,1.46,11.69,NA,NA,NM,NA,97.2334
Curryetal2021a,NelsonMountainTuff,46.01,7.48,13.76,14.12,0.583,1.69,0.848,1.5,11.68,NA,NA,NM,NA,97.6902
Curryetal2021a,NelsonMountainTuff,46.18,7.21,13.49,14.3,0.5928,1.611,0.8146,1.51,11.75,NA,NA,NM,NA,97.5039
Curryetal2021a,NelsonMountainTuff,45.33,7.96,14.58,13.48,0.574,1.84,0.8997,1.67,11.62,NA,NA,NM,NA,97.9577
Curryetal2021a,NelsonMountainTuff,45.05,8.51,14.61,13.16,0.5715,2,0.9553,1.7,11.69,NA,NA,NM,NA,98.2811
Curryetal2021a,NelsonMountainTuff,46.06,7.93,14.2,13.33,0.546,2.15,0.9237,1.97,11.51,NA,NA,NM,NA,98.6197
Curryetal2021a,NelsonMountainTuff,46.8,7,13.83,14.26,0.5705,1.5966,0.8008,1.45,11.69,NA,NA,NM,NA,97.9979
Curryetal2021a,NelsonMountainTuff,46.14,7.31,13.76,14.06,0.524,1.5795,0.8733,1.52,11.59,NA,NA,NM,NA,97.3834
Curryetal2021a,NelsonMountainTuff,44.97,7.83,14.51,13.48,0.572,1.6304,1.0393,1.56,11.55,NA,NA,NM,NA,97.1481
Curryetal2021a,NelsonMountainTuff,45.43,7.7,14.58,13.5,0.5979,1.6335,1.003,1.57,11.5,NA,NA,NM,NA,97.5225
Curryetal2021a,NelsonMountainTuff,45.89,7.25,14.04,13.84,0.5721,1.6265,0.858,1.53,11.62,NA,NA,NM,NA,97.2481
Curryetal2021a,NelsonMountainTuff,46.08,7.22,13.9,13.97,0.5777,1.615,0.8818,1.5,11.57,NA,NA,NM,NA,97.3545
Curryetal2021a,NelsonMountainTuff,46.21,7.16,14.22,14.06,0.5716,1.5787,0.8585,1.51,11.6,NA,NA,NM,NA,97.7688
Curryetal2021a,NelsonMountainTuff,46.16,7.14,14.1,14.09,0.5885,1.5733,0.8482,1.5,11.59,NA,NA,NM,NA,97.59
Curryetal2021a,CebollaCreekTuff,45.11,8.82,12.27,14.32,0.4918,2.17,0.8932,2.01,11.28,NA,NA,0.0919,NA,97.4569
Curryetal2021a,CebollaCreekTuff,44.91,8.8,12.34,14.32,0.5151,2.16,0.8802,2,11.22,NA,NA,0.0906,NA,97.236
Curryetal2021a,CebollaCreekTuff,44.91,8.88,12.39,14.16,0.4845,2.21,0.9017,2.01,11.22,NA,NA,0.0842,NA,97.2505
Curryetal2021a,CebollaCreekTuff,44.49,9.14,12.49,14.1,0.5174,2.27,0.9213,2.01,11.34,NA,NA,0.0936,NA,97.3724
Curryetal2021a,CebollaCreekTuff,44.73,9.02,12.41,14.04,0.4815,2.25,0.9324,2.02,11.35,NA,NA,0.0978,NA,97.3318
Curryetal2021a,CebollaCreekTuff,45.17,8.83,12.37,14.29,0.4769,2.19,0.9121,2,11.25,NA,NA,0.0983,NA,97.5874
Curryetal2021a,CebollaCreekTuff,45.12,8.73,12.26,14.36,0.519,2.11,0.886,1.98,11.24,NA,NA,0.0891,NA,97.2942
Curryetal2021a,CebollaCreekTuff,45.11,8.65,12.34,14.43,0.4837,2.09,0.8916,2,11.3,NA,NA,0.09,NA,97.3854
Curryetal2021a,CebollaCreekTuff,45.24,8.62,12.22,14.37,0.5348,2.11,0.8949,1.98,11.3,NA,NA,0.085,NA,97.3548
Curryetal2021a,CebollaCreekTuff,44.82,8.95,12.4,14.22,0.5234,2.2,0.9068,2.04,11.31,NA,NA,0.0741,NA,97.4444
Curryetal2021a,CebollaCreekTuff,44.21,9.28,12.78,14.13,0.4984,2.22,0.9192,2.12,11.26,NA,NA,0.0864,NA,97.5041
Curryetal2021a,CebollaCreekTuff,44.5,9.21,12.71,14.25,0.5044,2.14,0.9079,2.07,11.25,NA,NA,0.0809,NA,97.6233
Curryetal2021a,CebollaCreekTuff,45.3,8.62,12.24,14.53,0.5362,2.03,0.8629,1.97,11.19,NA,NA,0.0765,NA,97.3557
Curryetal2021a,CebollaCreekTuff,45.23,8.66,12.24,14.47,0.5215,2.08,0.8343,1.99,11.29,NA,NA,0.0766,NA,97.3925
Curryetal2021a,CebollaCreekTuff,44.94,8.73,12.37,14.34,0.5354,2.13,0.8629,2.01,11.28,NA,NA,0.0731,NA,97.2715
Curryetal2021a,CebollaCreekTuff,45.17,8.56,12.3,14.42,0.5209,2.11,0.8571,2.05,11.21,NA,NA,0.0801,NA,97.2782
Curryetal2021a,CebollaCreekTuff,45.54,8.57,12.32,14.49,0.5097,2.1,0.8935,1.94,11.25,NA,NA,0.0871,NA,97.7003
Curryetal2021a,CebollaCreekTuff,45.31,8.72,12.42,14.27,0.5176,2.09,0.9056,1.97,11.25,NA,NA,0.0812,NA,97.5345
Curryetal2021a,CebollaCreekTuff,45.1,8.77,12.48,14.26,0.5441,2.11,0.9194,1.99,11.17,NA,NA,0.0815,NA,97.4251
Curryetal2021a,CebollaCreekTuff,46.09,8.57,12.25,14.44,0.5158,2.11,0.8489,2.02,11.26,NA,NA,0.0716,NA,98.1764
Curryetal2021a,CebollaCreekTuff,46.01,8.51,12.29,14.31,0.5081,2.1,0.8504,1.97,11.28,NA,NA,0.0843,NA,97.9128
Curryetal2021a,CebollaCreekTuff,46.04,8.53,12.11,14.35,0.5316,2.09,0.8327,1.93,11.33,NA,NA,0.0834,NA,97.8278
Curryetal2021a,CebollaCreekTuff,46.23,8.38,12.13,14.55,0.517,2.02,0.8353,1.96,11.3,NA,NA,0.0871,NA,98.0094
Curryetal2021a,CebollaCreekTuff,46.43,8.27,12.09,14.62,0.5357,2.01,0.8141,1.95,11.31,NA,NA,0.0783,NA,98.1082
Curryetal2021a,CebollaCreekTuff,45.75,8.76,12.27,14.33,0.5237,2.11,0.883,1.97,11.29,NA,NA,0.0934,NA,97.9802
Curryetal2021a,CebollaCreekTuff,45.81,8.68,12.31,14.3,0.5256,2.13,0.877,1.97,11.28,NA,NA,0.0952,NA,97.9779
Curryetal2021a,CebollaCreekTuff,45.78,8.68,12.32,14.29,0.5217,2.13,0.8833,1.99,11.43,NA,NA,0.0899,NA,98.1149
Curryetal2021a,CebollaCreekTuff,45.9,8.6,12.15,14.39,0.5047,2.11,0.8719,2,11.4,NA,NA,0.087,NA,98.0137
Curryetal2021a,CebollaCreekTuff,46.06,8.54,12.13,14.39,0.5322,2.09,0.8413,1.98,11.35,NA,NA,0.0802,NA,97.9938
Curryetal2021a,CebollaCreekTuff,45.89,8.7,12.26,14.3,0.4939,2.16,0.8909,1.98,11.38,NA,NA,0.0909,NA,98.1458
Curryetal2021a,CebollaCreekTuff,46.19,8.51,12.28,14.5,0.5413,2.1,0.8297,1.96,11.31,NA,NA,0.0806,NA,98.3017
Curryetal2021a,CebollaCreekTuff,46.06,8.65,12.33,14.34,0.4957,2.09,0.8494,2.01,11.33,NA,NA,0.0855,NA,98.2407
Curryetal2021a,CebollaCreekTuff,45.93,8.72,12.39,14.31,0.4815,2.12,0.8732,2.03,11.33,NA,NA,0.0877,NA,98.2725
Curryetal2021a,CebollaCreekTuff,46.67,8.16,12,14.71,0.5135,1.94,0.7835,1.99,11.31,NA,NA,0.0772,NA,98.1543
Curryetal2021a,CebollaCreekTuff,46.49,8.24,12.08,14.53,0.5219,2,0.8068,1.96,11.33,NA,NA,0.08,NA,98.0387
Curryetal2021a,CebollaCreekTuff,46.35,8.34,12.17,14.49,0.5303,2.03,0.8526,2.01,11.35,NA,NA,0.0848,NA,98.2077
Curryetal2021a,CebollaCreekTuff,46.2,8.51,12.21,14.44,0.538,2.03,0.7812,1.99,11.3,NA,NA,0.0673,NA,98.0666
Curryetal2021a,CebollaCreekTuff,45.4,9.21,12.52,13.96,0.5611,2.17,0.8851,2.12,11.25,NA,NA,0.0735,NA,98.1498
Curryetal2021a,CebollaCreekTuff,45.53,8.91,12.5,14.11,0.5484,2.17,0.9016,2.06,11.32,NA,NA,0.0759,NA,98.126
Curryetal2021a,CebollaCreekTuff,46.01,8.56,12.43,14.21,0.4717,2.14,0.884,2.01,11.3,NA,NA,0.0968,NA,98.1126
Curryetal2021a,CebollaCreekTuff,45.77,8.42,12.53,14.3,0.4804,2.08,0.8842,2.03,11.26,NA,NA,0.0879,NA,97.8426
Curryetal2021a,CebollaCreekTuff,46.25,8.33,12.38,14.38,0.5056,2.06,0.8685,1.96,11.26,NA,NA,0.0859,NA,98.08
Curryetal2021a,CebollaCreekTuff,46.28,8.18,12.31,14.39,0.4987,2.05,0.8507,1.99,11.2,NA,NA,0.0863,NA,97.8358
Curryetal2021a,CebollaCreekTuff,46.65,8.12,12.28,14.47,0.5233,2.02,0.8228,1.94,11.23,NA,NA,0.085,NA,98.1412
Curryetal2021a,CebollaCreekTuff,46.3,8.24,12.39,14.43,0.5219,2.06,0.8579,2.08,11.29,NA,NA,0.0799,NA,98.2497
Curryetal2021a,CebollaCreekTuff,46.09,8.42,12.47,14.27,0.4947,2.08,0.8839,2,11.25,NA,NA,0.0884,NA,98.0471
Curryetal2021a,CebollaCreekTuff,46.13,8.3,12.57,14.38,0.5024,2.1,0.8628,2.17,11.24,NA,NA,0.0858,NA,98.3411
Curryetal2021a,CebollaCreekTuff,46.07,8.32,12.45,14.25,0.5212,2.08,0.8734,1.97,11.23,NA,NA,0.0944,NA,97.8591
Curryetal2021a,CebollaCreekTuff,46.02,8.32,12.45,14.38,0.4943,2.04,0.9011,1.97,11.28,NA,NA,0.0862,NA,97.9417
Curryetal2021a,CebollaCreekTuff,45.94,8.39,12.46,14.28,0.5045,2.08,0.882,1.98,11.23,NA,NA,0.0919,NA,97.8385
Curryetal2021a,CebollaCreekTuff,46.24,8.25,12.3,14.21,0.4896,2.05,0.8613,2.01,11.24,NA,NA,0.0879,NA,97.7389
Curryetal2021a,CebollaCreekTuff,45.7,8.52,12.56,14.17,0.5163,2.1,0.9016,1.97,11.29,NA,NA,0.0883,NA,97.8162
Curryetal2021a,CebollaCreekTuff,45.37,8.68,12.64,13.98,0.5001,2.15,0.9074,2.04,11.3,NA,NA,0.0967,NA,97.6642
Curryetal2021a,CebollaCreekTuff,45.84,8.35,12.52,14.29,0.4743,2.11,0.8763,1.95,11.31,NA,NA,0.0833,NA,97.804
Curryetal2021a,CebollaCreekTuff,45.96,8.38,12.39,14.27,0.5014,2.06,0.8578,2.01,11.27,NA,NA,0.0813,NA,97.7806
Curryetal2021a,CebollaCreekTuff,45.7,8.41,12.51,14.16,0.5026,2.13,0.8858,2.01,11.25,NA,NA,0.0783,NA,97.6368
Curryetal2021a,CebollaCreekTuff,45.91,8.36,12.51,14.28,0.4749,2.11,0.8518,2.03,11.33,NA,NA,0.0785,NA,97.9353
Curryetal2021a,CebollaCreekTuff,46.09,8.08,12.33,14.26,0.5145,2.06,0.8282,1.96,11.19,NA,NA,0.0803,NA,97.3931
Curryetal2021a,CebollaCreekTuff,46.07,8.37,12.2,14.49,0.5229,1.85,0.8592,2.02,11.35,NA,NA,0.0879,NA,97.8201
Curryetal2021a,CebollaCreekTuff,46.14,8.42,12.36,14.46,0.4966,1.87,0.8648,1.97,11.38,NA,NA,0.0745,NA,98.036
Curryetal2021a,CebollaCreekTuff,46.16,8.26,12.21,14.44,0.5067,1.87,0.855,1.93,11.34,NA,NA,0.0826,NA,97.6544
Curryetal2021a,CebollaCreekTuff,46.25,8.25,12.34,14.55,0.5463,1.82,0.8556,1.96,11.36,NA,NA,0.0772,NA,98.0092
Curryetal2021a,CebollaCreekTuff,46.34,8.31,12.34,14.51,0.5767,1.83,0.862,2.03,11.33,NA,NA,0.0881,NA,98.2169
Curryetal2021a,CebollaCreekTuff,46.2,8.42,12.5,14.3,0.5542,1.87,0.8656,1.94,11.37,NA,NA,0.0776,NA,98.0975
Curryetal2021a,CebollaCreekTuff,45.22,8.88,12.87,13.95,0.5476,1.99,0.9233,2,11.37,NA,NA,0.075,NA,97.826
Curryetal2021a,CebollaCreekTuff,45.71,8.68,12.66,14.16,0.5902,1.91,0.9123,1.97,11.42,NA,NA,0.0804,NA,98.0929
Curryetal2021a,CebollaCreekTuff,46.02,8.54,12.58,14.32,0.5907,1.89,0.8671,2,11.37,NA,NA,0.0783,NA,98.2561
Curryetal2021a,CebollaCreekTuff,46.09,8.71,12.82,14.17,0.5556,1.89,0.8986,2.04,11.35,NA,NA,0.0735,NA,98.5978
Curryetal2021a,CebollaCreekTuff,42.31,12.45,10.72,13.83,0.1799,3.22,0.8415,2.75,11.61,NA,NA,0.0306,NA,97.9421
Curryetal2021a,CebollaCreekTuff,41.38,12.35,10.86,13.34,0.1812,3.37,1.0696,2.4,11.6,NA,NA,0.0246,NA,96.5755
Curryetal2021a,CebollaCreekTuff,40.89,11.89,12.91,13.36,0.2109,3.24,1.0413,2.25,11.37,NA,NA,0.0194,NA,97.1816
Curryetal2021a,CebollaCreekTuff,41.67,12.08,11.05,13.5,0.2011,3.19,1.0301,2.4,11.49,NA,NA,0.0261,NA,96.6374
Curryetal2021a,CebollaCreekTuff,41.89,12.42,10.8,13.42,0.1653,3.37,1.0654,2.37,11.51,NA,NA,0.0216,NA,97.0324
Curryetal2021a,CebollaCreekTuff,41.66,12.33,10.98,13.52,0.1955,3.35,1.0324,2.36,11.4,NA,NA,0.026,NA,96.854
Curryetal2021a,CebollaCreekTuff,41.54,12.36,10.93,13.44,0.1922,3.25,1.0645,2.34,11.44,NA,NA,0.0183,NA,96.5751
Curryetal2021a,CebollaCreekTuff,41.78,12.32,11.38,13.25,0.2522,3.14,1.0334,2.4,11.39,NA,NA,0.0307,NA,96.9763
Curryetal2021a,CebollaCreekTuff,42.31,12.05,11.73,12.95,0.3353,3.19,1.0711,2.41,11.48,NA,NA,0.0367,NA,97.5631
Curryetal2021a,CebollaCreekTuff,45.93,9.25,10.82,14.61,0.3516,2.31,0.9029,2.07,11.4,NA,NA,0.0579,NA,97.7025
Curryetal2021a,CebollaCreekTuff,45.49,9.16,11.47,14.24,0.4541,2.23,0.9332,1.98,11.38,NA,NA,0.09,NA,97.4274
Curryetal2021a,CebollaCreekTuff,46.1,8.71,11.76,14.24,0.4836,2.09,0.8835,1.97,11.35,NA,NA,0.0761,NA,97.6632
Curryetal2021a,CebollaCreekTuff,45.77,8.85,12.1,13.98,0.5404,2.15,0.9198,1.97,11.32,NA,NA,0.0792,NA,97.6795
Curryetal2021a,CebollaCreekTuff,45.67,8.97,12.09,13.96,0.5344,2.11,0.9449,1.98,11.41,NA,NA,0.0822,NA,97.7515
Curryetal2021a,CebollaCreekTuff,45.58,9.06,12.31,13.72,0.5786,2.1,0.9482,2.03,11.36,NA,NA,0.0785,NA,97.7654
Curryetal2021a,CebollaCreekTuff,40.78,11.96,14.06,12.25,0.5402,3.15,1.0845,2.36,11.71,NA,NA,NM,NA,97.9377
Curryetal2021a,CebollaCreekTuff,40.94,12.15,13.66,12.37,0.506,3.28,1.1276,2.37,11.77,NA,NA,NM,NA,98.2408
Curryetal2021a,CebollaCreekTuff,41.41,12.26,12.6,13.1,0.367,3.35,1.061,2.39,11.78,NA,NA,NM,NA,98.3278
Curryetal2021a,CebollaCreekTuff,40.82,12.46,12.96,12.77,0.3869,3.49,1.0677,2.34,11.83,NA,NA,NM,NA,98.2027
Curryetal2021a,CebollaCreekTuff,41.49,11.74,13,13.05,0.3896,3.18,1.1203,2.25,11.81,NA,NA,NM,NA,98.0312
Curryetal2021a,CebollaCreekTuff,41.93,11.05,13.13,13.23,0.4047,3.16,1.1967,2.21,11.85,NA,NA,NM,NA,98.1742
Curryetal2021a,CebollaCreekTuff,41.34,11.62,13.17,12.86,0.3755,3.25,1.1044,2.28,11.87,NA,NA,NM,NA,97.9076
Curryetal2021a,CebollaCreekTuff,41.44,11.7,13.25,12.92,0.4037,3.17,1.0696,2.29,11.8,NA,NA,NM,NA,98.0867
Curryetal2021a,CebollaCreekTuff,41.65,11.82,12.89,13.11,0.4121,3.15,1.0613,2.29,11.82,NA,NA,NM,NA,98.2775
Curryetal2021a,CebollaCreekTuff,41.75,11.54,13.67,12.76,0.5135,3,1.0977,2.3,11.64,NA,NA,NM,NA,98.3321
Curryetal2021a,CebollaCreekTuff,42.42,10.76,13.46,13.05,0.5608,2.84,1.1541,2.16,11.63,NA,NA,NM,NA,98.0349
Curryetal2021a,CebollaCreekTuff,45.35,8.74,12,14.69,0.4591,2.34,0.8838,1.99,11.52,NA,NA,NM,NA,97.9951
Curryetal2021a,CebollaCreekTuff,43.98,9.51,13.04,13.76,0.5697,2.41,0.993,2.06,11.57,NA,NA,NM,NA,97.9095
Curryetal2021a,CebollaCreekTuff,42.48,10.66,13.49,13.1,0.521,2.89,1.0543,2.23,11.45,NA,NA,NM,NA,97.8937
Curryetal2021a,CebollaCreekTuff,41.96,10.92,13.57,12.9,0.536,2.96,1.0537,2.23,11.49,NA,NA,NM,NA,97.6405
Curryetal2021a,CebollaCreekTuff,42.01,10.85,13.75,12.79,0.5519,2.85,1.1747,2.2,11.63,NA,NA,NM,NA,97.8813
Curryetal2021a,CebollaCreekTuff,44.53,9.17,12.92,14,0.5876,2.39,0.9424,2.08,11.52,NA,NA,NM,NA,98.1498
Curryetal2021a,CebollaCreekTuff,41.96,11.03,13.77,12.8,0.5891,2.91,1.161,2.17,11.56,NA,NA,NM,NA,97.9796
Curryetal2021a,CebollaCreekTuff,41.9,10.89,13.85,12.74,0.5668,2.86,1.0614,2.2,11.54,NA,NA,NM,NA,97.6249
Curryetal2021a,CebollaCreekTuff,42.28,10.53,13.87,12.88,0.6057,2.74,1.0745,2.14,11.57,NA,NA,NM,NA,97.7387
Curryetal2021a,CebollaCreekTuff,41.84,11.21,12.41,13.35,0.4383,2.8,0.9829,2.27,11.38,NA,NA,NM,NA,96.7802
Curryetal2021a,CebollaCreekTuff,42.19,11.43,12.11,13.67,0.4151,2.83,0.9464,2.3,11.42,NA,NA,NM,NA,97.3728
Curryetal2021a,CebollaCreekTuff,41.47,11.77,12.11,13.33,0.4688,3.2,1.0179,2.36,11.48,NA,NA,NM,NA,97.2493
Curryetal2021a,CebollaCreekTuff,41.74,11.48,12.53,13.35,0.4401,2.91,0.9693,2.29,11.42,NA,NA,NM,NA,97.1873
Curryetal2021a,CebollaCreekTuff,41.62,11.51,12.79,12.94,0.4955,3.08,1.1222,2.32,11.53,NA,NA,NM,NA,97.4712
Curryetal2021a,CebollaCreekTuff,41.83,11.64,12.52,13.09,0.4955,3.1,1.0094,2.32,11.48,NA,NA,NM,NA,97.5455
Curryetal2021a,CebollaCreekTuff,41.46,11.21,13.31,12.7,0.5117,3.03,1.021,2.27,11.5,NA,NA,NM,NA,97.0403
Curryetal2021a,CebollaCreekTuff,42.99,10.04,13.02,13.38,0.5402,2.64,1.0253,2.14,11.46,NA,NA,NM,NA,97.2355
Curryetal2021a,CebollaCreekTuff,41.67,11.36,13.09,12.86,0.5213,3.04,1.033,2.27,11.47,NA,NA,NM,NA,97.3845
Curryetal2021a,CebollaCreekTuff,41.68,11.28,13.15,12.8,0.5173,3.03,1.0249,2.29,11.49,NA,NA,NM,NA,97.3493
Curryetal2021a,CebollaCreekTuff,42.1,10.76,13.07,13.08,0.5417,2.89,1.25,2.36,11.3,NA,NA,NM,NA,97.4305
Curryetal2021a,CebollaCreekTuff,41.71,11.34,13.45,12.67,0.5409,2.92,1.1274,2.34,11.41,NA,NA,NM,NA,97.589
Curryetal2021a,CebollaCreekTuff,41.84,11.17,13.47,12.77,0.5545,2.88,1.0692,2.23,11.5,NA,NA,NM,NA,97.5604
Curryetal2021a,CebollaCreekTuff,42.09,10.68,13.45,12.9,0.5407,2.85,1.085,2.13,11.52,NA,NA,NM,NA,97.2603
Curryetal2021a,CebollaCreekTuff,41.67,12.18,11.94,13.77,0.262,3.13,0.9518,2.43,11.64,NA,NA,NM,NA,97.9853
Curryetal2021a,CebollaCreekTuff,41.55,12.24,11.83,13.6,0.3601,3.22,1.1085,2.32,11.67,NA,NA,NM,NA,97.9268
Curryetal2021a,CebollaCreekTuff,41.89,11.77,12.93,13.34,0.3885,2.9,1.0262,2.3,11.54,NA,NA,NM,NA,98.0847
Curryetal2021a,CebollaCreekTuff,45.34,8.84,11.98,14.98,0.4921,2.15,0.8371,2.01,11.51,NA,NA,NM,NA,98.1912
Curryetal2021a,CebollaCreekTuff,45.49,8.55,12.27,14.84,0.5333,2.09,0.8634,1.94,11.46,NA,NA,NM,NA,98.0767
Curryetal2021a,CebollaCreekTuff,45.09,8.66,12.4,14.46,0.5568,2.17,0.9468,1.93,11.54,NA,NA,NM,NA,97.7879
Curryetal2021a,CebollaCreekTuff,45.05,8.88,11.99,14.55,0.5467,2.21,0.9694,1.95,11.54,NA,NA,NM,NA,97.7377
Curryetal2021a,CebollaCreekTuff,41.22,11.78,13.63,12.71,0.5062,3.01,1.1613,2.27,11.62,NA,NA,NM,NA,97.946
Curryetal2021a,CebollaCreekTuff,45.1,8.97,11.94,14.72,0.4989,2.34,0.8934,2,11.5,NA,NA,NM,NA,97.9674
Curryetal2021a,CebollaCreekTuff,44.93,8.89,12.81,14.15,0.5923,2.34,0.9652,1.98,11.45,NA,NA,NM,NA,98.1745
Curryetal2021a,CebollaCreekTuff,42.56,10.84,13.6,12.98,0.523,2.83,1.0261,2.19,11.49,NA,NA,NM,NA,98.0857
Curryetal2021a,CebollaCreekTuff,45.15,8.44,11.14,14.83,0.3142,2.27,0.8744,1.98,11.52,NA,NA,0.0615,NA,96.5802
Curryetal2021a,CebollaCreekTuff,44.74,8.97,11.45,14.54,0.3274,2.4,0.9147,2.01,11.46,NA,NA,0.0629,NA,96.8751
Curryetal2021a,CebollaCreekTuff,42.75,10.48,12.13,13.58,0.3336,2.77,1.0033,2.28,11.4,NA,NA,0.0485,NA,96.7754
Curryetal2021a,CebollaCreekTuff,42.6,10.76,12.28,13.48,0.3307,2.8,1.0429,2.32,11.33,NA,NA,0.0596,NA,97.0033
Curryetal2021a,CebollaCreekTuff,41.92,11.39,12.29,13.38,0.3467,2.98,1.0516,2.4,11.14,NA,NA,0.05,NA,96.9484
Curryetal2021a,CebollaCreekTuff,41.93,11.35,12.31,13.3,0.3114,2.95,1.042,2.42,11.25,NA,NA,0.0556,NA,96.9191
Curryetal2021a,CebollaCreekTuff,42.64,10.79,12.05,13.6,0.3023,2.79,1.0035,2.33,11.27,NA,NA,0.0484,NA,96.8243
Curryetal2021a,CebollaCreekTuff,42.23,11.17,12.31,13.21,0.345,3.16,0.9784,2.39,11.21,NA,NA,0.0388,NA,97.0423
Curryetal2021a,CebollaCreekTuff,41.53,11.31,12.93,12.78,0.3978,3.2,1.0219,2.47,11.29,NA,NA,0.0457,NA,96.9754
Curryetal2021a,CebollaCreekTuff,42.48,10.61,12.8,13.25,0.4148,2.85,1.0315,2.3,11.28,NA,NA,0.0563,NA,97.0727
Curryetal2021a,CebollaCreekTuff,41.71,11.1,12.78,13.01,0.3976,3.22,1.0751,2.37,11.27,NA,NA,0.054,NA,96.9868
Curryetal2021a,CebollaCreekTuff,41.58,11.29,12.68,12.97,0.392,3.27,1.0393,2.4,11.28,NA,NA,0.0415,NA,96.9428
