DataSource,Eruption,SiO2_wt,Al2O3_wt,FeO_wt,MgO_wt,MnO_wt,TiO2_wt,K2O_wt,Na2O_wt,CaO_wt,BaO_wt,F,Cl,H2O,Total
Sliwinskietal2017,MasonicParkTuff,47,6.29,13.52,14.43,0.9547,1.3065,0.7478,1.2733,11.19,NA,0.2264,0.0869,NA,96.91
Sliwinskietal2017,MasonicParkTuff,47.24,6.24,13.49,14.56,0.9814,1.2958,0.7508,1.2915,11.43,NA,0.2299,0.1112,NA,97.5
Sliwinskietal2017,MasonicParkTuff,47.22,6.31,13.61,14.48,1.0368,1.265,0.7988,1.302,11.21,NA,0.2347,0.1019,NA,97.44
Sliwinskietal2017,MasonicParkTuff,47.52,6.12,13.75,14.57,0.9882,1.2019,0.7228,1.2727,11.41,NA,0.2244,0.0826,NA,97.76
Sliwinskietal2017,MasonicParkTuff,47.83,5.96,12.97,14.75,0.9702,1.1379,0.6371,1.248,11.27,NA,0.2347,0.0895,NA,96.98
Sliwinskietal2017,MasonicParkTuff,47.9,5.72,13.41,14.76,0.9522,1.1014,0.6703,1.2338,11.42,NA,0.2506,0.0934,NA,97.39
Sliwinskietal2017,MasonicParkTuff,48.26,5.57,13.06,15.04,0.9583,1.0838,0.6504,1.1194,11.24,NA,0.2153,0.1166,NA,97.2
Sliwinskietal2017,MasonicParkTuff,47.89,5.67,12.99,14.82,0.9038,1.0554,0.7123,1.1998,11.5,NA,0.2209,0.0487,NA,96.91
Sliwinskietal2017,MasonicParkTuff,47.72,5.86,13.51,14.71,0.9938,1.229,0.727,1.2972,11.29,NA,0.2126,0.0826,NA,97.53
Sliwinskietal2017,MasonicParkTuff,47.72,5.88,13.34,14.84,1.0114,1.137,0.6913,1.2412,11.53,NA,0.2063,0.1137,NA,97.6
Sliwinskietal2017,MasonicParkTuff,47.81,5.81,13.37,14.74,1.0025,1.1335,0.6212,1.3035,11.28,NA,0.2117,0.111,NA,97.27
Sliwinskietal2017,MasonicParkTuff,46.63,6.3,13.65,14.25,0.9042,1.2282,0.7603,1.5354,11.51,NA,0.3708,0.1216,NA,97.07
Sliwinskietal2017,MasonicParkTuff,47.22,6.39,14.09,14.41,0.957,1.2795,0.7348,1.3855,11.2,NA,0.2175,0.1179,NA,97.89
Sliwinskietal2017,MasonicParkTuff,46.24,5.96,13.57,13.76,0.9184,1.2004,0.7344,1.1955,11.45,NA,0.2171,0.1297,NA,95.25
Sliwinskietal2017,MasonicParkTuff,46.86,6.42,13.81,14.21,0.934,1.2627,0.7281,1.2886,11.24,NA,0.1949,0.1446,NA,96.99
Sliwinskietal2017,MasonicParkTuff,46.15,5.98,13.61,14.03,0.8853,1.1928,0.6885,1.3456,11.27,NA,0.246,0.0986,NA,95.38
Sliwinskietal2017,MasonicParkTuff,45.86,6.23,14.01,13.81,0.9344,1.2779,0.7919,1.2935,11.07,NA,0.2113,0.1217,NA,95.51
Sliwinskietal2017,MasonicParkTuff,47.67,6.27,13.86,14.47,0.9242,1.194,0.8146,1.2453,10.97,NA,0.202,0.1289,NA,97.64
Sliwinskietal2017,MasonicParkTuff,47.54,6.18,13.73,14.4,0.91,1.2465,0.7155,1.2846,11.25,NA,0.2449,0.1299,NA,97.5
Sliwinskietal2017,MasonicParkTuff,47.08,6.34,14.14,14.3,0.9316,1.273,0.7744,1.2563,11.63,NA,0.2152,0.119,NA,97.94
Sliwinskietal2017,MasonicParkTuff,47.41,6.15,13.37,14.28,0.8473,1.2015,0.7205,1.2349,11.06,NA,0.1499,0.0664,NA,96.42
Sliwinskietal2017,MasonicParkTuff,47.77,6.11,13.8,14.37,0.8888,1.1963,0.6795,1.2144,11.54,NA,0.2182,0.0975,NA,97.77
Sliwinskietal2017,MasonicParkTuff,47.05,6.24,13.71,14.3,0.8248,1.3041,0.7855,1.2639,11.41,NA,0.2317,0.0801,NA,97.07
Sliwinskietal2017,MasonicParkTuff,46.55,6.66,13.91,14.12,0.8617,1.3261,0.7871,1.3494,11.6,NA,0.2466,0.0964,NA,97.38
Sliwinskietal2017,MasonicParkTuff,46.21,7.09,14.38,13.77,0.8327,1.4224,0.8295,1.3977,11.47,NA,0.1813,0.1253,NA,97.61
Sliwinskietal2017,MasonicParkTuff,46.36,6.85,14.06,13.91,0.7546,1.3244,0.791,1.3039,11.5,NA,0.1839,0.0843,NA,97.05
Sliwinskietal2017,MasonicParkTuff,46.23,6.94,14.16,13.74,0.7267,1.3794,0.8449,1.4099,11.5,NA,0.2158,0.1129,NA,97.13
Sliwinskietal2017,MasonicParkTuff,46.57,6.95,14.34,13.69,0.7564,1.3135,0.7846,1.3711,11.6,NA,0.2068,0.1325,NA,97.58
Sliwinskietal2017,MasonicParkTuff,45.17,7.61,14.65,13.05,0.6934,1.4407,0.9159,1.517,11.3,NA,0.1921,0.1075,NA,96.54
Sliwinskietal2017,MasonicParkTuff,47.12,6.47,14.18,14.2,0.8085,1.279,0.7964,1.256,11.62,NA,0.1945,0.0981,NA,97.92
Sliwinskietal2017,MasonicParkTuff,46.98,6.43,13.96,14.19,0.8531,1.2437,0.7227,1.2178,11.44,NA,0.2385,0.1213,NA,97.28
Sliwinskietal2017,MasonicParkTuff,46.95,6.28,14.15,14.33,0.8347,1.2384,0.7615,1.3247,11.37,NA,0.1936,0.1023,NA,97.46
Sliwinskietal2017,MasonicParkTuff,46.78,6.29,13.87,14.37,0.8159,1.273,0.7128,1.2742,11.3,NA,0.2176,0.1119,NA,96.9
Sliwinskietal2017,MasonicParkTuff,46.27,6.61,14.07,14.11,0.8123,1.372,0.8512,1.3048,11.49,NA,0.2314,0.1376,NA,97.14
Sliwinskietal2017,MasonicParkTuff,46.81,6.67,13.82,13.97,0.8461,1.3304,0.7632,1.3406,11.33,NA,0.2302,0.0805,NA,97.07
Sliwinskietal2017,MasonicParkTuff,47.54,6.56,13.94,14.55,0.7238,1.3025,0.7551,1.318,11.55,NA,0.1942,0.1378,NA,98.47
Sliwinskietal2017,MasonicParkTuff,47.99,6.46,13.86,14.59,0.8942,1.3218,0.756,1.2997,11.34,NA,0.2179,0.1124,NA,98.72
Sliwinskietal2017,MasonicParkTuff,47.16,6.38,13.94,14.29,0.8635,1.2852,0.799,1.2733,11.54,NA,0.2238,0.1146,NA,97.76
Sliwinskietal2017,MasonicParkTuff,47.36,6.15,14.1,14.36,0.784,1.2385,0.746,1.2762,11.16,NA,0.215,0.0751,NA,97.36
Sliwinskietal2017,MasonicParkTuff,47.72,5.99,13.65,14.52,0.8608,1.1697,0.7201,1.181,11.46,NA,0.2231,0.1079,NA,97.49
Sliwinskietal2017,MasonicParkTuff,47.77,5.9,13.62,14.7,0.8068,1.1952,0.6208,1.2337,11.36,NA,0.2348,0.0929,NA,97.42
Sliwinskietal2017,MasonicParkTuff,47.7,5.93,13.65,14.27,0.8617,1.1934,0.7241,1.2004,11.66,NA,0.2439,0.089,NA,97.4
Sliwinskietal2017,MasonicParkTuff,47.21,6.27,13.89,14.27,0.8413,1.2308,0.6895,1.2578,11.15,NA,0.1976,0.0792,NA,96.97
Sliwinskietal2017,MasonicParkTuff,47.26,6.4,13.93,14.32,0.8524,1.1732,0.7703,1.2591,11.45,NA,0.2197,0.1142,NA,97.65
Sliwinskietal2017,MasonicParkTuff,47.36,6.31,13.74,14.43,0.7987,1.2328,0.7105,1.2884,11.32,NA,0.2431,0.0857,NA,97.41
Sliwinskietal2017,MasonicParkTuff,47.43,6.24,13.69,14.57,0.8029,1.1597,0.7605,1.2909,11.76,NA,0.2019,0.0949,NA,97.9
Sliwinskietal2017,MasonicParkTuff,47.56,6.13,13.76,14.51,0.791,1.1545,0.6959,1.2507,11.25,NA,0.1904,0.1111,NA,97.3
Sliwinskietal2017,MasonicParkTuff,47.2,6.41,14.14,14.29,0.8143,1.1899,0.8003,1.2444,11.7,NA,0.1992,0.115,NA,98.01
Sliwinskietal2017,MasonicParkTuff,46.66,6.83,14.48,13.95,0.8161,1.4154,0.8456,1.2648,11.3,NA,0.1864,0.1378,NA,97.78
Sliwinskietal2017,MasonicParkTuff,46.21,7.1,14.56,13.82,0.8726,1.3737,0.8925,1.3723,11.64,NA,0.1993,0.1553,NA,98.08
Sliwinskietal2017,MasonicParkTuff,45.86,7.36,14.79,13.75,0.7282,1.4786,0.8647,1.397,11.32,NA,0.2223,0.1216,NA,97.78
Sliwinskietal2017,MasonicParkTuff,46.39,6.8,14.4,13.74,0.7831,1.3279,0.8406,1.3166,11.51,NA,0.2316,0.1135,NA,97.32
Sliwinskietal2017,MasonicParkTuff,46.7,6.77,14.45,13.82,0.7784,1.3773,0.8273,1.316,11.36,NA,0.2066,0.1135,NA,97.61
Sliwinskietal2017,MasonicParkTuff,47.04,6.59,14.16,13.95,0.7315,1.3585,0.7723,1.3376,11.47,NA,0.2133,0.0974,NA,97.64
Sliwinskietal2017,MasonicParkTuff,46.56,7,14.41,13.71,0.7776,1.3523,0.8447,1.2855,11.46,NA,0.1809,0.1109,NA,97.59
Sliwinskietal2017,MasonicParkTuff,45.98,7.23,14.76,13.43,0.796,1.4624,0.905,1.4264,11.62,NA,0.2144,0.1162,NA,97.84
Sliwinskietal2017,MasonicParkTuff,45.79,7.52,14.92,13.41,0.7573,1.5034,0.986,1.458,11.41,NA,0.2053,0.1228,NA,97.97
Sliwinskietal2017,MasonicParkTuff,46.15,6.94,14.46,13.58,0.8199,1.3545,0.8653,1.4448,11.52,NA,0.234,0.0865,NA,97.35
Sliwinskietal2017,MasonicParkTuff,46.74,7.14,14.65,13.54,0.7254,1.4287,0.8817,1.3707,11.48,NA,0.2068,0.142,NA,98.19
Sliwinskietal2017,MasonicParkTuff,47.31,7.15,14.64,13.66,0.6902,1.3857,0.8415,1.3842,11.71,NA,0.2212,0.1135,NA,98.99
Sliwinskietal2017,MasonicParkTuff,47.05,6.75,14.62,13.85,0.653,1.3497,0.7979,1.2933,11.42,NA,0.1606,0.1042,NA,97.96
Sliwinskietal2017,MasonicParkTuff,46.06,7.08,14.88,13.37,0.6787,1.4286,0.8317,1.3717,11.54,NA,0.19,0.1296,NA,97.46
Sliwinskietal2017,MasonicParkTuff,45.84,7.24,14.93,13.48,0.5674,1.4283,0.8702,1.3913,11.17,NA,0.1999,0.1244,NA,97.12
Sliwinskietal2017,MasonicParkTuff,45.82,7.29,14.83,13.31,0.7219,1.426,0.9377,1.331,11.49,NA,0.1982,0.1135,NA,97.36
Sliwinskietal2017,MasonicParkTuff,45.92,7.24,14.81,13.3,0.7084,1.3889,0.8903,1.4206,11.43,NA,0.1857,0.1271,NA,97.31
Sliwinskietal2017,MasonicParkTuff,45.61,7.29,14.79,13.13,0.7753,1.4243,0.9092,1.3692,11.78,NA,0.1735,0.1136,NA,97.27
Sliwinskietal2017,MasonicParkTuff,45.3,7.92,15.25,12.86,0.742,1.5309,1.0341,1.423,11.31,NA,0.1597,0.1305,NA,97.57
Sliwinskietal2017,MasonicParkTuff,44.87,7.31,15.49,11.93,0.6279,1.4835,1.0121,1.2516,10.54,NA,0.1931,0.133,NA,94.74
Sliwinskietal2017,MasonicParkTuff,45.31,7.48,15.06,13.24,0.6609,1.4686,0.8947,1.3635,11.57,NA,0.2532,0.1067,NA,97.28
Sliwinskietal2017,MasonicParkTuff,45.58,7.14,14.7,13.6,0.6487,1.3801,0.859,1.2599,11.64,NA,0.2621,0.103,NA,97.05
Sliwinskietal2017,MasonicParkTuff,46.77,6.32,13.84,14.01,0.7028,1.148,0.7556,1.1447,11.57,NA,0.2715,0.086,NA,96.5
Sliwinskietal2017,MasonicParkTuff,47.36,6.08,13.91,14.33,0.7503,1.1339,0.7355,1.1276,11.94,NA,0.2287,0.1156,NA,97.57
Sliwinskietal2017,MasonicParkTuff,46.33,6.54,13.96,13.72,0.6882,1.2098,0.7604,1.2436,11.67,NA,0.2557,0.0802,NA,96.33
Sliwinskietal2017,MasonicParkTuff,45.66,6.98,14.5,13.56,0.7265,1.3234,0.8298,1.2338,11.59,NA,0.2199,0.087,NA,96.59
Sliwinskietal2017,MasonicParkTuff,45.41,7.25,14.62,13.29,0.6716,1.4332,0.8698,1.2899,11.48,NA,0.2453,0.095,NA,96.53
Sliwinskietal2017,MasonicParkTuff,45.33,7.73,14.81,13.13,0.7217,1.4575,0.872,1.3897,11.92,NA,0.256,0.1311,NA,97.62
Sliwinskietal2017,MasonicParkTuff,45.36,7.53,14.93,13.33,0.6484,1.4474,0.9115,1.324,11.58,NA,0.2613,0.1046,NA,97.28
Sliwinskietal2017,MasonicParkTuff,46.63,6.75,14.06,13.95,0.6549,1.2666,0.7987,1.2664,11.72,NA,0.2529,0.0927,NA,97.31
Sliwinskietal2017,MasonicParkTuff,47.72,5.99,13.43,14.5,0.739,1.1106,0.6876,1.0577,11.62,NA,0.2557,0.0723,NA,97.05
Sliwinskietal2017,MasonicParkTuff,45.81,7.39,14.63,13.47,0.652,1.3156,0.8705,1.3407,11.65,NA,0.2462,0.1282,NA,97.37
Sliwinskietal2017,MasonicParkTuff,44.23,8.03,15.22,12.91,0.6559,1.5844,1.0053,1.4164,11.63,NA,0.2565,0.1659,NA,96.95
Sliwinskietal2017,MasonicParkTuff,45.2,7.44,14.71,13.4,0.6866,1.4404,0.8393,1.3734,11.58,NA,0.2763,0.106,NA,96.91
Sliwinskietal2017,MasonicParkTuff,46.59,6.55,13.74,14.12,0.7568,1.2257,0.7324,1.2106,11.8,NA,0.2529,0.0996,NA,96.95
Sliwinskietal2017,MasonicParkTuff,45.4,7.55,14.99,13.39,0.7096,1.4424,0.9242,1.3905,11.58,NA,0.2253,0.1146,NA,97.59
Sliwinskietal2017,MasonicParkTuff,45.72,7.39,14.46,13.47,0.6497,1.4423,0.8781,1.3597,11.55,NA,0.2351,0.1226,NA,97.16
Sliwinskietal2017,MasonicParkTuff,45.38,7.1,14.41,13.72,0.6608,1.3551,0.8261,1.3477,11.61,NA,0.2587,0.1253,NA,96.67
Sliwinskietal2017,MasonicParkTuff,46.47,6.45,13.84,14.14,0.6805,1.3057,0.7414,1.1601,11.76,NA,0.2577,0.1132,NA,96.79
Sliwinskietal2017,MasonicParkTuff,46.61,6.49,13.77,14.2,0.7012,1.2995,0.7098,1.2246,11.49,NA,0.2416,0.0832,NA,96.7
Sliwinskietal2017,MasonicParkTuff,47.42,6.05,13.52,14.52,0.6612,1.1757,0.6704,1.1162,11.64,NA,0.2329,0.0892,NA,96.98
Sliwinskietal2017,MasonicParkTuff,47.22,6.03,13.63,14.67,0.5967,1.1871,0.623,1.0954,11.66,NA,0.2428,0.0588,NA,96.9
Sliwinskietal2017,MasonicParkTuff,47.38,6.23,13.62,14.45,0.7492,1.267,0.6817,1.2285,11.76,NA,0.2353,0.0874,NA,97.58
Sliwinskietal2017,MasonicParkTuff,47.55,5.88,13.45,14.54,0.6326,1.1752,0.6324,1.1746,11.52,NA,0.2204,0.0603,NA,96.73
Sliwinskietal2017,MasonicParkTuff,47.74,5.88,13.19,14.64,0.6384,1.1219,0.6289,1.0587,11.63,NA,0.2552,0.0752,NA,96.74
Sliwinskietal2017,MasonicParkTuff,48.14,5.86,13.22,14.94,0.6208,1.1275,0.5966,1.1118,11.52,NA,0.2347,0.0867,NA,97.33
Sliwinskietal2017,MasonicParkTuff,46.39,6.34,13.42,14.33,0.6213,1.2281,0.7005,1.2732,11.81,NA,0.2115,0.0534,NA,96.28
Sliwinskietal2017,MasonicParkTuff,47.28,6.06,13.42,14.61,0.7255,1.1418,0.6889,1.1071,11.61,NA,0.2321,0.086,NA,96.84
Sliwinskietal2017,MasonicParkTuff,46.09,6.79,13.89,14.1,0.7051,1.3295,0.7855,1.2867,11.76,NA,0.2443,0.0901,NA,96.96
Sliwinskietal2017,MasonicParkTuff,44.51,7.67,14.62,13.36,0.7048,1.5286,0.89,1.3998,11.65,NA,0.2404,0.1333,NA,96.58
Sliwinskietal2017,MasonicParkTuff,45.59,7.39,14.46,13.67,0.6195,1.4931,0.9081,1.345,11.8,NA,0.2131,0.1164,NA,97.48
Sliwinskietal2017,MasonicParkTuff,47.54,6.27,13.46,14.41,0.646,1.1826,0.6768,1.2065,11.59,NA,0.2554,0.0601,NA,97.18
Sliwinskietal2017,MasonicParkTuff,47.52,6.15,13.07,14.58,0.6654,1.1883,0.703,1.1844,11.69,NA,0.2019,0.0929,NA,96.93
Sliwinskietal2017,MasonicParkTuff,46.95,6.05,13.65,14.23,0.6286,1.1716,0.6864,1.2004,11.77,NA,0,0.0934,NA,96.4
Sliwinskietal2017,MasonicParkTuff,47.3,6.09,13.97,14.36,0.6909,1.2238,0.6878,1.2334,11.71,NA,0,0.0813,NA,97.33
Sliwinskietal2017,MasonicParkTuff,47.77,6.02,13.62,14.29,0.7135,1.2145,0.6914,1.1919,11.56,NA,0,0.068,NA,97.12
Sliwinskietal2017,MasonicParkTuff,47.4,6.05,13.63,14.37,0.7009,1.1399,0.6835,1.2259,11.76,NA,0,0.0818,NA,97.02
Sliwinskietal2017,MasonicParkTuff,47.3,6.12,13.89,14.22,0.6935,1.1828,0.697,1.1839,11.78,NA,0,0.083,NA,97.13
Sliwinskietal2017,MasonicParkTuff,46.53,6.52,14.12,13.8,0.7153,1.2836,0.7163,1.2919,11.66,NA,0,0.0803,NA,96.69
Sliwinskietal2017,MasonicParkTuff,45.57,7.21,14.82,13.31,0.6568,1.4284,0.8812,1.3609,11.76,NA,0,0.1223,NA,97.1
Sliwinskietal2017,MasonicParkTuff,45.27,7.73,15,13.12,0.6408,1.5407,0.9199,1.4642,11.69,NA,0,0.157,NA,97.5
Sliwinskietal2017,MasonicParkTuff,46.27,7.13,14.69,13.53,0.6887,1.3907,0.8279,1.3509,11.61,NA,0,0.1197,NA,97.58
Sliwinskietal2017,MasonicParkTuff,46.87,6.7,14.3,13.79,0.6979,1.2347,0.7074,1.3425,11.63,NA,0,0.105,NA,97.35
Sliwinskietal2017,MasonicParkTuff,46.57,6.71,14.54,13.76,0.662,1.3232,0.7931,1.3228,11.78,NA,0,0.0819,NA,97.53
Sliwinskietal2017,MasonicParkTuff,46.14,6.74,14.41,13.71,0.6446,1.3643,0.7449,1.3269,11.78,NA,0,0.0781,NA,96.91
Sliwinskietal2017,MasonicParkTuff,45.76,7.23,14.75,13.37,0.6458,1.4305,0.8832,1.3846,11.81,NA,0,0.1322,NA,97.38
Sliwinskietal2017,MasonicParkTuff,46.83,6.41,14.1,14.05,0.6736,1.2113,0.7373,1.2614,11.66,NA,0,0.0888,NA,96.99
Sliwinskietal2017,MasonicParkTuff,44.98,7.83,15.07,13,0.7248,1.5963,0.9484,1.4579,11.87,NA,0,0.1144,NA,97.57
Sliwinskietal2017,MasonicParkTuff,44.85,7.69,15.23,12.81,0.6198,1.5797,0.9296,1.5512,11.64,NA,0,0.1416,NA,97.01
Sliwinskietal2017,MasonicParkTuff,47.33,6.29,14.15,14.35,0.6523,1.2157,0.6983,1.271,11.9,NA,0,0.1111,NA,97.94
Sliwinskietal2017,MasonicParkTuff,48.14,7.56,13.52,15.66,0.6473,1.1637,0.7032,1.8249,11.58,NA,0,0.1382,NA,100.89
Sliwinskietal2017,MasonicParkTuff,46.4,6.55,13.93,13.92,0.6267,1.2497,0.7871,1.3737,11.59,NA,0,0.0944,NA,96.49
Sliwinskietal2017,MasonicParkTuff,45.15,5.75,13.36,13.19,0.6355,1.2142,0.6473,1.1675,11.05,NA,0,0.0889,NA,92.23
Sliwinskietal2017,MasonicParkTuff,47.09,6.18,14.01,14.22,0.6522,1.2068,0.7116,1.3082,11.58,NA,0,0.1013,NA,97.05
Sliwinskietal2017,MasonicParkTuff,46.87,6.56,14.18,14.06,0.6752,1.2918,0.7069,1.3429,11.51,NA,0,0.0878,NA,97.25
Sliwinskietal2017,MasonicParkTuff,47.59,6.1,13.89,14.31,0.6301,1.1732,0.709,1.2256,11.53,NA,0,0.0932,NA,97.23
Sliwinskietal2017,MasonicParkTuff,45.04,7.43,15.03,13.15,0.6486,1.4956,0.8897,1.5145,11.57,NA,0,0.1321,NA,96.87
Sliwinskietal2017,MasonicParkTuff,45.57,7.22,14.8,13.31,0.5893,1.4096,0.8721,1.3949,11.62,NA,0,0.1229,NA,96.87
Sliwinskietal2017,MasonicParkTuff,47.53,6.16,13.91,14.26,0.6015,1.1954,0.7134,1.2217,11.66,NA,0,0.0918,NA,97.33
Sliwinskietal2017,MasonicParkTuff,46.36,6.49,14.27,13.8,0.6821,1.3119,0.7593,1.3368,11.47,NA,0,0.0944,NA,96.55
Sliwinskietal2017,MasonicParkTuff,45,7.52,15.14,13.21,0.6907,1.513,0.9177,1.469,11.7,NA,0,0.0982,NA,97.23
Sliwinskietal2017,MasonicParkTuff,45.03,7.64,15.01,13.1,0.6447,1.5308,0.9531,1.4914,11.63,NA,0,0.1241,NA,97.13
Sliwinskietal2017,MasonicParkTuff,46.15,6.6,14.13,13.67,0.6217,1.3024,0.7149,1.3564,11.57,NA,0,0.108,NA,96.19
Sliwinskietal2017,MasonicParkTuff,47.04,6.64,13.93,14.01,0.6666,1.3027,0.7682,1.3288,11.63,NA,0,0.1245,NA,97.42
Sliwinskietal2017,MasonicParkTuff,46.93,6.58,14.23,13.97,0.6218,1.2363,0.7607,1.2334,11.37,NA,0,0.1477,NA,97.05
Sliwinskietal2017,MasonicParkTuff,46.91,6.61,14.17,13.75,0.6235,1.245,0.7831,1.3014,11.88,NA,0,0.1029,NA,97.35
Sliwinskietal2017,MasonicParkTuff,45.55,7.52,14.46,13.24,0.6468,1.4904,0.9618,1.4433,11.53,NA,0,0.1202,NA,96.93
Sliwinskietal2017,MasonicParkTuff,44.85,7.87,15.28,12.93,0.6286,1.5613,0.984,1.5427,11.63,NA,0,0.1336,NA,97.39
Sliwinskietal2017,MasonicParkTuff,44.96,7.76,15.09,13.09,0.67,1.523,0.9517,1.4747,11.55,NA,0,0.1391,NA,97.19
Sliwinskietal2017,MasonicParkTuff,44.77,6.87,14.94,12.14,0.6222,1.3585,0.9083,1.0415,10.72,NA,0.1378,0.1134,NA,93.54
Sliwinskietal2017,MasonicParkTuff,46.58,6.94,14.4,13.65,0.5786,1.3304,0.7433,1.3279,11.61,NA,0,0.1015,NA,97.25
Sliwinskietal2017,MasonicParkTuff,46.91,6.33,13.69,14.3,0.6716,1.1844,0.7123,1.1937,11.81,NA,0,0.0767,NA,96.87
Sliwinskietal2017,MasonicParkTuff,45.18,8.03,15.05,13.1,0.6113,1.5481,0.9702,1.5304,11.58,NA,0,0.1242,NA,97.7
Sliwinskietal2017,MasonicParkTuff,44.78,7.96,14.97,12.96,0.6431,1.5517,0.9628,1.4878,11.76,NA,0,0.1459,NA,97.2
Sliwinskietal2017,MasonicParkTuff,45.99,7.5,14.8,13.53,0.5624,1.4569,0.9249,1.4538,11.75,NA,0,0.0984,NA,98.04
