DataSource,Eruption,Na2O_wt ,SiO2_wt ,CaO_wt   ,K2O_wt    ,Al2O3_wt  ,MgO_wt    ,FeO_wt,BaO_wt,TiO2_wt,SrO_wt,Total_wt
Curryetal2021a,NelsonMountainTuff,4.03,66.39,0.3761,9.98,18.9,NA,0.114,1.55,NA,NA,101.4116
Curryetal2021a,NelsonMountainTuff,4.29,66.49,0.4121,9.63,18.94,NA,0.1335,1.49,NA,NA,101.452
Curryetal2021a,NelsonMountainTuff,3.75,67.24,0.1577,10.8,18.36,NA,0.1391,0.7705,NA,NA,101.2598
Curryetal2021a,NelsonMountainTuff,3.81,67.23,0.1571,10.78,18.36,NA,0.157,0.7696,NA,NA,101.2973
Curryetal2021a,NelsonMountainTuff,3.75,67.35,0.1767,10.79,18.37,NA,0.1563,0.756,NA,NA,101.3921
Curryetal2021a,NelsonMountainTuff,3.78,67.39,0.1586,10.72,18.42,NA,0.1531,0.7264,NA,NA,101.3951
Curryetal2021a,NelsonMountainTuff,3.72,67.49,0.1766,10.9,18.3,NA,0.1404,0.6967,NA,NA,101.4604
Curryetal2021a,NelsonMountainTuff,3.82,67.54,0.1878,10.8,18.34,NA,0.1698,0.5513,NA,NA,101.4512
Curryetal2021a,NelsonMountainTuff,3.83,67.57,0.1947,10.79,18.3,NA,0.1303,0.5446,NA,NA,101.3869
Curryetal2021a,NelsonMountainTuff,3.8,67.27,0.1674,10.85,18.35,NA,0.1358,0.5675,NA,NA,101.1691
Curryetal2021a,NelsonMountainTuff,3.95,67.49,0.2133,10.67,18.39,NA,0.1214,0.5684,NA,NA,101.4321
Curryetal2021a,NelsonMountainTuff,3.93,67.27,0.2299,10.72,18.43,NA,0.1197,0.5873,NA,NA,101.3159
Curryetal2021a,NelsonMountainTuff,3.94,67.31,0.2492,10.59,18.46,NA,0.1146,0.5855,NA,NA,101.2886
Curryetal2021a,NelsonMountainTuff,3.85,67.43,0.2219,10.76,18.51,NA,0.1245,0.552,NA,NA,101.4838
Curryetal2021a,NelsonMountainTuff,3.91,67.26,0.2405,10.75,18.46,NA,0.1302,0.5283,NA,NA,101.322
Curryetal2021a,NelsonMountainTuff,3.88,67.46,0.2042,10.78,18.43,NA,0.1218,0.5248,NA,NA,101.4282
Curryetal2021a,NelsonMountainTuff,3.82,67.37,0.2254,10.73,18.54,NA,0.1196,0.5039,NA,NA,101.3421
Curryetal2021a,NelsonMountainTuff,3.78,67.48,0.199,10.77,18.29,NA,0.1204,0.4636,NA,NA,101.1475
Curryetal2021a,NelsonMountainTuff,3.73,67.67,0.2043,10.88,18.4,NA,0.1209,0.4514,NA,NA,101.4959
Curryetal2021a,NelsonMountainTuff,3.94,67.42,0.1975,10.83,18.37,NA,0.1366,0.4587,NA,NA,101.3955
Curryetal2021a,NelsonMountainTuff,3.8,67.45,0.2015,10.74,18.5,NA,0.1143,0.4613,NA,NA,101.299
Curryetal2021a,NelsonMountainTuff,3.86,67.58,0.1891,10.82,18.41,NA,0.1192,0.4634,NA,NA,101.4771
Curryetal2021a,NelsonMountainTuff,3.87,67.37,0.2342,10.77,18.47,NA,0.1282,0.5069,NA,NA,101.3734
Curryetal2021a,NelsonMountainTuff,3.81,67.34,0.181,10.88,18.25,NA,0.1358,0.4975,NA,NA,101.132
Curryetal2021a,NelsonMountainTuff,3.85,67.48,0.1859,10.9,18.25,NA,0.116,0.4664,NA,NA,101.2814
Curryetal2021a,NelsonMountainTuff,3.8,67.56,0.1713,10.95,18.34,NA,0.1223,0.4754,NA,NA,101.4519
Curryetal2021a,NelsonMountainTuff,3.75,67.51,0.1735,10.88,18.39,NA,0.1201,0.4866,NA,NA,101.351
Curryetal2021a,NelsonMountainTuff,3.78,67.53,0.1666,10.88,18.28,NA,0.1418,0.5059,NA,NA,101.3085
Curryetal2021a,NelsonMountainTuff,3.73,67.41,0.1848,10.88,18.35,NA,0.1178,0.5006,NA,NA,101.2117
Curryetal2021a,NelsonMountainTuff,3.69,67.43,0.1658,10.95,18.45,NA,0.1315,0.5159,NA,NA,101.3783
Curryetal2021a,NelsonMountainTuff,3.84,67.31,0.1941,10.81,18.51,NA,0.1088,0.6468,NA,NA,101.4781
Curryetal2021a,NelsonMountainTuff,3.81,67.13,0.2032,10.81,18.43,NA,0.1351,0.6647,NA,NA,101.2145
Curryetal2021a,NelsonMountainTuff,3.81,67.24,0.2111,10.85,18.44,NA,0.1382,0.7049,NA,NA,101.4347
Curryetal2021a,NelsonMountainTuff,3.88,66.96,0.264,10.6,18.57,NA,0.1257,0.844,NA,NA,101.2714
Curryetal2021a,NelsonMountainTuff,3.86,67.03,0.2246,10.58,18.61,NA,0.1231,0.93,NA,NA,101.4101
Curryetal2021a,NelsonMountainTuff,3.91,66.93,0.235,10.62,18.7,NA,0.1347,0.9215,NA,NA,101.4911
Curryetal2021a,NelsonMountainTuff,3.9,67.11,0.2125,10.61,18.61,NA,0.1239,0.8814,NA,NA,101.4856
Curryetal2021a,NelsonMountainTuff,3.95,66.98,0.221,10.56,18.63,NA,0.1534,0.9347,NA,NA,101.4802
Curryetal2021a,NelsonMountainTuff,3.75,66.77,0.22,10.66,18.43,NA,0.1393,0.8778,NA,NA,100.8885
Curryetal2021a,NelsonMountainTuff,3.77,67.04,0.2328,10.64,18.28,NA,0.1328,0.8629,NA,NA,100.9913
Curryetal2021a,NelsonMountainTuff,3.83,66.97,0.2327,10.64,18.47,NA,0.1209,0.8484,NA,NA,101.1594
Curryetal2021a,NelsonMountainTuff,3.92,67.08,0.2318,10.6,18.5,NA,0.1382,0.838,NA,NA,101.3585
Curryetal2021a,NelsonMountainTuff,3.85,66.99,0.2289,10.6,18.33,NA,0.1529,0.8798,NA,NA,101.0683
Curryetal2021a,NelsonMountainTuff,3.84,66.93,0.2212,10.61,18.19,NA,0.1498,0.9161,NA,NA,100.9077
Curryetal2021a,NelsonMountainTuff,3.84,66.43,0.2791,10.49,18.51,NA,0.1293,1.26,NA,NA,100.9903
Curryetal2021a,NelsonMountainTuff,3.74,66.05,0.3472,10.35,18.8,NA,0.1197,1.71,NA,NA,101.1758
Curryetal2021a,NelsonMountainTuff,3.72,66.1,0.3223,10.38,18.73,NA,0.1397,1.76,NA,NA,101.2198
Curryetal2021a,NelsonMountainTuff,3.72,65.94,0.2927,10.45,18.81,NA,0.1465,1.76,NA,NA,101.1768
Curryetal2021a,NelsonMountainTuff,3.69,66.05,0.3068,10.49,18.63,NA,0.1497,1.8,NA,NA,101.1887
Curryetal2021a,NelsonMountainTuff,3.68,66,0.2815,10.42,18.84,NA,0.1345,1.83,NA,NA,101.2471
Curryetal2021a,NelsonMountainTuff,3.73,65.86,0.2953,10.4,18.8,NA,0.132,1.83,NA,NA,101.111
Curryetal2021a,NelsonMountainTuff,3.69,65.9,0.2821,10.48,18.98,NA,0.1643,1.83,NA,NA,101.3955
Curryetal2021a,NelsonMountainTuff,3.87,66.12,0.2909,10.31,18.87,NA,0.1493,1.79,NA,NA,101.4624
Curryetal2021a,NelsonMountainTuff,3.8,66.05,0.3019,10.28,19.01,NA,0.1383,1.8,NA,NA,101.455
Curryetal2021a,NelsonMountainTuff,3.82,66.18,0.3228,10.31,18.88,NA,0.1534,1.76,NA,NA,101.4953
Curryetal2021a,NelsonMountainTuff,3.76,65.86,0.3165,10.28,18.82,NA,0.1566,1.74,NA,NA,100.9925
Curryetal2021a,NelsonMountainTuff,3.77,65.91,0.2956,10.41,18.89,NA,0.1356,1.79,NA,NA,101.2635
Curryetal2021a,NelsonMountainTuff,3.83,65.94,0.291,10.29,18.87,NA,0.1734,1.7,NA,NA,101.166
Curryetal2021a,NelsonMountainTuff,3.79,65.91,0.3102,10.28,18.89,NA,0.138,1.69,NA,NA,101.0821
Curryetal2021a,NelsonMountainTuff,3.87,66.2,0.312,10.32,18.86,NA,0.1536,1.66,NA,NA,101.4472
Curryetal2021a,NelsonMountainTuff,3.89,66.08,0.3133,10.27,18.88,NA,0.1517,1.67,NA,NA,101.3178
Curryetal2021a,NelsonMountainTuff,3.9,65.94,0.3148,10.26,18.86,NA,0.1459,1.64,NA,NA,101.1255
Curryetal2021a,NelsonMountainTuff,3.87,65.92,0.3368,10.18,18.89,NA,0.1447,1.64,NA,NA,101.0414
Curryetal2021a,NelsonMountainTuff,3.96,66.02,0.339,10.22,18.79,NA,0.1598,1.6,NA,NA,101.157
Curryetal2021a,NelsonMountainTuff,3.84,65.96,0.3342,10.19,18.89,NA,0.1539,1.59,NA,NA,101.0223
Curryetal2021a,NelsonMountainTuff,3.97,66.03,0.325,10.23,19.03,NA,0.1532,1.56,NA,NA,101.3687
Curryetal2021a,NelsonMountainTuff,3.98,66.07,0.306,10.25,18.93,NA,0.1547,1.58,NA,NA,101.3376
Curryetal2021a,NelsonMountainTuff,3.97,65.97,0.3327,10.26,18.96,NA,0.1377,1.57,NA,NA,101.2714
Curryetal2021a,NelsonMountainTuff,3.96,65.95,0.3087,10.2,18.99,NA,0.1503,1.59,NA,NA,101.2158
Curryetal2021a,NelsonMountainTuff,3.92,66.11,0.3066,10.26,18.94,NA,0.1534,1.59,NA,NA,101.3588
Curryetal2021a,NelsonMountainTuff,3.85,65.91,0.3058,10.28,18.87,NA,0.1632,1.55,NA,NA,100.9911
Curryetal2021a,NelsonMountainTuff,3.88,65.87,0.287,10.32,18.92,NA,0.1544,1.61,NA,NA,101.1104
Curryetal2021a,NelsonMountainTuff,3.9,65.37,0.3817,9.99,19.11,NA,0.1535,2.11,NA,NA,101.0903
Curryetal2021a,NelsonMountainTuff,3.91,65.19,0.3892,9.93,19.27,NA,0.1325,2.27,NA,NA,101.188
Curryetal2021a,NelsonMountainTuff,3.88,65.29,0.3675,9.97,19.27,NA,0.148,2.32,NA,NA,101.3367
Curryetal2021a,NelsonMountainTuff,3.85,65.41,0.3298,10.12,19.1,NA,0.1715,2.24,NA,NA,101.3112
Curryetal2021a,NelsonMountainTuff,3.88,65.49,0.3352,10.01,19.22,NA,0.1729,2.24,NA,NA,101.448
Curryetal2021a,NelsonMountainTuff,3.84,65.59,0.3337,10.02,19.07,NA,0.1597,2.22,NA,NA,101.3134
Curryetal2021a,NelsonMountainTuff,3.84,65.3,0.3325,10.04,19.2,NA,0.164,2.22,NA,NA,101.1648
Curryetal2021a,NelsonMountainTuff,3.96,65.46,0.3298,10.01,19.15,NA,0.1675,2.21,NA,NA,101.3643
Curryetal2021a,NelsonMountainTuff,3.89,65.4,0.3267,10.03,19.18,NA,0.1525,2.2,NA,NA,101.2723
Curryetal2021a,NelsonMountainTuff,3.89,65.34,0.3259,10.02,19.24,NA,0.1651,2.26,NA,NA,101.3206
Curryetal2021a,NelsonMountainTuff,3.89,65.37,0.3447,9.96,19.22,NA,0.1667,2.21,NA,NA,101.2343
Curryetal2021a,NelsonMountainTuff,3.88,65.42,0.3357,9.91,19.1,NA,0.1569,2.2,NA,NA,101.0839
Curryetal2021a,NelsonMountainTuff,3.99,65.53,0.3471,9.8,19.29,NA,0.1729,2.21,NA,NA,101.4141
Curryetal2021a,NelsonMountainTuff,3.91,65.52,0.3559,9.9,19.16,NA,0.1721,2.21,NA,NA,101.3124
Curryetal2021a,NelsonMountainTuff,3.89,65.24,0.3447,9.96,19.27,NA,0.1592,2.27,NA,NA,101.2152
Curryetal2021a,NelsonMountainTuff,3.72,64.17,0.3399,9.92,18.97,NA,0.1726,2.18,NA,NA,99.5524
Curryetal2021a,NelsonMountainTuff,3.74,64.98,0.3521,10.16,19.32,NA,0.1743,2.28,NA,NA,101.0761
Curryetal2021a,NelsonMountainTuff,3.28,63.81,0.2109,11.44,18.98,NA,0.1162,2.18,NA,NA,100.0459
Curryetal2021a,NelsonMountainTuff,3.29,63.82,0.2081,11.57,18.95,NA,0.1119,2.05,NA,NA,100.0278
Curryetal2021a,NelsonMountainTuff,3.25,63.8,0.2263,11.59,19.16,NA,0.1009,2.14,NA,NA,100.303
Curryetal2021a,NelsonMountainTuff,3.28,63.81,0.2029,11.56,19.15,NA,0.1374,2.01,NA,NA,100.1674
Curryetal2021a,NelsonMountainTuff,3.24,63.67,0.2189,11.64,19.19,NA,0.1144,2.02,NA,NA,100.1211
Curryetal2021a,NelsonMountainTuff,3.22,63.71,0.2137,11.73,19.08,NA,0.1144,1.9,NA,NA,100.0047
Curryetal2021a,NelsonMountainTuff,3.19,63.84,0.2085,11.82,18.93,NA,0.1402,1.77,NA,NA,99.9309
Curryetal2021a,NelsonMountainTuff,3.43,64.21,0.2832,11.55,18.94,NA,0.1255,1.77,NA,NA,100.3352
Curryetal2021a,NelsonMountainTuff,3.34,63.96,0.2429,11.57,19.11,NA,0.1088,1.92,NA,NA,100.271
Curryetal2021a,NelsonMountainTuff,3.54,63.96,0.2561,11.27,19,NA,0.102,1.95,NA,NA,100.1085
Curryetal2021a,NelsonMountainTuff,3.59,64.14,0.2346,11.08,19.28,NA,0.117,1.9,NA,NA,100.3847
Curryetal2021a,NelsonMountainTuff,3.24,64.06,0.2417,11.67,18.92,NA,0.1262,1.88,NA,NA,100.1766
Curryetal2021a,NelsonMountainTuff,3.2,63.92,0.2344,11.88,19.07,NA,0.1124,1.95,NA,NA,100.4049
Curryetal2021a,NelsonMountainTuff,2.95,64.03,0.2113,12.16,19.15,NA,0.1188,1.99,NA,NA,100.6387
Curryetal2021a,NelsonMountainTuff,3.22,64.1,0.2269,11.71,19.14,NA,0.1153,1.95,NA,NA,100.4954
Curryetal2021a,NelsonMountainTuff,3.76,64.76,0.2626,11.29,18.71,NA,0.1405,1.18,NA,NA,100.1494
Curryetal2021a,NelsonMountainTuff,3.75,64.89,0.2124,11.33,18.85,NA,0.1391,1.23,NA,NA,100.4347
Curryetal2021a,NelsonMountainTuff,3.75,64.52,0.2346,11.24,18.81,NA,0.1299,1.0966,NA,NA,99.8016
Curryetal2021a,NelsonMountainTuff,3.7,64.45,0.2205,11.29,18.77,NA,0.1298,1.34,NA,NA,99.9371
Curryetal2021a,NelsonMountainTuff,3.47,64.05,0.2342,11.51,19.02,NA,0.1454,1.53,NA,NA,99.9939
Curryetal2021a,NelsonMountainTuff,3.6,64.12,0.2461,11.39,18.96,NA,0.1305,1.53,NA,NA,100.0136
Curryetal2021a,NelsonMountainTuff,3.58,64.5,0.2177,11.57,18.76,NA,0.127,1.14,NA,NA,99.9311
Curryetal2021a,NelsonMountainTuff,3.64,64.34,0.2845,11.42,18.68,NA,0.1369,1.14,NA,NA,99.6628
Curryetal2021a,NelsonMountainTuff,3.46,64.52,0.3203,11.67,18.71,NA,0.1459,0.7647,NA,NA,99.6065
Curryetal2021a,NelsonMountainTuff,3.29,64.75,0.3235,12.03,18.79,NA,0.1335,0.8496,NA,NA,100.1899
Curryetal2021a,NelsonMountainTuff,3.38,64.55,0.3018,11.76,18.61,NA,0.1549,0.8994,NA,NA,99.6723
Curryetal2021a,NelsonMountainTuff,3.41,64.56,0.2946,11.79,18.73,NA,0.1408,0.7818,NA,NA,99.7223
Curryetal2021a,NelsonMountainTuff,3.49,64.66,0.3071,11.67,18.78,NA,0.1591,0.9138,NA,NA,99.9948
Curryetal2021a,NelsonMountainTuff,3.46,64.33,0.2177,11.67,19.1,NA,0.1059,1.65,NA,NA,100.5569
Curryetal2021a,NelsonMountainTuff,3.5,64.09,0.2245,11.54,19.22,NA,0.113,1.82,NA,NA,100.5331
Curryetal2021a,NelsonMountainTuff,3.49,63.87,0.2232,11.67,19,NA,0.1104,1.6,NA,NA,100.0043
Curryetal2021a,NelsonMountainTuff,3.46,64.13,0.2309,11.67,18.94,NA,0.1079,1.57,NA,NA,100.1223
Curryetal2021a,NelsonMountainTuff,3.41,64.07,0.2141,11.76,19.04,NA,0.1214,1.42,NA,NA,100.0612
Curryetal2021a,NelsonMountainTuff,3.31,64.16,0.2086,11.84,19,NA,0.1362,1.41,NA,NA,100.105
Curryetal2021a,NelsonMountainTuff,3.46,64.19,0.2606,11.7,19.08,NA,0.1277,1.42,NA,NA,100.2549
Curryetal2021a,NelsonMountainTuff,3.49,64.14,0.2929,11.63,19.15,NA,0.1423,1.5,NA,NA,100.3737
Curryetal2021a,NelsonMountainTuff,3.46,64.31,0.2635,11.68,19.05,NA,0.114,1.44,NA,NA,100.3653
Curryetal2021a,NelsonMountainTuff,3.48,64.33,0.2497,11.73,18.98,NA,0.1222,1.48,NA,NA,100.3943
Curryetal2021a,NelsonMountainTuff,3.41,64.41,0.277,11.68,19.11,NA,0.1215,1.41,NA,NA,100.4378
Curryetal2021a,NelsonMountainTuff,3.41,64.33,0.2725,11.72,19.1,NA,0.125,1.33,NA,NA,100.3113
Curryetal2021a,NelsonMountainTuff,3.28,64.33,0.2312,11.96,19.19,NA,0.107,1.4,NA,NA,100.5033
Curryetal2021a,NelsonMountainTuff,3.4,64.3,0.2538,11.71,19.23,NA,0.1457,1.35,NA,NA,100.3972
Curryetal2021a,NelsonMountainTuff,3.28,63.62,0.2146,11.71,19.08,NA,0.1168,1.95,NA,NA,99.994
Curryetal2021a,NelsonMountainTuff,3.27,64.28,0.216,11.75,19.36,NA,0.1214,1.85,NA,NA,100.9061
Curryetal2021a,NelsonMountainTuff,3.22,64.26,0.2079,11.78,19.35,NA,0.1317,1.99,NA,NA,100.9856
Curryetal2021a,NelsonMountainTuff,3.3,63.98,0.2124,11.64,19.32,NA,0.1302,2.05,NA,NA,100.6916
Curryetal2021a,NelsonMountainTuff,3.31,64.21,0.2272,11.68,18.99,NA,0.1278,2.07,NA,NA,100.6533
Curryetal2021a,NelsonMountainTuff,3.35,64.22,0.236,11.63,19.25,NA,0.1221,2.04,NA,NA,100.8854
Curryetal2021a,NelsonMountainTuff,3.36,64.19,0.2675,11.69,19.04,NA,0.1215,1.84,NA,NA,100.5278
Curryetal2021a,NelsonMountainTuff,3.4,64.18,0.3325,11.57,19.18,NA,0.1422,1.68,NA,NA,100.5138
Curryetal2021a,NelsonMountainTuff,3.42,64.15,0.237,11.29,19.07,NA,0.1163,1.86,NA,NA,100.203
Curryetal2021a,NelsonMountainTuff,3.43,64.34,0.237,11.27,18.9,NA,0.1235,1.7,NA,NA,100.0264
Curryetal2021a,NelsonMountainTuff,3.44,64.36,0.2255,11.44,19.12,NA,0.1385,1.64,NA,NA,100.4029
Curryetal2021a,NelsonMountainTuff,3.41,64.47,0.2245,11.51,19.13,NA,0.0967,1.51,NA,NA,100.3568
Curryetal2021a,NelsonMountainTuff,3.41,64.43,0.2304,11.5,19.07,NA,0.1156,1.46,NA,NA,100.2338
Curryetal2021a,NelsonMountainTuff,3.35,64.65,0.2137,11.7,19.03,NA,0.1002,1.2,NA,NA,100.278
Curryetal2021a,NelsonMountainTuff,3.37,64.09,0.2573,11.46,18.92,NA,0.0984,1.78,NA,NA,100.0018
Curryetal2021a,NelsonMountainTuff,3.29,64.68,0.2119,11.66,19.02,NA,0.1208,1.37,NA,NA,100.38
Curryetal2021a,NelsonMountainTuff,3.41,64.81,0.2324,11.72,19.01,NA,0.0902,1.24,NA,NA,100.5387
Curryetal2021a,NelsonMountainTuff,3.4,64.98,0.2044,11.85,18.69,NA,0.1147,0.7458,NA,NA,99.9991
Curryetal2021a,NelsonMountainTuff,3.3,65.45,0.1596,11.82,18.81,NA,0.0968,0.8736,NA,NA,100.5206
Curryetal2021a,NelsonMountainTuff,3.33,64.33,0.2054,11.47,19.18,NA,0.0888,1.95,NA,NA,100.5849
Curryetal2021a,NelsonMountainTuff,3.34,64.26,0.2088,11.43,18.96,NA,0.1136,1.77,NA,NA,100.096
Curryetal2021a,NelsonMountainTuff,3.27,64.48,0.2022,11.38,19.07,NA,0.0977,1.7,NA,NA,100.2128
Curryetal2021a,NelsonMountainTuff,3.41,64.47,0.2437,11.3,18.96,NA,0.1105,1.62,NA,NA,100.1482
Curryetal2021a,NelsonMountainTuff,3.66,64.71,0.2669,11.35,19.05,NA,0.1499,1.32,NA,NA,100.531
Curryetal2021a,NelsonMountainTuff,3.76,63.78,0.2643,10.89,19.16,NA,0.1368,2.06,NA,NA,100.0933
Curryetal2021a,NelsonMountainTuff,3.71,63.95,0.2566,11.06,19.17,NA,0.1521,1.9,NA,NA,100.2352
Curryetal2021a,NelsonMountainTuff,3.77,64.43,0.2196,11.23,18.88,NA,0.131,1.25,NA,NA,99.9372
Curryetal2021a,NelsonMountainTuff,3.8,64.57,0.2299,11.29,18.99,NA,0.158,1.2,NA,NA,100.2717
Curryetal2021a,NelsonMountainTuff,3.81,64.74,0.2078,11.38,18.77,NA,0.1171,1.0752,NA,NA,100.132
Curryetal2021a,NelsonMountainTuff,3.77,65.09,0.2004,11.45,18.86,NA,0.1403,0.7739,NA,NA,100.2895
Curryetal2021a,NelsonMountainTuff,3.74,64.58,0.1958,11.46,18.47,NA,0.114,0.675,NA,NA,99.2493
Curryetal2021a,NelsonMountainTuff,3.7,64.76,0.2399,11.52,18.85,NA,0.1278,0.935,NA,NA,100.1591
Curryetal2021a,NelsonMountainTuff,3.56,64.65,0.2608,11.7,18.91,NA,0.1357,0.7951,NA,NA,100.0263
Curryetal2021a,RatCreekTuff,4.02,66.7,0.239,10.25,18.28,NA,0.111,0.9908,NA,NA,100.6258
Curryetal2021a,RatCreekTuff,4.31,66.61,0.2324,9.9,18.95,NA,0.1358,1.18,NA,NA,101.362
Curryetal2021a,RatCreekTuff,4.54,66.5,0.3165,9.41,18.65,NA,0.1167,1.28,NA,NA,100.8727
Curryetal2021a,RatCreekTuff,4.58,65.06,0.3552,9.11,18.38,NA,0.1243,1.1083,NA,NA,98.7655
Curryetal2021a,RatCreekTuff,4.65,66.71,0.3538,9.27,18.92,NA,0.1477,1.39,NA,NA,101.4973
Curryetal2021a,RatCreekTuff,4.63,66.67,0.327,9.39,18.83,NA,0.1318,1.27,NA,NA,101.3155
Curryetal2021a,RatCreekTuff,4.81,66.55,0.3613,8.99,18.67,NA,0.1504,1.37,NA,NA,100.966
Curryetal2021a,RatCreekTuff,3.73,66.41,0.3063,10.61,18.6,NA,0.1274,1.31,NA,NA,101.1643
Curryetal2021a,RatCreekTuff,4.88,66.87,0.408,8.9,18.85,NA,0.1206,1.25,NA,NA,101.3309
Curryetal2021a,RatCreekTuff,4.83,66.92,0.3767,8.98,18.86,NA,0.1351,1.26,NA,NA,101.4246
Curryetal2021a,RatCreekTuff,4.08,66.7,0.2641,10.35,18.84,NA,0.1268,0.9125,NA,NA,101.3174
Curryetal2021a,RatCreekTuff,4.95,67.01,0.3622,8.86,18.9,NA,0.1517,1.2,NA,NA,101.4898
Curryetal2021a,RatCreekTuff,4.6,66.82,0.3351,9.42,18.71,NA,0.1491,1.2,NA,NA,101.2998
Curryetal2021a,RatCreekTuff,3.37,66.47,0.2528,11.04,18.75,NA,0.1429,1.29,NA,NA,101.3673
Curryetal2021a,RatCreekTuff,4.16,66.69,0.248,10.27,18.89,NA,0.1462,0.9411,NA,NA,101.4
Curryetal2021a,RatCreekTuff,4.01,66.69,0.2613,10.44,18.9,NA,0.1211,0.9972,NA,NA,101.4724
Curryetal2021a,RatCreekTuff,4.4,65.64,0.3203,9.21,18.99,NA,0.154,2.61,NA,NA,101.4038
Curryetal2021a,RatCreekTuff,4.13,65.41,0.2984,9.59,18.93,NA,0.1717,2.64,NA,NA,101.2551
Curryetal2021a,RatCreekTuff,4.05,65.34,0.3036,9.66,19.02,NA,0.1379,2.66,NA,NA,101.2533
Curryetal2021a,RatCreekTuff,4.01,65.26,0.3062,9.6,19.1,NA,0.1389,2.69,NA,NA,101.2004
Curryetal2021a,RatCreekTuff,4.05,65.42,0.287,9.71,18.92,NA,0.1641,2.55,NA,NA,101.1687
Curryetal2021a,RatCreekTuff,4.12,65.51,0.2977,9.63,18.84,NA,0.1533,2.44,NA,NA,101.0723
Curryetal2021a,RatCreekTuff,4.09,65.1,0.3375,9.43,19.08,NA,0.1561,2.89,NA,NA,101.1699
Curryetal2021a,RatCreekTuff,4.02,64.74,0.3475,9.45,19.27,NA,0.1464,3.21,NA,NA,101.2845
Curryetal2021a,RatCreekTuff,3.92,64.55,0.3204,9.52,19.09,NA,0.1723,3.13,NA,NA,100.7996
Curryetal2021a,RatCreekTuff,3.98,64.8,0.3482,9.63,19.25,NA,0.1626,3.09,NA,NA,101.3797
Curryetal2021a,RatCreekTuff,3.95,65.56,0.3387,9.8,19.06,NA,0.1657,2.28,NA,NA,101.2185
Curryetal2021a,RatCreekTuff,4.08,65.69,0.3401,9.88,19.09,NA,0.1522,2.14,NA,NA,101.4484
Curryetal2021a,RatCreekTuff,4.09,66.46,0.2869,10.23,18.72,NA,0.1431,1.35,NA,NA,101.3354
Curryetal2021a,RatCreekTuff,4.04,66.69,0.2829,10.21,18.62,NA,0.1341,1.31,NA,NA,101.3534
Curryetal2021a,RatCreekTuff,4.07,66.61,0.2684,10.24,18.77,NA,0.1324,1.22,NA,NA,101.3633
Curryetal2021a,RatCreekTuff,4.02,66.62,0.2642,10.27,18.75,NA,0.1247,1.2,NA,NA,101.2957
Curryetal2021a,RatCreekTuff,4.07,66.76,0.2822,10.31,18.67,NA,0.116,1.116,NA,NA,101.3766
Curryetal2021a,RatCreekTuff,4.05,66.63,0.269,10.28,18.79,NA,0.1461,1.25,NA,NA,101.4763
Curryetal2021a,RatCreekTuff,4.06,66.73,0.2564,10.38,18.7,NA,0.1459,1.13,NA,NA,101.4546
Curryetal2021a,RatCreekTuff,4.06,66.79,0.2693,10.38,18.66,NA,0.1279,1.14,NA,NA,101.4906
Curryetal2021a,RatCreekTuff,4.5,67.02,0.2794,9.83,18.75,NA,0.1313,0.7718,NA,NA,101.3315
Curryetal2021a,RatCreekTuff,4.61,66.88,0.276,9.54,18.9,NA,0.1447,0.763,NA,NA,101.1565
Curryetal2021a,RatCreekTuff,4.05,64.39,0.2775,10.76,19.39,NA,0.1307,1.78,NA,NA,100.8118
Curryetal2021a,RatCreekTuff,3.99,64.4,0.2754,10.9,19.18,NA,0.1114,1.65,NA,NA,100.5369
Curryetal2021a,RatCreekTuff,4,64.72,0.2708,11.03,19.28,NA,0.1459,1.65,NA,NA,101.1367
Curryetal2021a,RatCreekTuff,4.03,64.63,0.2577,10.84,19.24,NA,0.1189,1.85,NA,NA,101.0041
Curryetal2021a,RatCreekTuff,4.05,64.62,0.2943,10.9,19.38,NA,0.1303,1.75,NA,NA,101.1656
Curryetal2021a,RatCreekTuff,4.04,64.76,0.2804,10.9,19.31,NA,0.1152,1.64,NA,NA,101.0698
Curryetal2021a,RatCreekTuff,4.02,64.88,0.2815,10.91,19.45,NA,0.1219,1.55,NA,NA,101.2536
Curryetal2021a,RatCreekTuff,3.99,65.07,0.2859,10.82,19.4,NA,0.1223,1.42,NA,NA,101.1214
Curryetal2021a,RatCreekTuff,4.12,64.9,0.2796,10.93,19.26,NA,0.1166,1.35,NA,NA,101.0067
Curryetal2021a,RatCreekTuff,4.07,64.97,0.2823,11.04,18.95,NA,0.1195,1.24,NA,NA,100.695
Curryetal2021a,RatCreekTuff,4.55,64.9,0.2957,10.19,19.28,NA,0.1248,1.36,NA,NA,100.7171
Curryetal2021a,RatCreekTuff,4.11,65.07,0.2495,11.07,19.2,NA,0.1241,1.19,NA,NA,101.0389
Curryetal2021a,RatCreekTuff,4.08,65.21,0.2782,11.06,19.01,NA,0.1159,1.12,NA,NA,100.89
Curryetal2021a,RatCreekTuff,4.13,65.36,0.268,11.16,19.08,NA,0.1196,0.8481,NA,NA,100.9812
Curryetal2021a,RatCreekTuff,4.7,65.37,0.2711,10.2,19.18,NA,0.1391,1.15,NA,NA,101.0336
Curryetal2021a,RatCreekTuff,5,65.64,0.3614,9.63,19.36,NA,0.143,1.0078,NA,NA,101.1659
Curryetal2021a,RatCreekTuff,5.37,65.73,0.3578,9.03,19.21,NA,0.1263,0.9927,NA,NA,100.8468
