DataSource,Eruption,Na2O_wt ,SiO2_wt ,CaO_wt   ,K2O_wt    ,Al2O3_wt  ,MgO_wt    ,FeO_wt,BaO_wt,TiO2_wt,SrO_wt,Total_wt
Bachmannetal2002,FishCanyonTuff,2.88,64.27,0.29,11.71,18.71,NA,NA,1.61,NA,NA,99.59
Bachmannetal2002,FishCanyonTuff,1.81,63.64,0.15,13.42,18.31,NA,NA,1.13,NA,NA,98.66
Bachmannetal2002,FishCanyonTuff,2.72,64.35,0.2,12.08,18.76,NA,NA,1.08,NA,NA,99.39
Bachmannetal2002_2005,FishCanyonTuff,2.56,64.3,0.19,12.39,18.72,0,0,0.67,NA,NA,98.89
Bachmannetal2002_2005,FishCanyonTuff,2.29,63.77,0.14,12.39,18.93,0,0,1.74,NA,NA,99.39
Bachmannetal2002_2005,FishCanyonTuff,2.57,64.26,0.13,12.17,19.03,0,0,1.59,NA,NA,99.87
Bachmannetal2002_2005,FishCanyonTuff,2.97,64.13,0.2,11.71,19.2,0,0,1.84,NA,NA,100.16
Bachmannetal2002_2005,FishCanyonTuff,2.5,63.8,0.24,12.53,18.87,0.03,0,1.01,NA,NA,99.28
Bachmannetal2002_2005,FishCanyonTuff,2.66,64.7,0.2,12.34,19.05,0.03,0,0.92,NA,NA,100.05
Bachmannetal2002_2005,FishCanyonTuff,2.74,64.54,0.18,12.6,18.94,0.01,0,0.77,NA,NA,99.89
Bachmannetal2002_2005,FishCanyonTuff,2.55,64.68,0.24,12.32,18.98,0,0,0.82,NA,NA,99.73
Bachmannetal2002_2005,FishCanyonTuff,2.25,63.37,0.23,12.46,18.98,0,0,1.7,NA,NA,99.15
Bachmannetal2002_2005,FishCanyonTuff,2.34,64.91,0.23,12.68,18.76,0,0,0.58,NA,NA,99.62
Bachmannetal2002_2005,FishCanyonTuff,2.71,64.3,0.14,12.09,19.07,0.01,0,1.58,NA,NA,100.04
Bachmannetal2002_2005,FishCanyonTuff,2.75,63.95,0.19,11.84,19.12,0,0,1.64,NA,NA,99.63
Bachmannetal2002_2005,FishCanyonTuff,2.81,64.2,0.1,12.14,18.83,0,0,0.99,NA,NA,99.18
Bachmannetal2002_2005,FishCanyonTuff,2.91,64.09,0.14,11.48,19.21,0.01,0,1.82,NA,NA,99.8
Bachmannetal2002_2005,FishCanyonTuff,2.84,64.16,0.17,11.83,18.9,0,0,1.64,NA,NA,99.64
Bachmannetal2002_2005,FishCanyonTuff,2.63,64.06,0.11,11.93,18.97,0.01,0,1.6,NA,NA,99.44
Bachmannetal2002_2005,FishCanyonTuff,2.2,63.93,0.27,12.63,18.98,0,0,1.08,NA,NA,99.21
Bachmannetal2002_2005,FishCanyonTuff,2.23,63.65,0.18,12.75,19.01,0,0,1.48,NA,NA,99.42
Bachmannetal2002_2005,FishCanyonTuff,2.669,64.586,0.168,12.49,18.636,0,0,1.011,NA,NA,96.891
Bachmannetal2002_2005,FishCanyonTuff,2.14,64.982,0.157,13.011,18.19,0.012,0.275,0.842,NA,NA,97.469
Bachmannetal2002_2005,FishCanyonTuff,2.803,64.042,0.272,11.935,18.657,0,0.032,1.394,NA,NA,96.332
Bachmannetal2002_2005,FishCanyonTuff,2.571,63.88,0.242,12.46,18.71,0,0.208,1.302,NA,NA,96.802
Bachmannetal2002_2005,FishCanyonTuff,2.717,63.704,0.183,12.118,18.816,0,0.067,1.493,NA,NA,96.381
Bachmannetal2002_2005,FishCanyonTuff,2.934,62.945,0.242,11.979,18.703,0,0.122,1.794,NA,NA,95.785
Bachmannetal2002_2005,FishCanyonTuff,2.722,64.155,0.198,12.209,18.755,0.01,0.197,1.64,NA,NA,97.164
Bachmannetal2002_2005,FishCanyonTuff,2.638,63.973,0.175,12.206,18.693,0,0.173,1.417,NA,NA,96.637
Bachmannetal2002_2005,FishCanyonTuff,2.691,64.592,0.153,12.408,18.456,0.019,0,0.932,NA,NA,96.56
Bachmannetal2002_2005,FishCanyonTuff,2.843,64.287,0.155,12.118,18.77,0,0.096,1.163,NA,NA,96.589
Bachmannetal2002_2005,FishCanyonTuff,2.762,64.496,0.218,12.118,18.912,0.002,0.104,0.978,NA,NA,96.828
Bachmannetal2002_2005,FishCanyonTuff,2.636,63.896,0.222,12.057,18.981,0.009,0.027,1.555,NA,NA,96.747
Bachmannetal2002_2005,FishCanyonTuff,2.504,63.612,0.233,12.333,18.848,0.002,0,1.362,NA,NA,96.39
Bachmannetal2002_2005,FishCanyonTuff,2.71,64.623,0.155,12.342,18.564,0,0.194,1.06,NA,NA,96.938
Bachmannetal2002_2005,FishCanyonTuff,2.671,64.893,0.152,12.398,18.472,0.012,0.13,0.979,NA,NA,97.036
Bachmannetal2002_2005,FishCanyonTuff,2.665,64.531,0.141,12.251,18.504,0.004,0.185,0.908,NA,NA,96.524
Bachmannetal2002_2005,FishCanyonTuff,2.63,64.425,0.16,12.555,18.338,0.004,0.145,0.987,NA,NA,96.614
Bachmannetal2002_2005,FishCanyonTuff,2.781,64.725,0.175,12.365,18.334,0,0.187,0.793,NA,NA,96.579
Bachmannetal2002_2005,FishCanyonTuff,2.665,64.532,0.181,12.181,18.355,0.01,0,0.887,NA,NA,96.146
Bachmannetal2002_2005,FishCanyonTuff,2.819,64.734,0.16,12.59,18.517,0,0.24,0.904,NA,NA,97.145
Bachmannetal2002_2005,FishCanyonTuff,2.748,64.7,0.193,12.552,18.496,0,0.101,0.649,NA,NA,96.691
Bachmannetal2002_2005,FishCanyonTuff,2.744,64.818,0.206,12.452,18.506,0,0.187,0.684,NA,NA,96.853
Bachmannetal2002_2005,FishCanyonTuff,2.771,65.049,0.177,12.467,18.275,0.001,0.095,0.793,NA,NA,96.857
Bachmannetal2002_2005,FishCanyonTuff,2.586,64.346,0.161,12.51,18.751,0,0.104,1.269,NA,NA,97.141
Bachmannetal2002_2005,FishCanyonTuff,2.743,64.552,0.203,12.453,18.423,0,0.21,0.729,NA,NA,96.57
Bachmannetal2002_2005,FishCanyonTuff,2.715,64.766,0.215,12.522,18.46,0.016,0.072,0.805,NA,NA,96.856
Bachmannetal2002_2005,FishCanyonTuff,2.674,64.964,0.166,12.302,18.343,0,0.117,0.629,NA,NA,96.521
Bachmannetal2002_2005,FishCanyonTuff,2.459,64.875,0.177,13.034,18.434,0.009,0.081,0.831,NA,NA,97.441
Bachmannetal2002_2005,FishCanyonTuff,2.825,64.77,0.141,12.398,18.216,0,0,0.837,NA,NA,96.362
Bachmannetal2002_2005,FishCanyonTuff,2.799,64.94,0.182,12.296,18.48,0,0.043,0.921,NA,NA,96.862
Bachmannetal2002_2005,FishCanyonTuff,2.671,64.295,0.241,12.168,18.702,0.006,0.176,1.385,NA,NA,96.973
Bachmannetal2002_2005,FishCanyonTuff,2.64,63.717,0.296,12.17,18.697,0,0.067,1.346,NA,NA,96.293
Bachmannetal2002_2005,FishCanyonTuff,2.777,64.185,0.209,12.017,19.055,0,0.226,1.298,NA,NA,96.99
Bachmannetal2002_2005,FishCanyonTuff,2.8,63.935,0.248,11.954,18.884,0,0.232,1.472,NA,NA,96.725
Bachmannetal2002_2005,FishCanyonTuff,2.753,63.717,0.288,11.898,18.872,0.021,0.115,1.436,NA,NA,96.347
Bachmannetal2002_2005,FishCanyonTuff,2.877,64.051,0.24,12.217,18.622,0.001,0.164,1.379,NA,NA,96.674
Bachmannetal2002_2005,FishCanyonTuff,2.836,64.895,0.16,12.331,18.504,0,0.119,0.968,NA,NA,96.977
Bachmannetal2002_2005,FishCanyonTuff,2.747,64.464,0.162,11.819,18.672,0,0.109,1.774,NA,NA,97
Bachmannetal2002_2005,FishCanyonTuff,2.746,63.874,0.172,12.083,18.741,0.012,0.037,1.751,NA,NA,96.67
Bachmannetal2002_2005,FishCanyonTuff,2.551,64.243,0.198,12.141,18.826,0.014,0.08,1.898,NA,NA,97.4
Bachmannetal2002_2005,FishCanyonTuff,2.667,64.346,0.233,12.046,18.961,0.015,0.06,1.863,NA,NA,97.524
Bachmannetal2002_2005,FishCanyonTuff,2.729,64.012,0.159,12.022,18.771,0.02,0.273,1.634,NA,NA,96.891
Bachmannetal2002_2005,FishCanyonTuff,2.695,64.165,0.215,12.002,18.559,0,0.086,1.697,NA,NA,96.724
Bachmannetal2002_2005,FishCanyonTuff,2.679,64.02,0.24,12.083,18.676,0,0.107,1.888,NA,NA,97.014
Bachmannetal2002_2005,FishCanyonTuff,2.615,64.276,0.215,11.931,18.67,0,0.252,1.594,NA,NA,96.938
Bachmannetal2002_2005,FishCanyonTuff,2.628,64.594,0.168,12.316,18.661,0.018,0.154,1.235,NA,NA,97.146
Bachmannetal2002_2005,FishCanyonTuff,2.573,65.26,0.15,12.43,18.812,0.01,0.221,1.109,NA,NA,97.992
Bachmannetal2002_2005,FishCanyonTuff,2.672,64.952,0.156,12.248,18.639,0.004,0.166,1.265,NA,NA,97.43
Bachmannetal2002_2005,FishCanyonTuff,2.767,64.514,0.242,12.202,18.591,0.002,0.038,1.248,NA,NA,96.837
Bachmannetal2002_2005,FishCanyonTuff,2.745,64.835,0.225,12.112,18.812,0,0.27,1.189,NA,NA,97.443
Bachmannetal2002_2005,FishCanyonTuff,2.877,64.699,0.23,12.255,18.61,0,0,1.447,NA,NA,97.241
Bachmannetal2002_2005,FishCanyonTuff,2.836,64.484,0.196,12.067,18.736,0,0.121,1.628,NA,NA,97.232
Bachmannetal2002_2005,FishCanyonTuff,2.75,64.591,0.187,11.983,18.729,0.028,0.035,1.587,NA,NA,97.14
Bachmannetal2002_2005,FishCanyonTuff,2.652,64.336,0.178,12.226,18.539,0,0.104,1.552,NA,NA,96.935
Bachmannetal2002_2005,FishCanyonTuff,2.682,64.149,0.183,12.008,18.756,0.012,0.172,1.663,NA,NA,96.943
Bachmannetal2002_2005,FishCanyonTuff,2.858,65.451,0.216,12.523,18.405,0.006,0.267,0.355,NA,NA,97.223
Bachmannetal2002_2005,FishCanyonTuff,2.395,64.793,0.252,12.557,18.639,0.015,0.16,1.258,NA,NA,97.674
Bachmannetal2002_2005,FishCanyonTuff,2.798,63.846,0.204,11.81,18.865,0.01,0.115,1.989,NA,NA,96.839
Bachmannetal2002_2005,FishCanyonTuff,2.81,63.886,0.23,11.828,19.098,0.01,0.135,1.733,NA,NA,96.92
Bachmannetal2002_2005,FishCanyonTuff,2.849,65.212,0.188,12.486,18.308,0,0.104,0.378,NA,NA,96.676
Bachmannetal2002_2005,FishCanyonTuff,2.727,65.363,0.178,12.688,18.163,0,0.005,0.382,NA,NA,96.779
Bachmannetal2002_2005,FishCanyonTuff,2.362,65.426,0.179,13.019,18.364,0.01,0.18,0.294,NA,NA,97.472
Bachmannetal2002_2005,FishCanyonTuff,2.339,65.209,0.218,13.118,18.115,0,0.202,0.271,NA,NA,97.133
Bachmannetal2002_2005,FishCanyonTuff,2.646,65.453,0.168,12.71,18.406,0.022,0,0.415,NA,NA,97.174
Bachmannetal2002_2005,FishCanyonTuff,2.856,65.03,0.174,12.521,18.099,0.009,0,0.365,NA,NA,96.198
Bachmannetal2002_2005,FishCanyonTuff,2.77,65.565,0.163,12.328,18.41,0.018,0.157,0.305,NA,NA,96.946
Bachmannetal2002_2005,FishCanyonTuff,2.894,65.669,0.198,12.487,18.398,0.007,0.214,0.263,NA,NA,97.236
Bachmannetal2002_2005,FishCanyonTuff,2.894,65.669,0.198,12.487,18.398,0.007,0.214,0.263,NA,NA,97.236
Bachmannetal2002_2005,FishCanyonTuff,2.764,63.927,0.201,11.922,18.674,0,0.277,1.899,NA,NA,96.9
Bachmannetal2002_2005,FishCanyonTuff,2.764,63.927,0.201,11.922,18.674,0,0.277,1.899,NA,NA,96.9
Bachmannetal2002_2005,FishCanyonTuff,2.742,63.928,0.196,12.032,18.641,0,0.107,1.809,NA,NA,96.713
Bachmannetal2002_2005,FishCanyonTuff,2.742,63.928,0.196,12.032,18.641,0,0.107,1.809,NA,NA,96.713
Bachmannetal2002_2005,FishCanyonTuff,2.823,64.489,0.166,11.869,18.742,0.003,0.282,1.84,NA,NA,97.391
Bachmannetal2002_2005,FishCanyonTuff,2.823,64.489,0.166,11.869,18.742,0.003,0.282,1.84,NA,NA,97.391
Bachmannetal2002_2005,FishCanyonTuff,2.745,64.415,0.202,12.057,18.608,0.01,0.245,1.54,NA,NA,97.077
Bachmannetal2002_2005,FishCanyonTuff,2.745,64.415,0.202,12.057,18.608,0.01,0.245,1.54,NA,NA,97.077
Bachmannetal2002_2005,FishCanyonTuff,2.736,64.3,0.197,11.731,18.595,0,0.018,1.579,NA,NA,96.42
Bachmannetal2002_2005,FishCanyonTuff,2.736,64.3,0.197,11.731,18.595,0,0.018,1.579,NA,NA,96.42
Bachmannetal2002_2005,FishCanyonTuff,2.82,64.167,0.262,12.032,18.608,0,0.015,1.55,NA,NA,96.634
Bachmannetal2002_2005,FishCanyonTuff,2.82,64.167,0.262,12.032,18.608,0,0.015,1.55,NA,NA,96.634
Bachmannetal2002_2005,FishCanyonTuff,2.789,64.158,0.209,11.856,18.811,0,0.235,1.556,NA,NA,96.825
Bachmannetal2002_2005,FishCanyonTuff,2.789,64.158,0.209,11.856,18.811,0,0.235,1.556,NA,NA,96.825
Bachmannetal2002_2005,FishCanyonTuff,2.784,64.468,0.213,12.037,18.561,0.001,0,1.465,NA,NA,96.745
Bachmannetal2002_2005,FishCanyonTuff,2.784,64.468,0.213,12.037,18.561,0.001,0,1.465,NA,NA,96.745
Bachmannetal2002_2005,FishCanyonTuff,2.814,64.279,0.239,12.028,18.805,0.011,0.213,1.303,NA,NA,96.878
Bachmannetal2002_2005,FishCanyonTuff,2.814,64.279,0.239,12.028,18.805,0.011,0.213,1.303,NA,NA,96.878
Bachmannetal2002_2005,FishCanyonTuff,2.791,64.48,0.204,12.032,18.744,0,0.064,1.484,NA,NA,97.008
Bachmannetal2002_2005,FishCanyonTuff,2.791,64.48,0.204,12.032,18.744,0,0.064,1.484,NA,NA,97.008
Bachmannetal2002_2005,FishCanyonTuff,2.883,65.641,0.192,12.502,18.422,0,0.112,0.31,NA,NA,97.179
Bachmannetal2002_2005,FishCanyonTuff,2.883,65.641,0.192,12.502,18.422,0,0.112,0.31,NA,NA,97.179
Bachmannetal2002_2005,FishCanyonTuff,2.803,64.231,0.228,12.28,18.456,0.01,0,1.329,NA,NA,96.534
Bachmannetal2002_2005,FishCanyonTuff,2.803,64.231,0.228,12.28,18.456,0.01,0,1.329,NA,NA,96.534
Bachmannetal2002_2005,FishCanyonTuff,2.809,64.749,0.217,12.015,18.624,0.007,0.075,1.247,NA,NA,96.934
Bachmannetal2002_2005,FishCanyonTuff,2.809,64.749,0.217,12.015,18.624,0.007,0.075,1.247,NA,NA,96.934
Bachmannetal2002_2005,FishCanyonTuff,2.823,64.539,0.226,12.284,18.579,0.002,0,1.292,NA,NA,96.922
Bachmannetal2002_2005,FishCanyonTuff,2.823,64.539,0.226,12.284,18.579,0.002,0,1.292,NA,NA,96.922
Bachmannetal2002_2005,FishCanyonTuff,2.713,64.001,0.183,12.311,18.575,0,0.152,1.145,NA,NA,96.367
Bachmannetal2002_2005,FishCanyonTuff,2.713,64.001,0.183,12.311,18.575,0,0.152,1.145,NA,NA,96.367
Bachmannetal2002_2005,FishCanyonTuff,2.792,64.605,0.237,12.103,18.645,0,0.121,1.202,NA,NA,96.913
Bachmannetal2002_2005,FishCanyonTuff,2.792,64.605,0.237,12.103,18.645,0,0.121,1.202,NA,NA,96.913
Bachmannetal2002_2005,FishCanyonTuff,2.683,64.02,0.201,12.162,18.334,0.021,0.164,1.4,NA,NA,96.302
Bachmannetal2002_2005,FishCanyonTuff,2.683,64.02,0.201,12.162,18.334,0.021,0.164,1.4,NA,NA,96.302
Bachmannetal2002_2005,FishCanyonTuff,2.837,65.116,0.213,12.459,18.423,0.01,0.125,0.328,NA,NA,96.674
Bachmannetal2002_2005,FishCanyonTuff,2.837,65.116,0.213,12.459,18.423,0.01,0.125,0.328,NA,NA,96.674
Bachmannetal2002_2005,FishCanyonTuff,2.803,65.213,0.183,12.481,18.401,0,0.06,0.358,NA,NA,96.696
Bachmannetal2002_2005,FishCanyonTuff,2.803,65.213,0.183,12.481,18.401,0,0.06,0.358,NA,NA,96.696
Bachmannetal2002_2005,FishCanyonTuff,2.672,65.329,0.137,12.088,18.417,0,0.217,0.637,NA,NA,96.825
Bachmannetal2002_2005,FishCanyonTuff,2.672,65.329,0.137,12.088,18.417,0,0.217,0.637,NA,NA,96.825
Bachmannetal2002_2005,FishCanyonTuff,2.775,64.16,0.297,11.867,18.839,0.02,0.244,1.646,NA,NA,97.073
Bachmannetal2002_2005,FishCanyonTuff,2.775,64.16,0.297,11.867,18.839,0.02,0.244,1.646,NA,NA,97.073
Bachmannetal2002_2005,FishCanyonTuff,2.761,63.969,0.24,11.826,18.693,0.009,0,1.828,NA,NA,96.565
Bachmannetal2002_2005,FishCanyonTuff,2.761,63.969,0.24,11.826,18.693,0.009,0,1.828,NA,NA,96.565
Bachmannetal2002_2005,FishCanyonTuff,2.764,63.974,0.226,11.81,18.889,0,0.13,2.054,NA,NA,97.083
Bachmannetal2002_2005,FishCanyonTuff,2.764,63.974,0.226,11.81,18.889,0,0.13,2.054,NA,NA,97.083
Bachmannetal2002_2005,FishCanyonTuff,2.731,63.962,0.244,11.741,18.779,0.006,0.003,1.892,NA,NA,96.627
Bachmannetal2002_2005,FishCanyonTuff,2.731,63.962,0.244,11.741,18.779,0.006,0.003,1.892,NA,NA,96.627
Bachmannetal2002_2005,FishCanyonTuff,2.706,64.976,0.201,12.229,18.741,0.001,0.122,1.309,NA,NA,97.579
Bachmannetal2002_2005,FishCanyonTuff,2.727,64.445,0.201,11.942,18.616,0.005,0,1.563,NA,NA,96.772
Bachmannetal2002_2005,FishCanyonTuff,2.839,63.823,0.206,11.589,19.041,0,0,2.342,NA,NA,97.001
Bachmannetal2002_2005,FishCanyonTuff,2.641,65.247,0.159,12.347,18.673,0.02,0.214,1.132,NA,NA,97.792
Bachmannetal2002_2005,FishCanyonTuff,3.077,64.373,0.281,11.64,19.016,0.02,0.293,1.412,NA,NA,97.035
Bachmannetal2002_2005,FishCanyonTuff,2.899,64.548,0.21,11.774,19.043,0.003,0.136,1.562,NA,NA,97.276
Bachmannetal2002_2005,FishCanyonTuff,2.993,64.385,0.239,11.769,19.012,0.012,0.138,1.431,NA,NA,96.986
Bachmannetal2002_2005,FishCanyonTuff,2.914,64.384,0.268,11.524,18.825,0,0.107,1.483,NA,NA,96.591
Bachmannetal2002_2005,FishCanyonTuff,2.965,63.819,0.206,11.71,18.82,0.009,0.191,1.518,NA,NA,96.273
Bachmannetal2002_2005,FishCanyonTuff,2.935,64.477,0.202,11.825,18.748,0.024,0.353,1.474,NA,NA,97.103
Bachmannetal2002_2005,FishCanyonTuff,2.928,64.508,0.205,11.868,18.877,0,0.29,1.644,NA,NA,97.392
Bachmannetal2002_2005,FishCanyonTuff,2.823,64.403,0.19,11.902,18.845,0,0,1.6,NA,NA,96.94
Bachmannetal2002_2005,FishCanyonTuff,2.766,64.448,0.183,11.949,18.919,0,0.293,1.649,NA,NA,97.441
Bachmannetal2002_2005,FishCanyonTuff,2.802,64.697,0.174,11.91,18.759,0.009,0.105,1.694,NA,NA,97.348
Bachmannetal2002_2005,FishCanyonTuff,2.744,64.956,0.167,12.214,18.75,0,0.171,1.102,NA,NA,97.36
Bachmannetal2002_2005,FishCanyonTuff,2.826,64.302,0.176,11.884,19.011,0.008,0.034,1.719,NA,NA,97.134
Bachmannetal2002_2005,FishCanyonTuff,2.698,64.696,0.19,12.382,18.53,0,0.11,1.085,NA,NA,96.993
Bachmannetal2002_2005,FishCanyonTuff,2.539,65.104,0.11,12.455,18.562,0.001,0.333,0.864,NA,NA,97.429
Bachmannetal2002_2005,FishCanyonTuff,2.553,64.72,0.156,12.727,18.46,0.016,0.321,0.91,NA,NA,97.31
Bachmannetal2002_2005,FishCanyonTuff,2.303,64.957,0.116,12.812,18.514,0,0.211,0.865,NA,NA,97.475
Bachmannetal2002_2005,FishCanyonTuff,2.866,64.643,0.214,12.04,18.649,0,0.069,1.307,NA,NA,96.922
Bachmannetal2002_2005,FishCanyonTuff,2.945,64.615,0.229,11.772,18.902,0,0.147,1.43,NA,NA,97.095
Bachmannetal2002_2005,FishCanyonTuff,2.947,63.928,0.241,11.768,18.934,0,0.237,1.346,NA,NA,96.454
Bachmannetal2002_2005,FishCanyonTuff,2.654,65.098,0.177,12.012,18.636,0.018,0.207,1.322,NA,NA,97.47
Bachmannetal2002_2005,FishCanyonTuff,2.79,64.203,0.21,12.144,18.735,0,0,1.163,NA,NA,96.455
Bachmannetal2002_2005,FishCanyonTuff,2.67,64.488,0.206,12.323,18.823,0.001,0.055,1.188,NA,NA,97.084
Bachmannetal2002_2005,FishCanyonTuff,2.562,64.847,0.169,12.334,18.861,0.021,0.268,1.046,NA,NA,97.546
Bachmannetal2002_2005,FishCanyonTuff,2.682,64.386,0.245,12.078,18.842,0,0.173,1.321,NA,NA,97.045
Bachmannetal2002_2005,FishCanyonTuff,2.743,64.598,0.179,12.099,18.812,0,0.199,1.352,NA,NA,97.239
Bachmannetal2002_2005,FishCanyonTuff,2.813,64.088,0.254,12.116,18.812,0,0.239,1.423,NA,NA,96.932
Bachmannetal2002_2005,FishCanyonTuff,2.714,64.857,0.209,12.375,18.639,0,0,1.132,NA,NA,97.212
Bachmannetal2002_2005,FishCanyonTuff,2.689,64.409,0.257,11.91,18.654,0.004,0.043,1.304,NA,NA,96.581
Bachmannetal2002_2005,FishCanyonTuff,2.802,64.745,0.149,12.22,18.691,0.011,0.044,1.135,NA,NA,96.995
Whitneyetal1988,CarpenterRidgeTuff,3.1,64.3,0.5,13.5,19,NA,NA,0.5,NA,NA,101
Whitneyetal1988,CarpenterRidgeTuff,3.5,64.7,0.3,11.4,19.5,NA,0.089998,0.5,NA,NA,100
Whitneyetal1988,CarpenterRidgeTuff,3.4,65.5,0.3,10.9,19.6,NA,0.089998,0.5,NA,NA,100.3
Whitneyetal1988,CarpenterRidgeTuff,3.8,64,0.4,11.1,19.8,NA,0.089998,1,NA,NA,100.2
Whitneyetal1988,CarpenterRidgeTuff,3.6,64.6,0.3,11.5,19.5,NA,NA,0.6,NA,NA,100.1
Whitneyetal1988,CarpenterRidgeTuff,3.7,65.2,0.3,11.3,18.7,NA,0.089998,0.7,NA,NA,100
Whitneyetal1988,CarpenterRidgeTuff,3.7,65.7,0.3,11.5,18.9,NA,0.089998,0.5,NA,NA,100.7
Whitneyetal1988,CarpenterRidgeTuff,3.6,64.9,0.2,11.5,19,NA,0.089998,0.7,NA,NA,100
Whitneyetal1988,CarpenterRidgeTuff,3.6,64.6,0.2,11.6,19.1,NA,0.089998,0.7,NA,NA,99.9
Whitneyetal1988,CarpenterRidgeTuff,3.6,64.6,0.2,11.1,18.8,NA,NA,0.7,NA,NA,99
Whitneyetal1988,CarpenterRidgeTuff,4.2,65.6,0.5,9.9,18.9,NA,NA,0.7,NA,NA,99.8
Whitneyetal1988,CarpenterRidgeTuff,3.6,65.3,0.5,10.2,19.7,NA,0.089998,0.7,NA,NA,100.1
Whitneyetal1988,CarpenterRidgeTuff,3.8,65.8,0.5,10,19,NA,0.089998,0.6,NA,NA,99.8
Whitneyetal1988,CarpenterRidgeTuff,3.8,65.9,0.4,10.5,18.5,NA,NA,0.7,NA,NA,99.8
Whitneyetal1988,CarpenterRidgeTuff,4.3,67.2,0.5,10.3,18.9,NA,0.089998,0.5,NA,NA,101.8
Whitneyetal1988,CarpenterRidgeTuff,3.9,65.3,0.3,10.1,19.3,NA,NA,0.6,NA,NA,99.6
Whitneyetal1988,CarpenterRidgeTuff,3.7,63.3,0.3,10.7,19.6,NA,0.089998,2,NA,NA,99.7
Whitneyetal1988,CarpenterRidgeTuff,3.6,63.8,0.3,11,19.7,NA,0.089998,1.8,NA,NA,100.3
Whitneyetal1988,CarpenterRidgeTuff,3.8,63.8,0.4,10.3,19.8,NA,NA,1.8,NA,NA,99.9
Whitneyetal1988,CarpenterRidgeTuff,3.3,63.4,0.3,10.5,20.5,NA,NA,2.7,NA,NA,100.7
Whitneyetal1988,CarpenterRidgeTuff,3.8,63.8,0.3,10.3,19.7,NA,0.179996,2,NA,NA,100
Whitneyetal1988,CarpenterRidgeTuff,3.7,64,0.3,10.8,19.6,NA,0.179996,1.7,NA,NA,100.3
Doraisetal1991,CarpenterRidgeTuff,4.06,62.23,0.74,9.54,20.9,NA,NA,2.61,NA,NA,NA
Doraisetal1991,CarpenterRidgeTuff,4.04,63.12,0.55,9.9,20.03,NA,NA,2.69,NA,NA,NA
Doraisetal1991,CarpenterRidgeTuff,3.91,62.68,0.61,9.73,19.8,NA,NA,3.34,NA,NA,NA
Doraisetal1991,CarpenterRidgeTuff,4.2,63.03,0.63,9.6,19.59,NA,NA,2.19,NA,NA,NA
Doraisetal1991,CarpenterRidgeTuff,3.74,60.38,0.97,8.29,21.51,NA,NA,5.01,NA,NA,NA
Doraisetal1991,CarpenterRidgeTuff,3.97,60.18,0.71,8.25,20.4,NA,NA,6.62,NA,NA,NA
Doraisetal1991,CarpenterRidgeTuff,3.59,60.47,0.79,8.47,21.05,NA,NA,6.58,NA,NA,NA
Doraisetal1991,CarpenterRidgeTuff,3.3,59.02,0.74,7.51,21.49,NA,NA,8.67,NA,NA,NA
Doraisetal1991,CarpenterRidgeTuff,3.57,59.69,0.7,8.14,20.83,NA,NA,7.06,NA,NA,NA
Doraisetal1991,CarpenterRidgeTuff,3.92,61.46,0.67,8.48,20.2,NA,NA,5.23,NA,NA,NA
Doraisetal1991,CarpenterRidgeTuff,3.96,61.35,0.84,8.7,20.22,NA,NA,4.42,NA,NA,NA
Doraisetal1991,CarpenterRidgeTuff,4.1,61.54,0.7,8.78,20.74,NA,NA,4.03,NA,NA,NA
Doraisetal1991,CarpenterRidgeTuff,3.92,61.39,0.65,8.49,20.38,NA,NA,4.9,NA,NA,NA
Doraisetal1991,CarpenterRidgeTuff,5.04,62.9,0.8,8.55,19.73,NA,NA,2.08,NA,NA,NA
Doraisetal1991,CarpenterRidgeTuff,4.62,60.05,0.91,7.86,21.11,NA,NA,5.95,NA,NA,NA
Bachmannetal2014,CarpenterRidgeTuff,3.53,64.96,0.27,11.09,18.67,NA,0.09,1.05,NA,NA,99.67
Bachmannetal2014,CarpenterRidgeTuff,3.6,66.01,0.3,11.62,18.5,NA,0.13,0.4,NA,NA,100.56
Bachmannetal2014,CarpenterRidgeTuff,4.08,66.42,0.35,10.13,18.67,NA,0.08,0.49,NA,NA,100.23
Bachmannetal2014,CarpenterRidgeTuff,4.1,65.15,0.47,9.05,19.02,NA,0.22,1.97,NA,NA,99.98
Bachmannetal2014,CarpenterRidgeTuff,3.98,67.13,0.29,10.25,18.81,NA,0.15,0.1,NA,NA,100.72
Bachmannetal2014,CarpenterRidgeTuff,4.17,65.2,0.2832,10.19,18.43,NA,0.0859,1.3685,NA,NA,99.73
Bachmannetal2014,CarpenterRidgeTuff,4.17,65.58,0.3296,9.94,18.61,NA,0.144,1.2523,NA,NA,100.03
Bachmannetal2014,CarpenterRidgeTuff,4.07,65.37,0.3066,10.41,18.53,NA,0.1468,1.2191,NA,NA,100.06
Bachmannetal2014,CarpenterRidgeTuff,4.2,65.48,0.2841,10.45,18.65,NA,0.1561,1.2613,NA,NA,100.48
Bachmannetal2014,CarpenterRidgeTuff,3.16,59.74,0.3453,8.91,15.93,NA,1.0352,1.0986,NA,NA,90.32
Bachmannetal2014,CarpenterRidgeTuff,4.13,65.48,0.2576,10.27,18.67,NA,0.1533,1.2908,NA,NA,100.26
Bachmannetal2014,CarpenterRidgeTuff,4.37,65.03,0.2734,9.88,18.47,NA,0.2159,1.3901,NA,NA,99.63
