DataSource,Eruption,SiO2_wt,Al2O3_wt,FeO_wt,MgO_wt,CaO_wt,Na2O_wt,K2O_wt,MnO_wt,TiO2_wt,P2O5_wt
Sliwinskietal2019,RatCreekTuff,76.97160883,12.723449,0.315457413,0,0.525762355,2.839116719,6.414300736,0.105152471,0.105152471,0
Sliwinskietal2019,RatCreekTuff,76.85088634,12.6173097,0.521376434,0,0.417101147,3.023983316,6.360792492,0.104275287,0.104275287,0
Sliwinskietal2019,RatCreekTuff,77.11864407,12.71186441,0.211864407,0,0.423728814,2.542372881,6.673728814,0.105932203,0.211864407,0
Sliwinskietal2019,RatCreekTuff,76.68067227,12.81512605,0.420168067,0,0.525210084,2.731092437,6.617647059,0.105042017,0.105042017,0
Sliwinskietal2019,RatCreekTuff,76.68067227,12.71008403,0.525210084,0,0.525210084,2.731092437,6.617647059,0,0.210084034,0
Sliwinskietal2019,RatCreekTuff,76.67364017,12.76150628,0.418410042,0,0.523012552,2.928870293,6.485355649,0,0.209205021,0
Sliwinskietal2019,RatCreekTuff,77.06131078,12.79069767,0.21141649,0,0.422832981,2.748414376,6.65961945,0,0.105708245,0
Sliwinskietal2019,RatCreekTuff,76.8907563,12.71008403,0.420168067,0,0.525210084,2.62605042,6.512605042,0.105042017,0.210084034,0
Sliwinskietal2019,RatCreekTuff,76.84210526,12.73684211,0.631578947,0,0.421052632,2.842105263,6.421052632,0,0.105263158,0
Sliwinskietal2019,RatCreekTuff,76.51991614,12.68343816,0.733752621,0,0.524109015,3.144654088,6.07966457,0.104821803,0.209643606,0
Sliwinskietal2019,RatCreekTuff,77.10970464,12.76371308,0,0,0.52742616,2.742616034,6.64556962,0,0.210970464,0
Sliwinskietal2019,RatCreekTuff,76.52631579,12.73684211,0.631578947,0,0.526315789,2.947368421,6.421052632,0.105263158,0.105263158,0
Sliwinskietal2019,RatCreekTuff,76.90677966,12.71186441,0.423728814,0,0.529661017,3.072033898,6.25,0.105932203,0,0
Sliwinskietal2019,RatCreekTuff,76.71232877,12.75026344,0.632244468,0,0.421496312,2.845100105,6.427818757,0.105374078,0.105374078,0
Sliwinskietal2019,RatCreekTuff,75.9706191,13.22140609,0.629590766,0,0.629590766,3.252885624,6.086044071,0.104931794,0.104931794,0
Sliwinskietal2019,RatCreekTuff,77.05263158,12.52631579,0.526315789,0,0.526315789,2.947368421,6.315789474,0,0.105263158,0
Sliwinskietal2019,RatCreekTuff,76.78571429,12.71008403,0.31512605,0,0.525210084,2.941176471,6.407563025,0.105042017,0.210084034,0
Sliwinskietal2019,RatCreekTuff,77.10970464,12.65822785,0.316455696,0,0.52742616,2.848101266,6.434599156,0,0.105485232,0
Sliwinskietal2019,RatCreekTuff,76.73684211,12.73684211,0.526315789,0,0.526315789,2.947368421,6.315789474,0.105263158,0.105263158,0
Sliwinskietal2019,RatCreekTuff,76.39034627,12.80167891,0.839454355,0,0.524658972,3.14795383,6.190975866,0,0.104931794,0
Sliwinskietal2019,RatCreekTuff,76.62753469,13.02027748,0.426894344,0,0.53361793,2.241195304,7.04375667,0,0.106723586,0
Sliwinskietal2019,RatCreekTuff,76.49527807,13.0115425,0.419727177,0,0.629590766,2.41343127,6.820566632,0,0.209863589,0
Sliwinskietal2019,RatCreekTuff,76.59352142,12.95715778,0.52246604,0,0.52246604,2.298850575,6.896551724,0.104493208,0.104493208,0
Sliwinskietal2019,RatCreekTuff,75.70680628,13.5078534,0.523560209,0,0.837696335,3.036649215,6.178010471,0,0.209424084,0
Sliwinskietal2019,RatCreekTuff,76.81770285,12.96101159,0.210748156,0,0.52687039,2.212855638,7.060063224,0.105374078,0.105374078,0
Sliwinskietal2019,RatCreekTuff,76.39956092,12.73326015,0.768386389,0,0.54884742,2.744237102,6.586169045,0,0.219538968,0
Sliwinskietal2019,RatCreekTuff,76.50273224,12.67759563,0.655737705,0,0.655737705,2.732240437,6.557377049,0.109289617,0.109289617,0
Sliwinskietal2019,RatCreekTuff,76.98237885,12.66519824,0.330396476,0,0.550660793,2.31277533,6.938325991,0,0.220264317,0
Sliwinskietal2019,RatCreekTuff,76.54867257,12.83185841,0.553097345,0,0.553097345,2.544247788,6.85840708,0,0.110619469,0
Sliwinskietal2019,RatCreekTuff,76.6004415,12.58278146,0.55187638,0,0.55187638,2.649006623,6.732891832,0.110375276,0.220750552,0
Sliwinskietal2019,RatCreekTuff,76.39198218,12.69487751,0.779510022,0.111358575,0.556792873,2.561247216,6.792873051,0,0.111358575,0
Sliwinskietal2019,RatCreekTuff,76.27494457,12.63858093,0.776053215,0,0.554323725,2.549889135,6.984478936,0,0.22172949,0
Sliwinskietal2019,RatCreekTuff,76.45089286,12.72321429,0.669642857,0,0.558035714,2.455357143,6.919642857,0.111607143,0.111607143,0
Sliwinskietal2019,RatCreekTuff,76.98412698,12.6984127,0.453514739,0.113378685,0.453514739,2.267573696,6.916099773,0,0.113378685,0
Sliwinskietal2019,RatCreekTuff,72.13983051,14.72457627,1.165254237,0.105932203,1.165254237,3.919491525,6.25,0.211864407,0.31779661,0
Sliwinskietal2019,RatCreekTuff,72.39915074,14.75583864,1.27388535,0,1.167728238,3.609341826,6.157112527,0.106157113,0.530785563,0
Sliwinskietal2019,RatCreekTuff,66.32962588,18.60465116,0.303336704,0,0.404448938,4.044489383,9.70677452,0,0.606673407,0
Sliwinskietal2019,RatCreekTuff,77.17622081,12.84501062,0.212314225,0,0.318471338,2.441613588,6.794055202,0,0.212314225,0
Sliwinskietal2019,RatCreekTuff,77.14285714,12.6984127,0.211640212,0,0.317460317,2.857142857,6.560846561,0,0.211640212,0
Sliwinskietal2019,RatCreekTuff,76.9883351,12.72534464,0.318133616,0,0.424178155,2.863202545,6.5747614,0,0.106044539,0
Sliwinskietal2019,RatCreekTuff,76.89873418,12.76371308,0.316455696,0,0.421940928,2.848101266,6.434599156,0.105485232,0.210970464,0
Sliwinskietal2019,RatCreekTuff,77.01271186,12.71186441,0.31779661,0,0.31779661,2.648305085,6.779661017,0.105932203,0.105932203,0
Sliwinskietal2019,RatCreekTuff,77.16701903,12.68498943,0.317124736,0,0.317124736,2.642706131,6.765327696,0.105708245,0,0
Sliwinskietal2019,RatCreekTuff,77.08553326,12.67159451,0.316789863,0,0.316789863,2.534318902,6.758183738,0.105596621,0.211193242,0
Sliwinskietal2019,RatCreekTuff,76.90677966,12.71186441,0.423728814,0,0.31779661,2.648305085,6.779661017,0,0.211864407,0
Sliwinskietal2019,RatCreekTuff,77.10970464,12.65822785,0.105485232,0,0.316455696,2.742616034,6.751054852,0.105485232,0.105485232,0
Sliwinskietal2019,RatCreekTuff,77.24867725,12.48677249,0.317460317,0,0.317460317,2.857142857,6.455026455,0.105820106,0.105820106,0
Sliwinskietal2019,RatCreekTuff,76.97993664,12.56599789,0.422386484,0,0.316789863,2.851108765,6.441393875,0.105596621,0.211193242,0
Sliwinskietal2019,RatCreekTuff,76.70514166,12.48688353,0.524658972,0,0.419727177,3.14795383,6.29590766,0.104931794,0.209863589,0
Sliwinskietal2019,RatCreekTuff,77.27272727,12.57928118,0.317124736,0,0.422832981,2.642706131,6.553911205,0,0.105708245,0
Sliwinskietal2019,RatCreekTuff,77.028451,12.64488936,0.421496312,0,0.316122234,2.739726027,6.638566913,0.105374078,0.105374078,0
Sliwinskietal2019,RatCreekTuff,77.19112988,12.67159451,0.211193242,0,0.316789863,2.639915523,6.652587117,0.105596621,0.211193242,0
Sliwinskietal2019,RatCreekTuff,75.64707504,13.02102663,0.98505975,0.025448261,0.549258289,2.748412135,6.793625211,0.104974075,0.125120614,0
Sliwinskietal2019,RatCreekTuff,77.19375248,12.49290784,0.664789697,0.038538533,0.427135409,2.100350058,6.95192318,0.048173166,0.08242964,0
Sliwinskietal2019,RatCreekTuff,77.86296728,11.93582548,0.681986657,0,0.304987822,2.316001271,6.808217727,0,0.090013767,0
Sliwinskietal2019,RatCreekTuff,76.13880805,12.76097684,0.802437893,0.034796913,0.433379729,2.926104011,6.718967481,0.074866085,0.109662997,0
Sliwinskietal2019,RatCreekTuff,76.39451904,12.56861752,0.717844777,0.081285364,0.401148552,2.841820792,6.86914112,0.071784478,0.053838358,0
Sliwinskietal2019,RatCreekTuff,75.99060414,12.67696952,0.759959185,0.030823519,0.396454232,2.58811275,7.136176183,0.046766719,0.374133753,0
Sliwinskietal2019,RatCreekTuff,77.12471559,12.67897772,0.873062067,0.074077994,0.455050532,2.24244669,6.415154241,0.020106884,0.116408276,0
Sliwinskietal2019,RatCreekTuff,76.20405006,12.72451759,0.913435556,0.048744821,0.347571766,2.605728576,6.986404434,0.029670761,0.139876442,0
Sliwinskietal2019,RatCreekTuff,76.10395166,12.97256831,0.728303299,0.032083846,0.43420138,3.078979734,6.434950003,0.094112614,0.120849152,0
Sliwinskietal2019,RatCreekTuff,77.43669361,12.42678944,0.845869693,0.03747524,0.456127202,1.955136785,6.642753895,0.062101826,0.137052305,0
Sliwinskietal2019,RatCreekTuff,76.40572034,12.67055085,0.661016949,0.039194915,0.413135593,2.781779661,6.746822034,0.134533898,0.147245763,0
Sliwinskietal2019,RatCreekTuff,75.88486887,11.92914681,1.651401462,0.011674432,0.170871231,2.615072753,7.492862677,0.144338431,0.099763327,0
Sliwinskietal2019,RatCreekTuff,75.05554733,13.6963836,0.661277694,0.048670038,0.361851154,2.565757454,7.405252132,0.049728083,0.155532514,0
Sliwinskietal2019,RatCreekTuff,76.60977296,12.71335141,0.785877599,0.024458978,0.421119796,2.329983517,6.971872175,0.044664221,0.098899346,0
Bachmannetal2002_2005,FishCanyonTuff,78.12686224,12.51631134,0.507090403,0.074769859,0.632997141,2.088972057,5.851097966,0.000203733,0.179895872,0.021799387
Bachmannetal2002_2005,FishCanyonTuff,77.18517815,12.77083252,0.659117779,0.078095501,0.713072795,2.943488568,5.407056037,0.059629062,0.146803036,0.03672655
Bachmannetal2002_2005,FishCanyonTuff,76.86955023,13.11154579,0.823241125,0.090570884,0.696770117,2.977145981,5.247572382,0.028514955,0.151395951,0.003692584
Bachmannetal2002_2005,FishCanyonTuff,76.78459105,13.00849476,0.682014572,0.088680455,0.650563946,3.448019848,5.041793243,0.117140695,0.12343082,0.055270609
Bachmannetal2002_2005,FishCanyonTuff,76.95118949,13.02696237,0.527664599,0.074359239,0.745124516,2.960478269,5.509120753,0.078036344,0.126655846,0.000408567
Bachmannetal2002_2005,FishCanyonTuff,77.18311964,13.37504913,0.26589212,0.044622388,0.653881738,3.200223521,5.090841357,0.00665242,0.120971704,0.058745988
Bachmannetal2002_2005,FishCanyonTuff,77.16848745,13.32393773,0.750397907,0.076039766,0.559986,3.480537987,4.438430706,0.052602852,0.138329875,0.011249719
Bachmannetal2002_2005,FishCanyonTuff,77.21959232,13.26200288,0.624297795,0.080147747,0.593968804,3.667723491,4.396348848,0.012194131,0.14330709,0.000416893
Bachmannetal2002_2005,FishCanyonTuff,77.14193958,13.20484693,0.557693647,0.05716204,0.588457217,3.667516476,4.621498955,0.009041995,0.15142744,0.000415724
Bachmannetal2002_2005,FishCanyonTuff,77.16645218,13.24706982,0.636552872,0.082561981,0.556777358,3.574624162,4.600766382,0.015996384,0.11878605,0.00041281
Bachmannetal2002_2005,FishCanyonTuff,77.29863999,13.19831171,0.667274779,0.035765269,0.525141335,3.561993991,4.488695805,0.06627397,0.132135661,0.025767485
Bachmannetal2002_2005,FishCanyonTuff,77.70234431,13.117539,0.762048705,0.072190854,0.550698459,3.677944824,3.936807915,0.059391057,0.120625285,0.000409593
Bachmannetal2002_2005,FishCanyonTuff,78.16371784,12.75035885,0.233471042,0.029736946,0.665737173,2.644941889,5.365203657,0.000205792,0.116375385,0.030251426
Bachmannetal2002_2005,FishCanyonTuff,77.5924765,12.70086019,0.636803877,0.074049364,0.674190027,2.724954636,5.456312424,0.023960185,0.115979688,0.000413107
Bachmannetal2002_2005,FishCanyonTuff,77.42526099,12.5436187,0.550298176,0.043387908,0.726208964,2.837035837,5.580833827,0.115290802,0.155498981,0.022565815
Bachmannetal2002_2005,FishCanyonTuff,77.55148934,12.72928886,0.609214432,0.042775285,0.716203935,2.709511705,5.481493791,0.01189912,0.133044472,0.015079057
Bachmannetal2002_2005,FishCanyonTuff,77.85609853,12.55703175,0.508953856,0.046548157,0.757176516,2.588139037,5.433625814,0.106732668,0.145283564,0.000410116
Bachmannetal2002_2005,FishCanyonTuff,77.59914737,12.74887847,0.409640723,0.056050716,0.783891761,2.799774161,5.380970987,0.073336429,0.125807263,0.022502112
Bachmannetal2002_2005,FishCanyonTuff,76.7835057,12.7065007,1.109139489,0.080239102,0.720312043,2.940839761,5.499700509,0.000204431,0.15209654,0.007461725
Bachmannetal2002_2005,FishCanyonTuff,77.75071176,12.63273938,0.347188134,0.059927024,0.716056352,2.801537241,5.446098403,0.049291511,0.155135316,0.041314877
Bachmannetal2002_2005,FishCanyonTuff,77.50516614,12.60713051,0.645355826,0.071729072,0.730463347,2.856813541,5.385957979,0.04919153,0.129256405,0.018935652
Bachmannetal2002_2005,FishCanyonTuff,77.21542116,12.76193448,0.62913547,0.066721823,0.688158621,2.880945684,5.558133185,0.020221845,0.130364178,0.048963553
Bachmannetal2002_2005,FishCanyonTuff,76.28132395,12.45704195,1.053604077,0.424695137,1.53641216,2.638000342,5.313242078,0.148454022,0.146817037,0.000409246
Bachmannetal2002_2005,FishCanyonTuff,77.51606303,12.71611475,0.585472164,0.0688489,0.678741389,2.77252775,5.453530584,0.000205213,0.197209516,0.011286705
Bachmannetal2002_2005,FishCanyonTuff,77.37610863,12.72935979,0.516446382,0.05841737,0.757175055,2.883628711,5.425960843,0.080311096,0.172182896,0.000409229
Bachmannetal2002_2005,FishCanyonTuff,77.08254953,12.66130906,0.663327926,0.097962423,0.813098388,2.942367668,5.531227707,0.042145428,0.139593883,0.026417988
Bachmannetal2002_2005,FishCanyonTuff,77.21592444,12.67995929,0.622931052,0.067377209,0.685789058,2.934400687,5.570842102,0.07333434,0.115445095,0.033996732
Bachmannetal2002_2005,FishCanyonTuff,77.26585046,12.78472362,0.53918925,0.050532911,0.738850855,2.859998106,5.546681706,0.065867746,0.147893673,0.000411673
Bachmannetal2002_2005,FishCanyonTuff,77.73795182,12.68174152,0.441992915,0.072383901,0.726197128,2.414915595,5.729811197,0.01619923,0.122211913,0.056594778
Bachmannetal2002_2005,FishCanyonTuff,77.33198907,12.69074949,0.516045716,0.04469444,0.715317011,2.873934903,5.619141578,0.023480029,0.146750179,0.03789759
Bachmannetal2002_2005,FishCanyonTuff,77.40035109,12.73615342,0.447982236,0.03461774,0.729942707,2.803934542,5.709571498,0.001945968,0.135091122,0.000409677
Bachmannetal2002_2005,FishCanyonTuff,77.51482319,12.69685765,0.595486708,0.078927325,0.739419029,2.587608308,5.564837109,0.061729153,0.137687747,0.022623786
Bachmannetal2002_2005,FishCanyonTuff,77.4309804,12.62122568,0.610131634,0.052144494,0.685268975,2.829249366,5.617337428,0.037773964,0.115477471,0.000410587
Bachmannetal2002_2005,FishCanyonTuff,77.39705315,12.68076727,0.456150033,0.052742348,0.659075706,2.706558073,5.806749188,0.052233252,0.143768716,0.044902269
Bachmannetal2002_2005,FishCanyonTuff,77.65206575,12.73733771,0.49333347,0.0396805,0.708389445,2.699199194,5.473441821,0.04625965,0.149881267,0.000411197
Bachmannetal2002_2005,FishCanyonTuff,77.74549585,12.78775163,0.510828139,0.048268843,0.652348279,2.695250038,5.411142708,0.020437234,0.128066484,0.000410799
Bachmannetal2002_2005,FishCanyonTuff,77.50855665,12.7327837,0.362051311,0.045791842,0.671885645,2.828181666,5.640555458,0.000203973,0.153693331,0.056296429
Bachmannetal2002_2005,FishCanyonTuff,77.68769135,12.83559357,0.578732255,0.059470011,0.683035079,2.621286579,5.344726464,0.023235271,0.165819995,0.000409432
Bachmannetal2002_2005,FishCanyonTuff,77.97950208,12.63262518,0.298791295,0.025437776,0.710616579,2.76748642,5.405322239,0.040926099,0.138882051,0.000410287
Bachmannetal2002_2005,FishCanyonTuff,77.92435506,12.69852494,0.379167512,0.017831121,0.629008159,2.705513915,5.475178875,0.043245592,0.119591483,0.00758335
Bachmannetal2002_2005,FishCanyonTuff,78.02741793,12.60419091,0.231062652,0.033521512,0.678323678,2.711039444,5.580460342,0.039159686,0.094413799,0.000410049
Bachmannetal2002_2005,FishCanyonTuff,77.58014299,12.82909454,0.372701192,0.036689207,0.680279042,2.853095397,5.430206428,0.068996092,0.13381369,0.014981426
Bachmannetal2002_2005,FishCanyonTuff,77.36991236,12.65108178,0.712176606,0.061481393,0.662107311,2.732837644,5.643436707,0.044620275,0.121934669,0.000411247
Bachmannetal2002_2005,FishCanyonTuff,77.770308,12.78204981,0.427693432,0.042286944,0.688805045,2.752654224,5.344577007,0.052345488,0.138869502,0.000410553
Bachmannetal2002_2005,FishCanyonTuff,77.46320067,12.56546233,0.726280749,0.066804613,0.750751681,2.8569039,5.363057772,0.062674497,0.144450777,0.000413012
Bachmannetal2002_2005,FishCanyonTuff,77.27950081,12.70664423,0.458034853,0.035817648,0.764075617,2.899382171,5.592068803,0.102013588,0.151173054,0.01128923
Bachmannetal2002_2005,FishCanyonTuff,77.49353681,12.72277197,0.480195651,0.048358382,0.766444417,2.755503718,5.571789096,0.009035112,0.118380497,0.033984341
Bachmannetal2002_2005,FishCanyonTuff,77.92390156,12.64459928,0.402434772,0.053699118,0.745923959,2.518200606,5.504262496,0.000205744,0.15369058,0.053081887
Bachmannetal2002_2005,FishCanyonTuff,77.71052508,12.5448759,0.513628144,0.042187958,0.702961963,2.663882808,5.647247236,0.021708367,0.130352597,0.022629948
Bachmannetal2002_2005,FishCanyonTuff,77.45913718,12.93876615,0.287462187,0.027630755,0.756571003,2.832868727,5.516940723,0.048404989,0.131808934,0.000409345
Bachmannetal2002_2005,FishCanyonTuff,77.76311833,12.59764726,0.59841228,0.057376395,0.689846321,2.652507686,5.51386136,0.022398272,0.104422994,0.000409101
Bachmannetal2002_2005,FishCanyonTuff,78.12321168,12.73166751,0.000206592,0.078505098,0.688985528,2.795091365,5.438853826,0.000206592,0.142858619,0.000413185
Bachmannetal2002_2005,FishCanyonTuff,78.09332858,12.5617957,0.000205429,0.047146022,0.731328275,2.766208114,5.58397898,0.000205429,0.162699998,0.053103472
Bachmannetal2002_2005,FishCanyonTuff,77.64950541,12.67246659,0.590165151,0.075987372,0.64986215,2.895768421,5.324374316,0.050314569,0.083926351,0.007629668
Bachmannetal2002_2005,FishCanyonTuff,77.67436494,12.53009637,0.549648033,0.063919686,0.709651464,2.880163863,5.399069182,0.049114008,0.098738556,0.045233899
Bachmannetal2002_2005,FishCanyonTuff,77.68022911,12.68153181,0.42783963,0.044004604,0.705612279,2.738748054,5.452672998,0.088419506,0.143091893,0.037850114
Bachmannetal2002_2005,FishCanyonTuff,77.67228127,12.52034575,0.488092596,0.052302975,0.717753007,2.870806514,5.48831866,0.000205513,0.163382574,0.026511135
Bachmannetal2002_2005,FishCanyonTuff,77.62022839,12.38157348,0.492339004,0.072688853,0.75207368,2.897213867,5.549333208,0.049960789,0.154387028,0.030201706
Bachmannetal2002_2005,FishCanyonTuff,77.50865802,12.52818441,0.619618107,0.130348067,0.893741537,2.709008787,5.391885988,0.10659208,0.108141383,0.003821615
Bachmannetal2002_2005,FishCanyonTuff,77.47117207,12.63670819,0.621973222,0.060174309,0.7765892,2.537229628,5.71067614,0.078236924,0.106827462,0.00041286
Bachmannetal2002_2005,FishCanyonTuff,77.41559033,12.61632751,0.699993939,0.053932612,0.713554139,2.775218119,5.484587087,0.050028918,0.168064292,0.022703061
Bachmannetal2002_2005,FishCanyonTuff,77.96355727,12.60925978,0.34386926,0.040231263,0.777461438,2.523354197,5.587000878,0.027781179,0.108552384,0.018932359
Bachmannetal2002_2005,FishCanyonTuff,77.61027088,12.6053175,0.452351081,0.057935576,0.759038517,2.705653255,5.567382065,0.069172191,0.150096439,0.022782495
Bachmannetal2002_2005,FishCanyonTuff,77.79038367,12.58426011,0.421559802,0.041170785,0.739725971,2.6404266,5.649316171,0.020948359,0.104534386,0.007674151
Bachmannetal2002_2005,FishCanyonTuff,77.8827699,12.37921959,0.451819635,0.050659813,0.741672021,2.612584227,5.695831068,0.064663339,0.12036854,0.000411868
Bachmannetal2002_2005,FishCanyonTuff,77.34184701,12.59599598,0.631805531,0.065858308,0.709036546,2.737203638,5.714578155,0.055519485,0.147741794,0.000413553
Bachmannetal2002_2005,FishCanyonTuff,77.66328565,12.64047223,0.500940161,0.037072447,0.687637417,2.891650895,5.356506523,0.044979867,0.158456472,0.018998346
Bachmannetal2002_2005,FishCanyonTuff,77.46712721,12.60029397,0.648644905,0.053578395,0.693768914,2.974517667,5.359265548,0.047670511,0.132621807,0.022511075
Bachmannetal2002_2005,FishCanyonTuff,77.59856962,12.58418986,0.636158171,0.16217004,0.781290093,2.652506554,5.364646521,0.049266848,0.129530754,0.041671542
Bachmannetal2002_2005,FishCanyonTuff,77.90487442,12.65558485,0.480663227,0.036406112,0.686896158,2.727381806,5.348621849,0.021433457,0.13772791,0.00041021
Bachmannetal2002_2005,FishCanyonTuff,77.79846041,12.71760584,0.404655736,0.066574701,0.722417193,2.827586841,5.285847464,0.015112049,0.15418374,0.007556024
Bachmannetal2002_2005,FishCanyonTuff,77.69946058,12.44577942,0.536447184,0.147830102,0.884830727,2.862314278,5.189000376,0.057534984,0.150389487,0.026412858
Bachmannetal2002_2005,FishCanyonTuff,77.94747018,12.42775157,0.478965182,0.055795816,0.62479051,2.725308819,5.501917087,0.028511049,0.160438518,0.049051267
Bachmannetal2002_2005,FishCanyonTuff,78.15568098,12.50740012,0.284205461,0.051095422,0.621866173,2.757305978,5.390361844,0.068742837,0.148156204,0.015184985
Bachmannetal2002_2005,FishCanyonTuff,78.20942386,12.4159649,0.389859139,0.042358113,0.63454921,2.284150972,5.826091158,0.066621498,0.130569912,0.000411244
Bachmannetal2002_2005,FishCanyonTuff,78.25451205,12.32505662,0.35471633,0.034834541,0.647778604,2.897329557,5.287862783,0.000205514,0.133172759,0.064531244
Bachmannetal2002_2005,FishCanyonTuff,78.10774717,12.31565859,0.516682955,0.027118436,0.631194388,2.77447183,5.442107256,0.068665926,0.10120805,0.015145391
Bachmannetal2002_2005,FishCanyonTuff,78.29489245,12.40379549,0.403283971,0.043786286,0.68809944,2.51699532,5.420189775,0.049719942,0.156525742,0.022711578
Bachmannetal2002_2005,FishCanyonTuff,78.09768375,12.60640039,0.421202324,0.050949419,0.635435423,2.67862989,5.323293501,0.004092323,0.136888198,0.045424783
Bachmannetal2002_2005,FishCanyonTuff,77.99136098,12.96942428,0.000205544,0.012538193,0.640681091,2.701363888,5.513824385,0.000205544,0.169985006,0.000411088
