DataSource,Eruption,Li_ppm,Ti_ppm,Rb_ppm,Sr_ppm,Y_ppm,Zr_ppm,Nb_ppm,Cs_ppm,Ba_ppm,La_ppm,Ce_ppm,Pr_ppm,Nd_ppm,Sm_ppm,Eu_ppm,Gd_ppm,Tb_ppm,Dy_ppm,Ho_ppm,Er_ppm,Tm_ppm,Yb_ppm,Lu_ppm,Hf_ppm,Ta_ppm,Pb_ppm,Th_ppm,U_ppm
Bachmannetal2014,CarpenterRidgeTuff,NA,NA,NA,NA,NA,NA,NA,NA,1557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bachmannetal2014,CarpenterRidgeTuff,NA,NA,NA,NA,NA,NA,NA,NA,547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bachmannetal2014,CarpenterRidgeTuff,NA,NA,NA,NA,NA,NA,NA,NA,3267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bachmannetal2014,CarpenterRidgeTuff,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bachmannetal2014,CarpenterRidgeTuff,NA,NA,NA,NA,NA,NA,NA,NA,2572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bachmannetal2014,CarpenterRidgeTuff,NA,NA,NA,NA,NA,NA,NA,NA,818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bachmannetal2014,CarpenterRidgeTuff,NA,NA,NA,NA,NA,NA,NA,NA,2074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bachmannetal2014,CarpenterRidgeTuff,NA,NA,NA,NA,NA,NA,NA,NA,1465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bachmannetal2014,CarpenterRidgeTuff,NA,NA,NA,NA,NA,NA,NA,NA,752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bachmannetal2014,CarpenterRidgeTuff,NA,NA,NA,NA,NA,NA,NA,NA,2970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bachmannetal2014,CarpenterRidgeTuff,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bachmannetal2014,CarpenterRidgeTuff,NA,NA,NA,NA,NA,NA,NA,NA,3295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Curryetal2021a,NelsonMountainTuff,26.8,606.8,231.2,7.8,21.4,113.2,26,3.5,26.21949333,31.97545656,64.46318367,6.68531714,20.83688078,3.947982037,0.225839567,3.261250066,0.518602305,3.283801067,0.679553506,2.206015012,0.343462517,2.513441927,0.38768802,4.518641597,1.507478238,26.80214272,13.74837632,5.553735377
Curryetal2021a,NelsonMountainTuff,17.8,605.3,231.7,7.6,20.8,109.8,25.9,3.4,25.98286125,31.23055356,64.51013364,6.567687361,20.94419022,3.978929346,0.213483843,3.112848104,0.487161137,3.197881863,0.679734436,2.17665722,0.336239898,2.451429298,0.377474806,4.369093356,1.470768722,26.21824071,13.45283801,5.641638838
Curryetal2021a,NelsonMountainTuff,29.8,615.5,247.2,7.8,21.5,113.3,26.1,3.5,26.36494743,32.16187672,65.27743618,6.719401004,21.44710905,4.183300553,0.203338321,3.291310503,0.509629334,3.399895481,0.70504404,2.264396773,0.355762137,2.630612569,0.400409209,4.53283162,1.49812426,26.67835532,13.81771289,5.594253786
Curryetal2021a,NelsonMountainTuff,27.82,602.13,247.05,7.69,21.23,112.07,25.86,3.47,26.05085945,31.75092914,64.28962788,6.636394285,21.16655664,4.030631416,0.197938171,3.15429943,0.514587294,3.250112653,0.693787479,2.179782463,0.353648155,2.516904909,0.385843546,4.43950713,1.463371704,26.31163801,13.61630937,5.568391997
Curryetal2021a,NelsonMountainTuff,50.3,600.7,251.6,7.6,21.2,110.7,25.8,3.4,26.27821857,31.60906785,64.44028848,6.591565925,21.04442521,3.902052272,0.205858401,3.19734644,0.486155148,3.261977421,0.705229812,2.258274958,0.349852567,2.529682736,0.385394079,4.437498344,1.494136459,26.20815616,13.57478355,5.587311375
Curryetal2021a,NelsonMountainTuff,19.8,621.4,240.5,8.2,22.3,114.6,26.3,3.5,28.21785021,32.81083038,66.46495293,6.870613775,21.56049989,4.085091482,0.220862765,3.218531722,0.529242882,3.44732999,0.732529413,2.280198329,0.367367573,2.648040801,0.411498345,4.656006118,1.530529391,28.386436,14.25128447,5.713012066
Curryetal2021a,NelsonMountainTuff,29.3,609.9,221.4,7.8,21.6,113.3,26,3.5,26.46257364,32.30526231,65.35705418,6.754003364,21.20490068,4.032383953,0.203381821,3.258693694,0.525594498,3.363463307,0.705776703,2.306074112,0.358604509,2.52104483,0.392466683,4.579497819,1.525863001,27.4953185,13.88133233,5.606566255
Curryetal2021a,NelsonMountainTuff,47.4,616.7,208.9,7.9,22.5,114.9,26.5,3.4,26.31414465,32.59113082,64.8870246,6.715372259,21.65093364,4.121413393,0.244585741,3.271501052,0.519371858,3.407259979,0.707631104,2.231953695,0.355869358,2.603917556,0.388820508,4.625586069,1.548021326,27.03060346,14.00684655,5.447237929
Curryetal2021a,NelsonMountainTuff,40.7,616.9,200.7,7.7,22.6,115.9,26.4,3.5,27.00821613,32.55795589,64.67363388,6.662717108,21.50195715,3.97675656,0.204720843,3.273346577,0.530903852,3.316201661,0.715613098,2.267082854,0.361152855,2.596696428,0.402196552,4.646980344,1.532922938,26.44907472,13.98666089,5.549125222
Curryetal2021a,NelsonMountainTuff,11,636.4,233.6,8.7,23.7,117.9,26.9,3.6,29.49540591,33.94185585,66.56089844,7.136634609,23.09673404,4.43592669,0.247334354,3.380400569,0.52474015,3.669841902,0.750791553,2.442553795,0.391210905,2.704586511,0.423031802,4.766362356,1.558972968,29.63210821,14.82922733,5.625228813
Curryetal2021a,NelsonMountainTuff,11.6,646.6,285.8,9.3,24.5,123.8,27,3.7,28.5081549,35.08477456,68.8360745,7.256520825,23.71973739,4.331558971,0.221810602,3.673231341,0.545209264,3.655358643,0.762767779,2.455213733,0.407019637,2.86201357,0.434140623,4.890030784,1.628984578,27.24367383,15.40032058,5.800027968
Curryetal2021a,NelsonMountainTuff,16.4,637.3,291.8,8.4,23.4,118.8,27,3.6,27.96431875,33.54460681,66.43337533,6.932029431,21.99857087,4.218421565,0.216091968,3.411562973,0.554551181,3.526706081,0.758831505,2.324105114,0.370017127,2.664182742,0.406103111,4.755381387,1.571907556,21.17859523,14.50420169,5.531692397
Curryetal2021a,NelsonMountainTuff,18.1,620.6,258.5,8.2,22.7,117.1,26.5,3.5,27.55053705,33.2546963,65.26570196,6.781820496,21.91113929,4.071037334,0.212740307,3.293013419,0.517991556,3.537284901,0.724009523,2.268247558,0.351041554,2.479883883,0.407228439,4.775789907,1.5464098,26.75577924,14.22838124,5.561956781
Curryetal2021a,NelsonMountainTuff,38,627.7,238.3,8.2,23.7,118.9,26.8,3.6,28.25476187,34.08182837,67.62812975,6.968697036,22.30754713,4.267432963,0.19462279,3.517160995,0.540985967,3.493151815,0.768621766,2.353326046,0.377301104,2.776713878,0.413152344,4.798313334,1.534231398,27.82950014,14.46435046,5.626879188
Curryetal2021a,NelsonMountainTuff,23.4,617.8,256.7,8.2,22.8,116.1,26.5,3.6,26.97617145,32.90882456,65.39606721,6.684198247,21.33485486,4.016668902,0.208431113,3.22604552,0.542696003,3.477700473,0.720893407,2.302098141,0.344309937,2.589550224,0.406509394,4.662412299,1.528000872,24.9678866,14.11672101,5.465788449
Curryetal2021a,NelsonMountainTuff,38.7,622.2,249.9,7.9,22.4,114.7,26.9,3.5,26.25688163,32.70215749,65.58896257,6.657869521,21.72517747,4.14289883,0.226874359,3.129744196,0.532860438,3.373978507,0.718752465,2.294011954,0.35564612,2.535955998,0.39253446,4.670577869,1.522956466,23.63968285,13.93458471,5.494904425
Curryetal2021a,NelsonMountainTuff,56.9,620.9,198.3,7.9,23.1,115.4,26.7,3.5,26.32919477,33.05111952,65.86946005,6.852001546,21.78770479,4.003682591,0.22377752,3.345321472,0.534334015,3.573168695,0.741894735,2.341847697,0.361394761,2.590757495,0.409351479,4.678422591,1.539502134,27.33677379,14.23751722,5.506072205
Curryetal2021a,NelsonMountainTuff,40.6,623.2,198.6,8,23,117.8,26.7,3.4,26.61693614,33.05651697,65.6895333,6.803956706,21.96626226,4.16183891,0.206731994,3.268208243,0.517214845,3.358432869,0.713841651,2.380365369,0.361944693,2.619375786,0.417102077,4.721172978,1.547826965,27.86871238,14.19349088,5.541038968
Curryetal2021a,NelsonMountainTuff,46.9,625.5,201.7,7.8,22.5,115,26.7,3.6,26.29922998,32.64709772,65.00713308,6.644013382,21.51696922,3.974314909,0.214600024,3.263657309,0.516852319,3.368915547,0.71403531,2.259633807,0.357829363,2.591610541,0.411161471,4.624877746,1.538840156,27.08909785,13.99430702,5.438331177
Curryetal2021a,NelsonMountainTuff,11.3,610.6,260.6,8.3,22.7,116,26.6,3.5,26.80384621,32.79299234,65.15642786,6.727767119,21.55949402,4.211600681,0.213638302,3.301841443,0.529122177,3.366306956,0.708394596,2.217956767,0.350141159,2.589524426,0.403735097,4.641395155,1.551025459,26.03227428,14.16087476,5.486999991
Curryetal2021a,NelsonMountainTuff,13,612.3,218.2,8.1,22.4,114.9,26.6,3.5,26.66939997,32.91334356,65.33021304,6.729026573,21.57644408,4.030600717,0.19060229,3.353726376,0.549204788,3.384458673,0.727083023,2.270600089,0.362903548,2.52517253,0.395712002,4.618460536,1.534496022,26.55038605,14.12808468,5.480290769
Curryetal2021a,NelsonMountainTuff,3.2,638.5,201.7,8.7,24.5,121.5,27.3,3.5,29.17774474,34.6518647,66.77362362,7.017174123,22.56308427,4.521099281,0.209820774,3.505588865,0.573963927,3.632919506,0.769087188,2.516495727,0.381153618,2.831522065,0.422122885,5.037796511,1.62552788,29.66070268,15.40840143,5.742594097
Curryetal2021a,NelsonMountainTuff,4.8,630.3,193.8,8.4,22.8,117.5,26.8,3.5,28.66528821,32.95568311,65.35248718,6.628411659,21.69879687,4.040412805,0.218499031,3.160612563,0.545153784,3.501503378,0.738196308,2.296773594,0.343181694,2.618750671,0.398356052,4.714121978,1.530512107,28.18877157,14.3499278,5.670134159
Curryetal2021a,NelsonMountainTuff,3.9,625.2,196.1,8.5,23.6,117.1,27,3.6,28.41161203,33.58784979,66.34558369,6.967683578,22.3883963,4.358367532,0.223013195,3.479762332,0.589679998,3.700672189,0.778282392,2.437648772,0.387755023,2.689740369,0.416945611,4.846396986,1.583050344,28.97354879,15.00116969,5.698152871
Curryetal2021a,NelsonMountainTuff,20.4,790.6,181.3,32.4,28.3,132,21.1,5.7,127.6494924,52.23589002,96.60165478,10.36749219,36.62254216,6.249495342,0.618169376,4.878277269,0.731404026,4.54899883,0.972780464,3.060366972,0.460700257,3.27896477,0.482351956,4.814858768,1.449521684,26.55148906,23.17060159,8.160752757
Curryetal2021a,NelsonMountainTuff,3.1,629.5,204.1,8.9,24,119.4,27.3,3.6,30.07426771,34.52177029,67.2930841,7.168379249,22.7393643,4.515982214,0.237738199,3.804596459,0.581323659,3.642659395,0.756633409,2.542383266,0.379166009,2.857204939,0.447206862,4.970083393,1.592738649,29.20680282,15.28398532,5.699926311
Curryetal2021a,NelsonMountainTuff,5.8,637.6,184.3,8.8,23.4,116.7,26.7,3.5,27.70417727,33.84761599,66.06976663,6.834042579,21.83316037,4.419830453,0.221528407,3.478275696,0.561626634,3.503104789,0.72716459,2.461556321,0.370849883,2.750417978,0.423507398,4.874116449,1.568385973,28.08630996,14.71637849,5.568522001
Curryetal2021a,NelsonMountainTuff,4.6,573.5,225,5.6,27.6,117.3,32.9,4.4,21.96337469,29.29192266,60.31746333,6.658002956,21.80381098,4.530395132,0.199095842,3.862820257,0.664547271,4.301443514,0.865153239,2.736251423,0.42728733,3.09840569,0.482913227,5.147508416,1.967856007,30.97205858,17.74740034,6.901886113
Curryetal2021a,NelsonMountainTuff,4.7,569.5,220.1,5.5,25.7,109,32.3,4.2,20.89472354,27.90979943,58.56110907,6.392601421,20.76451216,4.442912659,0.173818375,3.615628114,0.611824218,3.904823606,0.808736346,2.66221595,0.398900588,2.922620716,0.454953249,4.947079842,1.897465694,29.69809048,16.61357588,6.939319494
Curryetal2021a,CebollaCreekTuff,23.6,1145.4,181.2,177.8,17.2,167,17.9,4,900.0604398,40.5764823,76.96168577,7.855881138,27.56401439,4.446089772,0.672840148,3.171166457,0.454124588,2.705798455,0.556540451,1.683580615,0.280404326,2.009141043,0.339369714,4.830080788,1.145836676,24.43502249,12.46020869,5.028670972
Curryetal2021a,CebollaCreekTuff,24.1,1170,178.7,179.5,17.7,173.7,18.4,4.1,922.2287311,41.63819441,79.64402128,8.259982887,26.7605878,4.557947178,0.782490965,2.850103064,0.442768579,2.917641773,0.578675001,1.742868095,0.273789898,2.03174238,0.316274289,4.963682284,1.217428594,23.76764734,12.98482358,5.226510033
Curryetal2021a,CebollaCreekTuff,23.3,1188,174.5,182.1,17.6,172.6,18.5,4.2,931.2037097,42.1378139,81.42137226,8.336125849,28.47179485,4.667792552,0.807297692,3.29992218,0.456626678,2.760395424,0.577374247,1.890393474,0.29070892,2.098853912,0.342979806,5.290071735,1.254685975,23.67264502,13.16631732,5.478553254
Curryetal2021a,CebollaCreekTuff,20.2,1177.3,173.6,181.7,17.5,174.6,18.1,4.2,917.7293804,42.8816586,81.46532714,8.486336774,28.7001087,4.754634252,0.798745198,3.734072757,0.459816349,2.793852466,0.589141099,1.819232439,0.293032522,2.071623023,0.325202484,4.997555998,1.176464367,24.50040053,13.1689045,5.461215464
Curryetal2021a,CebollaCreekTuff,16.3,1129.8,187.8,170.2,17.5,167.5,18.2,4.8,919.073923,41.88865279,79.726007,8.292613988,27.4921354,4.428761675,0.770941518,2.970562375,0.463405544,2.783628372,0.585582588,1.859755506,0.275329125,2.03898807,0.339806085,4.810623091,1.247810667,24.93458885,12.96458325,5.208813643
Curryetal2021a,CebollaCreekTuff,19.1,1175.7,180.5,181.3,19.1,176,18.9,4.6,953.345519,44.17754104,83.56032617,8.607969691,29.86740059,4.887742911,0.842960822,3.394402655,0.509129218,3.190652159,0.636629709,1.937346032,0.309795166,2.238272944,0.338359792,5.180324588,1.286011205,25.58815799,13.97444503,5.524579727
Curryetal2021a,CebollaCreekTuff,22.2,1174.7,183.3,182.2,18.4,177.7,18.8,4.4,960.9793129,44.35918066,82.89624363,8.618269826,30.24322437,4.798991983,0.886394552,3.305100448,0.471565472,3.015500183,0.613424588,1.974265454,0.308512906,2.197430311,0.347730323,5.373460034,1.276734348,26.56518204,14.21658943,5.54910563
Curryetal2021a,CebollaCreekTuff,24.1,1157.2,177.9,179.5,18.3,171.5,18.7,4,941.4733471,43.00096097,82.6388806,8.531523725,28.40754441,4.492928565,0.831517489,3.148375775,0.478354035,3.010847864,0.608391934,1.843915937,0.281730989,2.136972746,0.349621528,5.318229603,1.254916566,24.31027167,13.71995291,5.519703136
Curryetal2021a,CebollaCreekTuff,17.2,1123.9,160.5,151.4,18,172.6,18.7,3.9,909.9177904,43.12863432,81.515737,8.747697836,29.06760551,4.914632182,0.797040566,3.107552136,0.456397905,2.988772435,0.625137703,1.884865277,0.297243208,2.175067026,0.333538309,5.109711094,1.240511364,24.21840766,13.75747368,5.508459492
Curryetal2021a,CebollaCreekTuff,16.2,1237.5,159,193.5,20,188.5,18.9,3.9,967.7699858,45.9856389,86.21199282,9.074678391,27.95416144,5.137748119,0.921294077,3.610471184,0.543777983,3.31368442,0.647793881,1.967144219,0.347014553,2.224689106,0.390058461,5.825318087,1.316955094,27.25227999,14.29129267,5.353802101
Curryetal2021a,CebollaCreekTuff,12.5,1235.3,162,195.4,21.2,197,19.5,4,1020.891903,46.90720442,91.01949329,9.519486879,31.36968428,5.73281903,1.051644409,3.140370513,0.503884203,3.001262228,0.743088248,1.920879017,0.328809895,2.729180041,0.383375319,5.808500294,1.193762513,24.49062433,14.313569,5.422268692
Curryetal2021a,CebollaCreekTuff,13.4,1226,168.2,184,18.9,184.9,18.9,4.3,980.1403926,45.43791068,84.99481691,9.004235174,29.7574078,4.866173766,0.809623572,3.532604396,0.479129834,3.272054058,0.612019045,1.996160559,0.305264445,2.309623489,0.361053485,5.44651804,1.281593131,23.37186644,14.19605205,5.544719313
Curryetal2021a,CebollaCreekTuff,18.9,1218,165.1,184.8,19.8,181,19.3,4.1,974.3187976,45.68162888,85.96116406,8.95533034,31.9212012,5.404864793,0.832380953,3.567515943,0.507227736,3.413577054,0.645002922,2.044289992,0.340418979,2.31402724,0.349628143,5.538344272,1.317236717,24.77731777,14.67607544,5.70304971
Curryetal2021a,CebollaCreekTuff,18.7,1160.5,160.4,170.7,18,170.4,18.6,4,907.6146797,42.83008521,81.0417145,8.506865367,28.29399884,4.809826989,0.761646776,3.347060999,0.471993174,3.079367599,0.613914257,1.888672956,0.311067918,2.210767672,0.316304101,5.162740783,1.253945136,22.93578185,13.59661946,5.490292389
Curryetal2021a,CebollaCreekTuff,20.5,1177.2,162.6,175,18.6,173.2,19.3,4,933.5699184,42.7545692,82.78470893,8.703935088,29.41199182,4.613739351,0.767537725,3.384881828,0.507318466,3.050615334,0.622640336,2.0175875,0.290256076,2.167422905,0.344812209,5.136581382,1.318490709,23.62057765,13.7708767,5.600840119
Curryetal2021a,CebollaCreekTuff,20.7,1155.4,162.7,167.5,17.3,158.4,18.7,4,890.9058532,40.72044566,80.51304914,8.293230352,26.75966778,4.54936144,0.755812026,3.204839797,0.469784277,2.654026607,0.585004307,1.800269189,0.29171021,2.004672717,0.331656705,4.915133667,1.207602787,22.87164317,12.8910467,5.483133164
Curryetal2021a,CebollaCreekTuff,20.1,1186.1,152.1,155.3,15.6,151,18.2,3.8,833.53763,37.06925813,74.49045753,7.557883735,25.57678844,3.6331792,0.685329865,2.699628175,0.401720829,2.508847408,0.504818842,1.558537772,0.256846234,1.949338519,0.30996725,4.623091236,1.128681026,22.77608966,11.66892894,5.311609045
Curryetal2021a,CebollaCreekTuff,21.5,1855.4,162.9,156.8,17,193.5,27.5,4,848.3897087,38.83881415,71.99673023,7.966250446,27.54018749,4.351976006,0.708675974,2.994446986,0.432467015,2.896592997,0.631955491,1.836312088,0.27113875,2.071221572,0.352497701,5.752557308,1.595513164,22.51262347,13.69253079,5.043059426
Curryetal2021a,CebollaCreekTuff,15.9,1251.5,168.8,158,20,204.3,19.6,4,891.1771684,44.06578065,84.45427024,9.047150483,30.43872109,4.898321307,0.86482592,3.569832256,0.509907684,3.210156673,0.660848197,2.211235983,0.36434386,2.768989747,0.355357509,6.089543759,1.343158387,23.87900794,15.69022907,5.794754138
Curryetal2021a,CebollaCreekTuff,18.9,1208.1,166.4,190.3,19.5,185.1,19.1,4,973.8234632,45.3552355,85.74035123,8.983715987,30.86516062,4.813768621,0.78984857,3.717951418,0.452910503,3.120726977,0.661186544,2.081264153,0.30428969,2.463494991,0.35934334,5.570072965,1.369515402,24.63723504,14.59675121,5.562720003
Curryetal2021a,CebollaCreekTuff,16.3,1240.4,167,187.4,18.7,186.1,18.6,3.9,977.9485798,44.83048439,86.69921152,8.61355311,30.40732805,4.907062234,0.855118068,3.670071685,0.554459155,3.128456083,0.617872656,1.821174085,0.298909154,2.586038605,0.365423369,5.507064038,1.320945854,24.35029689,14.33085015,5.491084875
Curryetal2021a,RatCreekTuff,8.2,837.9,167.8,29.5,32.1,115.5,21.8,5,247.68815,42.11853235,84.97397678,10.1700526,37.47691682,7.669352591,0.986685463,6.40090226,0.990339434,5.422415597,1.096337327,3.260174382,0.504284093,3.280593317,0.480043565,4.578894017,1.358263237,26.04083647,12.82044997,5.208541178
Curryetal2021a,RatCreekTuff,5.5,867.2,177.6,28.3,33.4,115.1,21.7,5.4,234.7855403,42.81469471,87.40125391,10.50483345,38.36304672,7.6320724,0.960897078,6.420783325,0.894209379,5.755979684,1.157445566,3.410015235,0.487608601,3.477926634,0.488582543,4.4767388,1.376413464,24.11895986,12.79649816,5.201832443
Curryetal2021a,RatCreekTuff,5.1,902.9,179.1,29.4,33.4,125.1,22.1,5.3,248.2826469,46.43221442,94.38561414,10.97667927,40.78641067,7.781278197,1.001530967,6.333192939,0.91588519,6.039704416,1.122705077,3.427093532,0.519540858,3.443221208,0.520030868,4.676599766,1.405554436,23.92144532,13.05364327,5.041994903
Curryetal2021a,RatCreekTuff,5.4,895.2,178,29.5,33.5,121,22,5.5,260.870458,44.39769607,90.65151794,10.34646742,38.78995488,7.610667442,0.910323519,6.274077492,0.91272565,5.809256808,1.157438715,3.464809373,0.476574996,3.456495472,0.487166897,4.577006607,1.373976379,24.15065823,13.11165727,5.0639226
Curryetal2021a,RatCreekTuff,6.636708462,891.4749869,166.5216702,31.31283669,31.14484265,120.5880494,21.42082108,5.195385608,296.7420138,44.17715492,89.81563618,10.42277574,38.83121893,7.257911393,0.986756399,6.284363149,0.881081677,5.448623538,1.112329442,3.29286892,0.461133379,3.238747023,0.462532413,4.633233785,1.381663648,23.70295106,12.46527893,4.968282634
Curryetal2021a,RatCreekTuff,7.227076797,867.7732465,185.6110906,35.65949159,27.43861862,134.5486725,20.68005122,5.406228901,152.6683835,54.66028651,102.5926391,11.01033063,38.47371969,7.043937655,0.597034419,4.919496874,0.7904498,4.684487934,0.917994017,2.855740053,0.41398488,3.012509208,0.444901424,4.905908923,1.431384102,26.63301004,22.06810462,7.916472875
Curryetal2021a,RatCreekTuff,6.852201141,888.9865091,185.5816237,35.6983432,27.96950532,136.5946897,20.61236528,5.612869381,153.7223801,54.69404736,103.6077445,10.80647293,38.65490948,6.790836432,0.667472406,4.46428896,0.725879672,4.798088816,0.929938976,2.867488974,0.471352811,3.187827731,0.444087622,5.120513398,1.41343405,26.33149919,22.26316077,7.729801011
Curryetal2021a,RatCreekTuff,11.3904205,846.7464351,178.3230207,33.29884636,25.8835941,134.3307873,20.69882691,5.437211806,141.1618363,53.35818426,99.6275242,10.54790139,37.31069875,6.368683549,0.691136578,4.902284924,0.710515912,4.639640082,0.923538096,2.762773312,0.409778871,2.904402169,0.41887029,4.649360028,1.360437016,25.59397605,21.26423886,7.801532324
Curryetal2021a,RatCreekTuff,9.805019123,839.7272158,180.4985438,33.27221554,26.13245308,130.2796389,20.56212882,5.483501162,143.4161777,52.60200086,100.0276008,10.8007921,37.94421124,6.420035818,0.678375101,5.199049168,0.703779495,4.430884027,0.885170682,2.655084344,0.415763401,2.842016891,0.439166613,4.80020897,1.341573276,25.18287084,21.11505455,7.772532488
Curryetal2021a,RatCreekTuff,10.2001951,826.2424028,179.0859484,33.02064192,25.37757978,129.3523699,20.43030541,5.420530214,141.340849,50.86553698,98.47674003,10.48889218,36.41759748,6.220111678,0.620402485,4.698970637,0.728298421,4.20661373,0.905745111,2.655898266,0.412564065,2.884480155,0.439159395,4.68937035,1.353212019,25.2832282,20.75502833,7.919532237
Curryetal2021a,RatCreekTuff,7.880185215,853.2935738,178.9643261,34.32993679,24.87719382,123.5796886,19.62686053,5.316353539,141.5261503,49.69634916,96.14049163,10.25840248,34.71590694,5.855213968,0.668900456,4.793568828,0.699225949,3.939038638,0.854268464,2.694215064,0.405989922,2.833675834,0.419922714,4.635042399,1.32593779,24.60072333,20.01661167,7.760542003
Curryetal2021a,RatCreekTuff,6.553874261,883.5487129,193.3159295,38.79714061,28.59480051,139.488187,20.80069187,5.41880274,149.4366531,54.98341285,103.7589922,11.23797975,38.82345513,7.330836523,0.67847273,5.850676599,0.798983221,4.793310758,0.983874648,2.879134028,0.427087769,3.04571591,0.46524152,5.237294277,1.440302342,26.23609495,22.41377628,8.089375482
Curryetal2021a,RatCreekTuff,7.419355747,876.4866454,192.5598831,38.82025708,27.09276826,136.1115617,20.80929983,5.658122638,145.9287022,53.85518196,102.36943,10.93616828,38.50130724,6.458954447,0.676146643,4.989400986,0.744875715,4.544478106,0.929023143,2.81306598,0.444859916,3.101580774,0.437017408,4.904996634,1.45229724,26.58804063,21.84430331,7.863553486
Curryetal2021a,RatCreekTuff,8.151484161,881.5823028,191.8591452,40.14206838,27.67306582,141.8453507,20.97402476,5.673405738,146.6209623,54.67754262,102.5607625,11.28617093,38.5521523,6.664148314,0.641543113,5.214908019,0.743105789,4.53191144,1.004976118,2.954335176,0.461021864,3.25821804,0.46286191,4.719898644,1.403891426,26.00077855,21.91202063,7.923183428
Curryetal2021a,RatCreekTuff,11.77457779,904.5982072,180.8233059,43.48243802,25.59599994,129.3855862,20.44224621,5.594244474,146.2116404,50.91609816,99.72636228,10.4349122,37.82528233,6.353021852,0.577124206,4.765810957,0.713187229,4.351283959,0.845031536,2.577129849,0.396328145,2.519282338,0.417739179,4.719538435,1.34175041,24.13020294,20.25607401,7.741172127
Curryetal2021a,RatCreekTuff,7.230104664,915.0085554,177.6912277,23.40005114,33.38964692,124.3460783,22.1672497,5.593954419,217.2332251,45.96146271,93.79155199,10.80650507,40.24114861,7.752971682,0.846253166,6.912975098,0.966085772,5.95678687,1.223362842,3.75234252,0.51559111,3.450155187,0.467891863,4.984063986,1.440023927,24.71884327,13.10544866,5.170622262
Curryetal2021a,RatCreekTuff,7.889385452,914.1294497,177.4185457,24.15817495,32.53856897,120.394161,22.02556183,5.491651938,209.7380176,43.94425888,89.42768209,10.61842987,38.9886878,7.544990522,0.944144183,6.507664378,0.900492909,5.745475872,1.133453977,3.373057229,0.502457501,3.313526318,0.481480088,4.695121051,1.399445508,23.25448848,12.9955973,5.182330938
Curryetal2021a,RatCreekTuff,6.449300646,881.6672186,174.2165439,22.62966588,32.13447106,114.9309916,21.78720905,5.488455576,200.7155762,42.65403256,86.97117245,9.917952399,39.34821892,7.703223784,1.035519987,6.198516159,0.823469782,5.652595149,1.089622381,3.297444213,0.441566348,3.22001289,0.476894334,4.489110305,1.414993942,22.85248386,12.57177959,5.152532478
Curryetal2021a,RatCreekTuff,5.680091185,859.3278868,175.3852881,26.9549585,32.27599967,115.2399243,21.67938721,5.535203726,221.8415718,41.32180962,84.1266373,10.08087043,36.80930556,6.947725662,0.974478702,6.081782084,0.971663688,5.557348088,1.104237196,3.116880134,0.479126055,3.285351487,0.502353808,4.545460924,1.457342306,23.34373381,12.9648726,5.217329998
Curryetal2021a,RatCreekTuff,9.355720087,842.689396,175.3885464,29.06350774,29.12271578,107.987518,22.06178799,5.843986273,229.9964906,38.22567426,79.74354229,9.332835671,34.181785,6.714698548,0.887273354,5.070283368,0.852103237,5.048165287,0.944727608,3.056943359,0.432338745,2.961822452,0.433012421,3.996305022,1.771847814,34.78073409,11.30043056,4.821432016
Curryetal2021a,RatCreekTuff,8.371893603,889.9652291,177.0792202,32.30667487,35.7946212,123.2107019,21.9290966,5.413199996,258.6624166,45.03950694,91.99212121,11.09475431,42.25227981,8.265542091,1.12464974,6.183945662,0.924749698,6.600222905,1.218998323,3.581066469,0.546071279,3.67575282,0.521433747,4.351003816,1.456825432,24.65592459,13.40021533,5.270577557
