DataSource,Eruption,Li_ppm,Ti_ppm,Rb_ppm,Sr_ppm,Y_ppm,Zr_ppm,Nb_ppm,Cs_ppm,Ba_ppm,La_ppm,Ce_ppm,Pr_ppm,Nd_ppm,Sm_ppm,Eu_ppm,Gd_ppm,Tb_ppm,Dy_ppm,Ho_ppm,Er_ppm,Tm_ppm,Yb_ppm,Lu_ppm,Hf_ppm,Ta_ppm,Pb_ppm,Th_ppm,U_ppm
Bachmannetal2014,CarpenterRidgeTuff,NA,NA,NA,NA,NA,NA,NA,NA,1557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bachmannetal2014,CarpenterRidgeTuff,NA,NA,NA,NA,NA,NA,NA,NA,547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bachmannetal2014,CarpenterRidgeTuff,NA,NA,NA,NA,NA,NA,NA,NA,3267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bachmannetal2014,CarpenterRidgeTuff,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bachmannetal2014,CarpenterRidgeTuff,NA,NA,NA,NA,NA,NA,NA,NA,2572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bachmannetal2014,CarpenterRidgeTuff,NA,NA,NA,NA,NA,NA,NA,NA,818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bachmannetal2014,CarpenterRidgeTuff,NA,NA,NA,NA,NA,NA,NA,NA,2074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bachmannetal2014,CarpenterRidgeTuff,NA,NA,NA,NA,NA,NA,NA,NA,1465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bachmannetal2014,CarpenterRidgeTuff,NA,NA,NA,NA,NA,NA,NA,NA,752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bachmannetal2014,CarpenterRidgeTuff,NA,NA,NA,NA,NA,NA,NA,NA,2970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bachmannetal2014,CarpenterRidgeTuff,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bachmannetal2014,CarpenterRidgeTuff,NA,NA,NA,NA,NA,NA,NA,NA,3295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Curryetal2021a,RatCreekTuff,9.141647627,838.1274212,179.9275935,31.57788924,26.45802981,133.3754099,20.49959556,5.606979801,126.4296593,52.53414172,99.90189973,10.63545881,37.26026823,6.292177205,0.671397483,4.892499212,0.715086525,4.289802568,0.886959843,2.774489896,0.386193799,2.955234921,0.43316104,4.822682677,1.365324666,26.20716294,21.0297322,7.855790511
Curryetal2021a,RatCreekTuff,9.394438333,832.9537873,176.0824918,31.42907346,26.12622806,128.2745442,20.49789823,5.49306627,127.1481565,52.26607853,99.92430309,10.86996302,37.32051328,6.281940634,0.632013081,4.847012465,0.695009437,4.37514062,0.869062378,2.71697272,0.391833676,2.787703416,0.43015896,4.760026418,1.392877243,25.44802494,21.01175037,7.843420423
Curryetal2021a,RatCreekTuff,9.70328998,824.1311407,175.5708433,30.43858053,25.4151307,127.2958218,20.17250875,5.600602054,123.8474006,50.62893584,96.98203678,10.12693808,35.02234951,6.459318556,0.644501455,4.463207005,0.72699974,4.270698346,0.826819264,2.65022682,0.39543086,2.880407301,0.427613929,4.647918415,1.351880165,25.1004686,20.15090697,7.77200742
Curryetal2021a,RatCreekTuff,7.104187628,935.6092644,174.8106621,27.01976614,32.46363424,126.1937142,22.09358597,5.588443316,247.6723591,46.40221476,93.60460902,10.65817409,38.62975796,8.312502202,1.007590079,6.79547256,0.907938099,6.027134188,1.15896621,3.306116175,0.486409288,3.51929258,0.473188643,4.820888268,1.325328027,23.94018344,12.81691364,5.190513045
Curryetal2021a,RatCreekTuff,14.82770168,880.2909679,172.4295083,33.68200602,34.06717134,126.9475363,22.09148296,5.427060342,293.445434,45.32458752,90.86272982,10.50569587,39.0355443,7.012686015,1.010367942,6.839461543,0.891468984,5.920779104,1.134823396,3.513428892,0.456861094,3.298509492,0.464256653,5.125295324,1.369801403,25.38169334,13.0981502,5.108742099
Curryetal2021a,RatCreekTuff,11.15728278,828.4377616,178.2040667,25.67530351,32.56713696,113.8026569,21.73487746,5.538052554,216.8663663,41.18890415,85.40129058,9.976939696,38.23346398,7.858770535,1.021662348,6.253217116,0.874939619,5.563832595,1.156619383,3.194401847,0.510349921,3.15751699,0.513320832,4.423534588,1.463417701,21.09316515,12.62997899,5.230385312
Curryetal2021a,RatCreekTuff,13.50847943,892.1752493,178.2826012,35.7533661,32.03027055,123.723421,21.71076778,5.27251551,304.9387875,44.27171682,89.52333959,10.34905267,39.80688209,7.887887386,1.044133969,5.775541505,0.949847251,5.580445053,1.128341956,3.272999476,0.486659679,3.468352657,0.49871819,4.624255743,1.387749848,22.5926785,12.86279286,4.990217488
Curryetal2021a,RatCreekTuff,16.07999456,872.9400696,174.5477274,24.96675404,32.36843001,125.1493346,22.02210499,5.533072114,202.3827981,43.75330412,87.18625343,10.10130507,36.81633919,7.357226655,0.934805461,6.129016141,0.930468384,5.59024635,1.139682618,3.305243479,0.453042738,3.38994271,0.473248573,4.63355499,1.415787192,22.65428887,12.86306006,5.009476039
Curryetal2021a,RatCreekTuff,16.22062115,802.535207,178.406037,33.80070536,25.24050533,128.5542322,20.33082877,5.411787758,131.5532158,50.19205574,94.85158673,10.24956143,33.88413855,5.966239703,0.706121987,4.77080854,0.63035873,4.035394626,0.881007799,2.74706779,0.436054283,2.913954721,0.434008667,4.596252233,1.391081485,25.56457325,20.96243779,7.648877059
Sliwinskietal2019,NelsonMountainTuff,7.7,671,139.8,22.91,25.45,84.4,17.2,4.23,198.3,31.97,67.3,7.68,28.1,6.05,0.65,4.26,0.754,4.37,0.841,2.21,0.372,2.84,0.366,3.37,1.099,21.2,9.73,4.14
Sliwinskietal2019,NelsonMountainTuff,4.2,681,138,24,25.2,86.7,17.3,3.95,197.2,30.9,63.6,7.7,27,5.19,0.645,3.88,0.74,4.51,0.82,2.83,0.315,2.69,0.339,3.34,0.998,18.5,9.89,3.86
Sliwinskietal2019,NelsonMountainTuff,9.2,685,134.5,28.54,21.28,100.7,16.4,4.35,110,42,79.7,8.35,28.7,5.49,0.57,3.22,0.489,3.2,0.662,1.99,0.304,2.05,0.359,3.38,1.143,21.9,17.06,6.54
Sliwinskietal2019,NelsonMountainTuff,12.4,769,117.1,104.9,22.92,111,16.46,3.85,875,33.83,68.1,7.9,28.5,6.09,0.83,4.94,0.65,3.76,0.825,2.44,0.348,2.31,0.338,3.99,1.013,16.14,9.45,4.19
Sliwinskietal2019,NelsonMountainTuff,6.6,671,137.3,23.38,25.87,85.8,17.38,4.3,198.4,33.06,67.7,7.96,29.9,5.84,0.66,4.67,0.677,4.6,0.93,2.48,0.361,2.86,0.372,3.38,1.095,19.37,9.69,4.17
Sliwinskietal2019,NelsonMountainTuff,6.9,680,138.7,22.49,26.04,87.2,17.73,4.43,199.8,32.97,68.3,8.03,28.3,5.79,0.9,4.84,0.681,4.55,0.978,2.82,0.432,2.51,0.386,3.25,1.06,19.8,10.24,4.22
Sliwinskietal2019,NelsonMountainTuff,5.6,696,140.8,22.88,25.73,87,17.76,4.35,204.2,32.91,69.5,7.87,29.5,5.89,0.751,4.67,0.702,4.2,0.867,2.68,0.357,2.43,0.336,3.74,1.095,19.02,10.16,4.05
Sliwinskietal2019,NelsonMountainTuff,9.8,687,148,30.4,21.45,105.7,17.15,4.66,100.3,42.2,81.3,8.45,29.6,5.29,0.58,3.66,0.54,3.6,0.726,2.16,0.33,2.49,0.335,3.47,1.132,21.59,17.06,6.34
Sliwinskietal2019,RatCreekTuff,8.7,668,184.6,14.87,21.8,84.5,17.8,5.7,150.8,30.3,64.7,7.16,24.3,4.96,0.6,3.6,0.52,3.8,0.71,1.86,0.197,2.14,0.304,2.81,0.87,19.8,8.47,3.82
Sliwinskietal2019,RatCreekTuff,6.8,810,149.7,26.8,27.8,104.7,19.78,4.51,207,38.8,79.4,8.95,33.5,6.54,1.13,5,0.706,5.31,1.028,3.24,0.409,2.76,0.436,3.84,1.178,20.84,11.53,4.55
Sliwinskietal2019,RatCreekTuff,7.6,746,167.5,32.2,26.42,95,18.35,4.67,215,36.1,72.2,8.29,30.5,6.32,0.93,4.53,0.63,3.85,0.746,2.53,0.351,2.37,0.327,3.7,1,17.58,9.82,4.15
Sliwinskietal2019,RatCreekTuff,6.3,839,155.5,16.9,30.4,106.3,19.8,4.91,166.3,38.7,79.2,9.59,33.9,6.7,0.79,5.48,0.82,4.76,1.04,2.45,0.454,3.15,0.419,3.8,1.35,19.53,11.35,4.74
Sliwinskietal2019,RatCreekTuff,7.9,724,144.6,77,24.9,92.8,17.19,4.36,387,35.43,70.7,7.94,28.6,5.97,0.98,4.23,0.662,4.35,0.75,2.69,0.372,2.63,0.38,3.32,1.142,19.21,9.81,3.94
Sliwinskietal2019,RatCreekTuff,22.6,738,187.5,38.2,19.3,88.7,18.9,5.13,245,27,54.2,5.65,28.4,3.44,0.4,2.97,0.39,2.72,0.64,1.87,0.257,1.84,0.255,3.27,1.22,24,8.16,3.69
Sliwinskietal2019,RatCreekTuff,8.8,821,186.8,27.4,27.2,111.6,20.79,5.44,234.4,38.2,78.5,8.98,34.1,6.57,0.68,4.59,0.79,4.74,0.825,2.5,0.355,2.96,0.438,4.25,1.19,17.26,10.5,4.68
Sliwinskietal2019,RatCreekTuff,6.4,803,154.1,55.3,27.31,105.7,19.55,4.53,460,37.89,77.5,8.67,31.7,6.68,1.21,5.2,0.812,4.09,0.87,3.08,0.368,3.09,0.389,4.18,1.15,19.2,10.63,4.42
Sliwinskietal2019,RatCreekTuff,28,1255,177,103.8,26.96,181.3,18.95,4.58,1287,46.9,95.2,10.67,40.6,7.53,1.43,5.1,0.85,4.37,1,2.55,0.351,2.56,0.418,5.26,1.05,26.4,10.25,3.82
Sliwinskietal2019,RatCreekTuff,9.3,1231,159.2,100.2,26.5,178,19.1,4.48,1075,47,94.8,10.9,39.1,7.3,1.21,5.21,0.71,4.92,0.781,2.89,0.437,2.88,0.425,5.21,1.04,31.8,10.22,3.85
Sliwinskietal2019,RatCreekTuff,6.8,722,171.2,70,23.27,85.7,17.85,5.03,809,32.4,67.4,7.76,30.3,4.89,0.69,4.65,0.54,3.94,0.89,2.13,0.358,2.95,0.389,3.12,1.1,24.03,9.7,4.29
Sliwinskietal2019,RatCreekTuff,13.5,1393,128,189.4,20.14,212.3,15.02,3.51,1884,41.3,80.1,8.98,32.9,5.49,1.38,4.27,0.589,3.82,0.553,2.01,0.287,1.7,0.315,5.1,0.774,24.48,7.06,2.72
Sliwinskietal2019,RatCreekTuff,8.5,1454,126.4,186.8,22.18,210.3,16.37,3.39,2159,47.13,94.9,10.51,37.25,6.47,1.73,4.96,0.645,4.03,0.722,2.1,0.331,2.3,0.363,5.74,0.934,28.37,9.05,3.306
Sliwinskietal2019,RatCreekTuff,19,1439,118.9,185.6,20.3,212.4,16.42,3.19,2140,45.3,91.3,10.01,35.7,5.51,1.53,4.4,0.626,4.12,0.744,1.97,0.321,2.28,0.355,5.91,0.948,26.52,8.61,3.32
Sliwinskietal2019,RatCreekTuff,41.4,1371,140.2,174.4,21.34,210,15.34,3.72,2193,44.6,84,9.84,33.7,6.63,1.12,4.29,0.62,3.72,0.67,2.06,0.294,2.12,0.325,5.46,0.902,22.7,8.12,2.83
Sliwinskietal2019,RatCreekTuff,8.1,1386,127.2,184.4,22.58,206.5,16.55,3.323,2104,47.07,94.4,10.4,37.54,6.72,1.655,5.12,0.726,4.18,0.82,2.28,0.338,2.36,0.355,5.57,0.937,26.18,8.95,3.55
Sliwinskietal2019,RatCreekTuff,39.6,1433,126.5,179.4,21.81,215.5,16.98,3.59,2164,49.4,88.8,10.92,40.2,6.76,1.61,4.86,0.671,4.2,0.788,2.35,0.31,2.5,0.331,5.96,0.958,23.86,9.6,3.21
Sliwinskietal2019,RatCreekTuff,33,1370,142.3,173,16.1,198,18.1,4.19,1850,37.7,76.7,8.5,30.3,5.4,0.9,3.8,0.41,3.1,0.47,1.4,0.173,1.13,0.304,5.32,0.79,63.4,7,2.73
Sliwinskietal2019,RatCreekTuff,16.7,757,165.7,32.4,24.58,105.2,18.55,4.86,246.9,36.3,63.9,8.46,30.6,5.93,0.78,4.42,0.667,4.14,0.8,2.2,0.36,2.41,0.361,3.83,1.066,28,10.96,3.88
Sliwinskietal2019,RatCreekTuff,6,705,174.3,25.1,25.86,93.5,18.04,5.3,230,31.3,66.4,7.69,28.14,5.89,0.636,4.07,0.747,4.02,0.801,2.6,0.353,2.38,0.377,3.29,1.111,15.47,10,4.12
Sliwinskietal2019,RatCreekTuff,6,727,157,26.2,26.1,95.2,17.1,4.51,217,31.7,68.8,7.97,28.6,5.88,0.69,3.77,0.731,3.93,0.83,2.43,0.382,2.31,0.392,3.12,1.07,17.37,10.71,4.31
Sliwinskietal2019,RatCreekTuff,5.73,748,152.4,22.45,25.58,94.7,19.05,4.86,206.1,33.39,73.8,8.22,30.39,6.26,0.723,4.41,0.729,4.47,0.854,2.52,0.426,2.66,0.394,3.4,1.139,21.4,10.4,4.53
Sliwinskietal2019,RatCreekTuff,20.5,821,159.4,30.6,24.8,95.4,19.84,4.78,192.3,32.7,73.4,8.83,30.5,6.49,1.13,4.57,0.681,4.44,0.828,2.28,0.419,2.35,0.336,3.45,1.176,17.29,8.18,3.78
Sliwinskietal2019,RatCreekTuff,4.55,688,173.6,23.1,23.6,93.5,18.94,5.21,194.4,31.58,67.3,7.75,28.3,5.23,0.588,4.31,0.601,3.93,0.825,2.26,0.318,2.45,0.314,3.24,1.086,18.27,9.61,4.14
Sliwinskietal2019,RatCreekTuff,4,690,142.1,32.7,23.35,87.2,17.49,4.72,211,29.39,64.6,7.42,27.05,4.95,0.81,4.13,0.632,3.71,0.656,2.32,0.323,2.38,0.315,3.07,1.061,17.5,8.6,3.81
Sliwinskietal2019,RatCreekTuff,7,740,152.8,21.81,24.63,93.8,18.98,4.67,198.3,31.8,68.6,7.73,29.7,5.38,0.542,4.45,0.696,4.05,0.848,2.47,0.375,2.44,0.326,3.04,1.128,15.19,9.79,4.27
Sliwinskietal2019,RatCreekTuff,12,890,293,41.5,23.3,98.1,19.8,9.7,336,27.9,58,6.63,24.8,4.26,0.71,2.9,0.51,3.23,0.64,1.65,0.54,1.48,0.36,3.84,0.96,17.5,8.8,4.1
Sliwinskietal2019,RatCreekTuff,16.3,656,196,31.3,21.6,94,17.85,5.41,227,29.1,56.1,7.23,24,4.56,0.54,3.12,0.54,3.65,0.74,1.84,0.27,1.77,0.319,2.86,1.05,14,8.37,3.69
Bachmannetal2005,FishCanyonTuff,42.897,NA,184.899,94.903,7.011,83.677,14.172,5.049,337.883,36.045,45.672,NA,11.002,1.74,0.321,0.919,NA,0.885,NA,0.555,NA,0.981,NA,3.13,1.025,20.015,22.937,8.453
Bachmannetal2005,FishCanyonTuff,34.376,NA,181.781,94.214,6.793,83.42,13.606,5.244,338.98,35.512,47.439,NA,10.145,1.102,0.257,1.197,NA,0.945,NA,0.585,NA,1.276,NA,2.922,1.109,20.626,22.572,8.394
Bachmannetal2005,FishCanyonTuff,20.281,NA,185.258,95.194,6.821,85.503,14.011,5.396,340.35,36.914,46.356,NA,10.021,1.369,0.354,1.453,NA,0.815,NA,0.897,NA,1.27,NA,2.982,1.075,20.546,23.092,8.677
Bachmannetal2005,FishCanyonTuff,25.906,NA,186.349,92.861,7.083,81.855,14.075,5.367,336.104,35.677,45.172,NA,10.706,1.29,0.305,1.542,NA,1.19,NA,0.674,NA,1.101,NA,2.532,1.078,21.015,22.596,8.416
Bachmannetal2005,FishCanyonTuff,19.354,NA,188.626,92.551,6.785,83.489,14.386,5.131,327.571,35.742,45.395,NA,10.429,1.319,0.348,0.994,NA,1.077,NA,0.818,NA,1.277,NA,3.039,1.008,20.994,22.413,8.651
Bachmannetal2005,FishCanyonTuff,34.998,NA,185.734,93.518,7.165,79.895,13.987,5.349,339.071,35.692,45.526,NA,9.845,1.184,0.315,0.726,NA,0.797,NA,0.668,NA,1.052,NA,2.853,1.128,21.209,22.532,8.817
Bachmannetal2005,FishCanyonTuff,35.485,NA,188.464,91.856,6.6,80.059,13.954,5.493,339.692,35.417,46.258,NA,10.143,1.459,0.271,1.162,NA,0.853,NA,0.683,NA,1.019,NA,2.505,1,22.396,23.104,8.672
Bachmannetal2005,FishCanyonTuff,22.805,NA,178.676,92.44,7.075,82.121,14.483,5.177,330.564,35.544,46.119,NA,10.417,1.147,0.26,1.148,NA,0.879,NA,0.785,NA,1.332,NA,2.575,0.994,20.106,22.726,8.056
Bachmannetal2005,FishCanyonTuff,37.078,NA,177.28,95.371,6.871,84.064,14.837,5.134,334.915,37.456,46.725,NA,10.869,1.528,0.334,1.117,NA,0.922,NA,0.651,NA,0.978,NA,3.049,0.997,20.707,22.856,8.295
Bachmannetal2005,FishCanyonTuff,34.601,NA,176.009,92.575,6.94,82.944,14.206,5.07,336.613,36.654,46.512,NA,10.383,1.189,0.234,0.946,NA,0.884,NA,0.623,NA,1.178,NA,2.707,1.038,20.428,23.05,8.391
Bachmannetal2005,FishCanyonTuff,25.229,NA,179.833,93.37,6.402,84.175,14.604,5.168,334.605,36.872,45.411,NA,9.527,1.426,0.23,1.187,NA,0.916,NA,0.732,NA,0.972,NA,3.66,0.935,20.516,23.167,8.393
Bachmannetal2005,FishCanyonTuff,31.953,NA,178.219,94.952,7.764,85.495,14.98,5.019,338.267,36.857,46.6,NA,12.098,1.281,0.371,1.216,NA,0.765,NA,0.658,NA,1.365,NA,3.236,1.176,20.881,23.972,8.351
Bachmannetal2005,FishCanyonTuff,24.051,NA,180.748,88.824,6.729,80.567,14.968,5.045,333.611,36.214,46.099,NA,10.726,1.305,0.253,1.206,NA,0.94,NA,0.674,NA,0.861,NA,2.914,1.039,21.362,23.12,8.438
Bachmannetal2005,FishCanyonTuff,29.077,NA,181.952,95.167,6.96,84.535,14.335,5.329,340.982,35.483,46.375,NA,11.551,1.447,0.341,0.907,NA,0.803,NA,0.716,NA,0.993,NA,3.46,1.015,20.778,23.67,8.384
Bachmannetal2005,FishCanyonTuff,21.512,NA,180.466,92.6,6.856,81.558,15.417,5.309,332.949,35.166,45.704,NA,10.426,1.752,0.247,1.043,NA,0.996,NA,0.733,NA,0.932,NA,3.018,1.082,21.029,22.77,8.431
Bachmannetal2005,FishCanyonTuff,44.705,NA,182.344,92.428,6.573,82.021,15.038,5.307,334.915,37.257,45.559,NA,10.206,1.705,0.222,0.953,NA,0.905,NA,0.711,NA,1.036,NA,2.864,1.112,22.034,22.401,8.588
Bachmannetal2005,FishCanyonTuff,34.46,NA,183.506,92.071,6.992,80.684,14.816,5.418,333.723,36.435,46.463,NA,9.707,1.118,0.213,1.253,NA,0.723,NA,0.704,NA,1.19,NA,2.832,1.002,21.337,22.497,8.742
Bachmannetal2005,FishCanyonTuff,41.913,NA,188.634,0.993,1.008,NA,13.667,4.782,402.338,30.841,43.032,NA,9.046,80.006,0.295,1.212,NA,0.87,NA,0.676,NA,70.896,NA,2.753,19.024,21.594,7.436,5.963
Bachmannetal2005,FishCanyonTuff,34.273,NA,186.485,0.937,0.93,NA,13.41,4.541,415.538,30.367,42.019,NA,8.796,74.664,0.278,1.04,NA,0.778,NA,0.515,NA,69.965,NA,2.605,18.662,20.751,7.343,5.938
Bachmannetal2005,FishCanyonTuff,8.977,NA,189.057,1.028,0.886,NA,13.757,4.784,427.178,29.772,41.373,NA,8.728,76.526,0.254,1.237,NA,0.672,NA,0.562,NA,70.302,NA,2.12,19.112,21.431,7.365,5.81
Bachmannetal2005,FishCanyonTuff,29.37,NA,185.981,0.964,1.005,NA,13.213,4.709,412.811,28.873,40.046,NA,8.667,73.439,0.249,0.984,NA,0.809,NA,0.566,NA,69.497,NA,2.374,18.37,22.619,7.505,5.456
Bachmannetal2005,FishCanyonTuff,7.729,NA,184.517,1.027,0.834,NA,13.136,4.597,409.184,28.778,38.971,NA,8.167,75.701,0.31,0.895,NA,0.716,NA,0.589,NA,67.387,NA,2.259,17.692,22.081,7.163,5.521
Bachmannetal2005,FishCanyonTuff,47.661,NA,186.032,0.961,1.012,NA,13.332,4.652,418.255,28.339,39.979,NA,7.954,76.724,0.295,1.113,NA,0.713,NA,0.582,NA,67.556,NA,2.266,17.719,22.25,7.265,5.415
Bachmannetal2005,FishCanyonTuff,27.339,NA,184.445,1.031,0.962,NA,13.361,4.53,429.15,28.686,39.761,NA,8.946,78.441,0.322,1.062,NA,0.753,NA,0.603,NA,68.3,NA,2.319,18.055,23.464,7.305,5.805
Bachmannetal2005,FishCanyonTuff,46.172,NA,186.853,0.982,0.932,NA,13.948,4.713,408.861,30.011,40.969,NA,8.678,79.366,0.301,0.965,NA,0.858,NA,0.592,NA,69.723,NA,2.586,18.375,22.291,7.431,5.746
Bachmannetal2005,FishCanyonTuff,26.889,NA,186.805,1.014,0.853,NA,13.693,4.795,422.001,30.671,41.486,NA,9.03,77.53,0.286,1.101,NA,0.766,NA,0.659,NA,71.156,NA,2.306,18.636,20.46,7.305,5.972
Bachmannetal2005,FishCanyonTuff,50.348,NA,186.105,0.931,1.034,NA,13.59,4.731,402.728,29.749,40.447,NA,8.411,75.734,0.259,1.095,NA,0.673,NA,0.455,NA,69.538,NA,2.537,18.615,21.193,7.336,5.815
Bachmannetal2005,FishCanyonTuff,52.567,NA,185.673,0.958,0.929,NA,13.808,4.721,416.993,30.644,41.025,NA,8.108,77.013,0.313,1.06,NA,0.728,NA,0.646,NA,72.684,NA,2.211,19.317,21.304,7.481,6.042
Bachmannetal2005,FishCanyonTuff,48.787,NA,187.921,0.975,0.881,NA,13.857,4.704,405.343,30.985,41.076,NA,8.754,79.285,0.253,1.041,NA,0.748,NA,0.602,NA,72.862,NA,2.297,19.296,20.418,7.605,5.983
